Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Footprints Preschool & Day Care,2012,International Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,77988,"No 575, 1st A Main Rd, near Venugopala Swamy Temple, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",Raj Singhal CEO / B.Tech,Yoga,Smart Classrooms
Budding World,2009,Play Schools,45,Pre School - PRE,Other Boards,tel:+919513238818,41400,"9th Cross Rd, HSR Extension, Reliable Residency Layout Phase 3, HSR Layout, Haralur, Karnataka 560102",,Yoga,Smart Classrooms
Royal Concorde International School,International Schools,315,LKG - 12,CBSE,Co-Education,tel:+919513238818,70000,"D3, Sarjapur Main Rd, Amblipura, PWD Quarters, 1st Sector, HSR Layout, Bengaluru, Karnataka 560103",Mr. L.R.Shivarame Gowda Founder Chairperson / N/A,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Handball, Ice-Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Elly Preschool,Play Schools,N/A,Pre School - PRE,Other Boards,Co-Education,tel:+919513238818,55000,"86, Ph 3 Royal Placid Layout, HSR layout, Sector 2, Extn, Bengaluru, Karnataka 560102",Mr. Vittal Bhandary Founder / N/A,Yoga,Smart Classrooms
The Learning Curve,2011,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"1st Sector, HSR Layout 5th Sector, Bengaluru, Karnataka 560102",Suhas Bedekar Founder Director / N/A,Yoga,
Sanfort Play School,1999,Play Schools,15,Pre School - PRE,Other Boards,tel:+919513238818,33300,"no.2461, 14th 'A' cross, 25th 'A' main, HSR layout, sector 1, Bengaluru, Karnataka 560102",Dr. S. K. Rathor Chairman & Managing Director / N/A,Yoga,
"i wonder y, Preschool",N/A,Play Schools,30,Pre School - PRE,Other Boards,tel:+919513238818,60000,"No.267, 13th Main 21st Cross HSR Layout, Bangalore â€“ 560102., near BDA Complex",Riddhi Thakkar Founder & Director / N/A,Yoga,
Little Raiders Play School,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"1908, 14th A Cross Rd, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",,Yoga,
Smart Kidz,2014,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"# 2587, 26th Main Rd, Near HDFC Bank, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",A.S. Ganesh Managing Director / N/A,Yoga,
JSS Public School  HSR,Public Schools,,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Boxing, Carroms, Chess, Cricket, Football, Handball, Hockey, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro School - HSR,1999,Day Schools,2300,Nursery - Class 12,ICSE,tel:+918035470244,90000 / Annual,"19th Main, Garden Club, C.A. 13, 25th Cross Rd, HSR Extension, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
S V R Public School,2002,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,75000 / Annual,"28/4, Samasandrapalya, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
Freedom International School,2006,Day Schools,1229,Nursery - Class 12,CBSE,tel:+918035470244,200000 / Annual,"C A # 33, Sector IV, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
JSS Public School,2004,Day Schools,1462,Nursery - Class 12,CBSE,tel:+918035470244,83000 / Annual,"WJ7Q+G5X, Jakkasandra Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
National Public School,2008,Day Schools,1200,Pre-Nursery - Class 12,CBSE,tel:+918035470244,170000 / Annual,"32/P2, 17th B Main Rd, Sector 4, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
BRILLIANT HIGH SCHOOL,Day Schools,150,Nursery - Class 10,"ICSE, State Board",Co-Education,tel:+918035470244,35000 / Annual,"No.1080, 23rd main,11th cross,1st Sector, HSR layout, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",,,
Sri Chaitanya Techno School,2013,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,67000 / Annual,"Plot No: 55/21 9th Main, 27th Cross, HSR Layout 2nd Sector Opposite Nagarjuna Green Ridge Apartments, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
BALDWIN INDIAN HIGH SCHOOL,1880,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,30000 / Annual,"10th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India",,,
Newton Public English High School,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",Co-Education,tel:+918035470244,21600 / Annual,"1st Cross Rd, Madina Nagar, Sector 7, Mangammanapalya, Bengaluru, Karnataka 560068, India",,,Transport
AL RAHI EDU SCH BOMMANA HALLI,2001,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"Ist cross, WJ4P+242, near gulshan function hall, Mangammanapalya, bommanahalli, Bengaluru, Karnataka 560068, India",,,
Gnan Srishti School Of Excellence,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,85500 / Annual,"19th Main, 17th Cross Rd, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
Lawrence School,1991,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,48000 / Annual,"Lawrence High School Icse, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
SHUBODHINI SCHOOL,Day Schools,1000,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"WJ2R+92F, ITI Layout, Sector 7, HSR Layout, Bengaluru, Karnataka 560068, India",,,Transport
Golden Arch Montessori School,N/A,Play Schools,120,Pre School - PRE,Other Boards,tel:+919513238818,62000,"No.363, 23rd Cross, 13th Main, Sector-7, HSR Layout, Bengaluru, Karnataka 560034",,Yoga,Smart Classrooms
Podar Jumbo Kids Plus,1927,Other Collections,80,Pre School - PRE,Other Boards,tel:+919513238818,85500,"667, 9th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",,Yoga,
Lawrence High School  HSR,Public Schools,,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Cricket, Cycling, Football, Gymnastics, Hockey, Swimming, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sesame Street Preschool,1969,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,49000,"Plot 5A, Block-5, MCHS Colony, HSR Layout, Sector-6, Bengaluru, Karnataka 560102",,Yoga,
JOHNSON HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",Co-Education,tel:+918035470244,22000 / Annual,"Johnson School Rd, Popular Colony, Mangammanapalya, Bengaluru, Karnataka 560068, India",,,Transport
Sri Sairam Vidya Mandira,Day Schools,N/A,Pre-Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"36, Somasundarapalya Main Rd, ITI Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
TILAK SCHOOL,2000,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"WJ3P+Q7C Tilak School, Tilak Nagar, Popular Colony, Mangammanapalya, Bengaluru, Karnataka 560068, India",,,
UDAYA PUBLIC SCHOOL,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,21696 / Annual,"Bengaluru, Popular Colony, Mangammanapalya, Bengaluru, Karnataka 560068, India",,,Transport
SUNSHINE ENGLISH SCHOOL,1998,Day Schools,N/A,-,Other Boards,tel:+918035470244,12000 / Annual,"ITI Layout, Hosapalya, Mangammanapalya, opp. Masjid-e-Noor, Bandepalya, Bommanahalli, Bengaluru, Karnataka 560068, India",,,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,46000,"454, Karunya Dham, Opp SNN Raj serenity, Bannerghatta Main Rd, Nobel Residency, Off, Bengaluru, Karnataka 560076",Mr. Vittal Bhandary Founder / N/A,Yoga,
Interactive preschool,2017,Play Schools,N/A,Nursery - UKG,"CBSE, ICSE, Montessori",tel:+918035470244,,"#16,Duo heights Layout, 2nd cross, Devarachikkanahalli, Begur road, Bengaluru-560068",,,
"Ekya Schools, NICE Road",2022,Other Collections,N/A,LKG - 12,CBSE,tel:+918035470244,,"VJ36+WG6, Mylasandra, opposite Begur - Koppa Road, Tejaswini Nagar, Bengaluru, Karnataka 560076",,,
"CMR National PU College, NICE Road",Other Collections,N/A,11 - 12,State Board,Co-Education,tel:+918035470244,,"No. 45/2, Off Koppa-Begur Main Road, Yelanahalli, Bengaluru - 560076",,,
"Ekya Schools, NICE Road",2022,Other Collections,N/A,LKG - 12,CBSE,tel:+918035470244,,"VJ36+WG6, Mylasandra, opposite Begur - Koppa Road, Tejaswini Nagar, Bengaluru, Karnataka 560076",,,
Indus International School,2003,International Schools,N/A,LKG - 12,"International Baccalaureate, IGCSE",tel:+919513238818,Indus International School Bangalore 710000/-,"Billapura Cross, Sarjapura - Attibele Rd, Sarjapur, Bengaluru, Karnataka 562125",Arjun Ray CEO / N/A,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Horseback Riding, Kabaddi, Kho-Kho, Swimming, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
The International School Bangalore,1993,International Schools,N/A,2 - PRE,"International Baccalaureate, IGCSE",tel:+919513238818,800000,"NAFL Valley, Whitefield - Sarjapur Road,Near Dommasandra Circle, Bengaluru, Karnataka",,,
Harvest International School,2011,International Schools,1400,LKG - 12,CBSE,tel:+919513238818,130000,"Carmalram Post Silk Farm, Kodithi Village, Off Sarjapur Rd, near Kodathi, Bengaluru, Karnataka 560035","Dr. Dakshayini Kanna Principal / M.Sc.,M.Phil, MBA, Ph.D.,B.Ed. Mr. Ramprasad Chairman / N/A","Badminton, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,49000,"A1, Off Sarjapur Road, Owners Court Layout, Bengaluru, Karnataka 560035",Dr. Subhash Chandra Chairman / N/A,Yoga,
Green Dot Montessori School,2011,Play Schools,127,Pre School - PRE,Other Boards,tel:+919513238818,58000,"42, Marathahalli - Sarjapur Outer Ring Rd, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103","Mr. Srinivasa Founder Chairperson / B.E, M.B.A",Yoga,Smart Classrooms
Vivero International Preschool,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,105000,"Bungalow No.18,Harlur Road, Off, Sarjapur Main Rd, Bengaluru, Karnataka 560034","Arun Arora Chairman, Edvance Pre-Schools / N/A",Yoga,
Planet Kids,2005,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"#19, Sri Sai Nilaya, 1st Main, 1st Cross Choodasandra Circle, Hosa Road, Off, Sarjapur Main Rd, Choodasandra, Bengaluru, Karnataka 560099","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
India International School,2002,International Schools,N/A,LKG - 12,"CBSE, International Baccalaureate, IGCSE",tel:+919513238818,Fee range is from Rs. 50000 to Rs. 125000,"26/1, Chikkabellandur, Sarjapur Main Rd, Carmelaram, Post, Bengaluru, Karnataka 560037","MR.KRISHNA, K.A.S. CHAIRMAN / N/A","Basketball, Carroms, Chess, Cricket, Kabaddi, Table-tennis, Tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Greenwood High School,2004,Public Schools,,1 - 12,ICSE,tel:+918035470244,"1,20,000 - 3,00,000","No. 8-14, Chikkawadayarapura, Near Heggondahalli, Gunjur Post,Varthur Sarjapur Road, Bangalore-560087",Mr.Aloysius D Mello Principal / .,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Hockey, Karate, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Computers Facility, Library"
St. Peters School,2002,Public Schools,,Pre School - 10,ICSE,tel:+918035470244,"80,000 -1,00,000","Sarjapur - Marathahalli Rd, Pushpaveni Layout, Kaikondrahalli, Bengaluru, Karnataka 560035",MRS. MEGHANA PANDEY Principal / .,"Athletics, Basketball, Carroms, Chess, Gymnastics, Table-tennis, Volleyball, Yoga","Transport, Smart Classrooms, Computers Facility, Library"
The Learning Curve,2011,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"Plot no 1,8th main Shubh Enclave, Haralur Main Rd, Sarjapur, Bengaluru, Karnataka 560102",Suhas Bedekar Founder Director / N/A,Yoga,
JYOTHI ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,15000 / Annual,"VQ6P+FMP, Bagalur - Sarjapur Rd, Sarjapura, Bengaluru, Karnataka 562125, India",,,
Anand Shiksha Kendra,1994,Public Schools,,LKG - 10,CBSE,tel:+918035470244,"45,000 -55,000","WM8C+755, Bellandur Gate next to Market Square Mall, Sarjapur - Marathahalli Rd, Bengaluru, Karnataka 560035",NEELIMA TEOTIA Principal / .,"Athletics, Basketball, Carroms, Chess, Football, Karate, Table-tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Christ School,1831,Public Schools,,Pre School - 12,ICSE,tel:+918035470244,,"Dharmaram College Post, 1st Main Rd, S.G. Palya, Bengaluru, Karnataka 560029",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Table-tennis, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Insight Academy,2007,International Schools,N/A,LKG - 10,ICSE,tel:+919513238818,11600,"No. 187/2, Sarjapur Outer Ring Road, Kadubeesanahalli, Behind Croma, Off Sarjapur, Bengaluru, Karnataka 560103",Dâ€™souza Principal / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Ice-Hockey, Kabaddi, Kho-Kho, Swimming, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
"Smrti Academy Huskur, Electronic City",2004,Public Schools,4000+,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Boxing, Carroms, Chess, Cricket, Football, Gymnastics, Hockey, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Royale Concorde International School,NA,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,75000,"3/2, Sarjapur - Marathahalli Rd, Amblipura, amballipura village, Bellandur, Bengaluru, Karnataka 560103",Mr. L.R.Shivarame Gowda Founder Chairperson / .,"Athletics, Badminton, Basketball, Carroms, Chess, Football, Gymnastics, Handball, Karate, Lawn Tennis, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Ryan International School Sarjapur,1976,International Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Site No 32/2, 32/3 Sulikunte, Village, Post, off Sarjapur - Marathahalli Road, Dommasandra, Bengaluru, Karnataka 562125",,,Transport
One World International School,2013,International Schools,N/A,LKG - 12,"CBSE, International Baccalaureate",tel:+918035470244,,"Sy No:188/3 & 188, 4, Sarjapur Main Road, Dommasandra, Bengaluru, Karnataka 562125",,,
Little Elly Preschool,2004,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,58000,"Above Apollo Pharmacy, Site no.162 /1 First & Second Floor Sy no 84, 2, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",Mr. Vittal Bhandary Founder / N/A,Yoga,
DBM & RJS School,1977,Day Schools,1120,Nursery - Class 10,CBSE,tel:+918035470244,45000 / Annual,"3rd Block, 16th Main Rd, Near BDA Complex, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Transport
VIBGYOR HIGH SCHOOL,2004,Day Schools,N/A,Pre-Nursery - Class 12,ICSE,tel:+918035470244,170500 / Annual,"24th Main Rd, near Hamilton Bailey Hospital, ITI Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
Chili Pili Learning Spaces/Chili Pili Makkala Koota,,N/A,-,,Co-Education,tel:+918035470244,,"2678,31st Main,13th Cross,H.S.R Layout,Sector-1.",,,
BCR Public School,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",Co-Education,tel:+918035470244,36000 / Annual,"VJJP+H4F, Chikka Begur, AECS B Block, Wellington Paradise, Begur, Bengaluru, Karnataka 560068, India",,,Transport
NARAYANA E TECHNO SCHOOL,2014,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,81500 / Annual,"Site No. 8 & 9, Hosur Rd, near RNS Motors, Microlayout, Garvebhavi Palya, Bengaluru, Karnataka 560068, India",,,Transport
NARAYANA OLYMPIAD SCHOOL,2014,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,70000 / Annual,"Guru Murthy Swamy Krupa, Building, 105, 6, Haralur Main Rd, HSR Extension, Lakedew Residency, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
DIANA CONVENT SCHOOL,2001,Day Schools,400,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"VJWV+R6M, Mangammanapalya Main Rd, Munireddy layout, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",,,Transport
SRI SAI PUBLIC SCHOOL,2001,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,tel:+918035470244,25000 / Annual,"4th Main, ITTINA Apartment Road, Begur Rd, behind Kavya Nursing home, Hongasandra, Bengaluru, Karnataka 560068, India",,,Transport
MOUNT MARY SCHOOL,Day Schools,360,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:+918035470244,35000 / Annual,"Mary Mount Primary School, #39, 58/9, 4th Cross, Kudlu-Harlur Road Bangalore- 560068 4th Cross, Kudlu Main Rd, Kudlu, VGP Layout, Bengaluru, Karnataka 560068, India",,,Transport
Mount Litera Zee School,Day Schools,N/A,Nursery - Class 12,CBSE,Co-Education,tel:+918035470244,68500 / Annual,"Kudlu, 58/4, Haralur Main Rd, HSR Extension, VGP Layout, Bengaluru, Karnataka 560068, India",,,Transport
Kidzee,2003,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,42000,"8, 4th Main Road, Near Mahindra Car Showroom, Off Banglore Hosur Road, Roopena Agrahara, Bengaluru, Karnataka 560068",Dr. Subhash Chandra Chairman / N/A,Yoga,
NEW BHARATH INTERNATIONAL SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,16000 / Annual,"44,45, Kudlu Main Rd, Kudlu Gate, Krishna Reddy Industrial Area, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",,,
Jaihind International,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"Begur Rd, Maruthi Layout, Hongasandra, Bengaluru, Karnataka 560068, India",,,Transport
Royale Concorde International School,2016,Day Schools,315,Nursery - Class 12,"CBSE, State Board",tel:+918035470244,80000 / Annual,"3/2, Sarjapur - Marathahalli Rd, Amblipura, amballipura village, Bellandur, Bengaluru, Karnataka 560103, India",,,Transport
ANIKETHAN PUBLIC SCHOOL,2009,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,28000 / Annual,"2, Begur Rd, Vivekananda Nagar, Bommanahalli, Bengaluru, Karnataka 560068, India",,,Transport
ST MARYS HIGH SCHOOL,1994,Day Schools,1200,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"St. Mary's High School, Hosur Rd, near Sai Baba Temple, Garebhavipalya, Garvebhavi Palya, Bengaluru, Karnataka 560068, India",,,Transport
KALA NIKETAN HIGH SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,2400 / Annual,"Hosur Rd, Industrial Layout, Begur, Bengaluru, Karnataka 560068, India",,,
Anikethan Public School,2009,Public Schools,N/A,LKG - 12,"CBSE, State Board",tel:+919513238818,,"2, Begur Main Rd, Vivekananda Nagar, Bommanahalli, Bengaluru, Karnataka - 560068",SHRIDHAR M Chairman / N/A,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,60000,"10p, Sripadhuka, Kodichikkanahalli Main Rd, Bommanahalli, Bengaluru, Karnataka 5600676",Dr. Subhash Chandra Chairman / N/A,Yoga,
Kids Castle Preschool,2000,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"Kodichikkanahalli Main Rd, Supreme Residency Layout, BTM Layout III Stage, Bommanahalli, Bengaluru, Karnataka 560076","Mrs. Shweta Aneja Founder Director / B.Ed, B.Com, B.SC.",Yoga,
