Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
United World Academy,1557,International Schools,N/A,Pre School - 12,"International Baccalaureate, IGCSE, Cambridge IGCSE",tel:+918035470244,,,,,Transport
Police Public School,2008,"Govt Schools, Other Collections",N/A,Pre School - 10,CBSE,tel:+918035470244,,,,,Transport
St. Francis High School,1990,Other Collections,N/A,Pre School - 12,State Board,tel:+918035470244,,,,,Transport
Holy Saint English School,1968,International Schools,N/A,LKG - 10,"ICSE, State Board",tel:+919513238818,,"114, 7th Cross Rd, KHB Colony, Koramangala 4-B Block, 5th Block, Koramangala, Bengaluru, Karnataka 560038",Mr. S. A. P Qhadri Chairman and General seceratery / N/A,"Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Kho-Kho, Tennis, Throwball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Narayana e-Techno School,2012,Other Collections,N/A,Pre School - 12,CBSE,tel:+918035470244,,,,,Transport
The Grandeur International School,2012,"International Schools, Other Collections",N/A,Pre School - PRE,IGCSE,tel:+918035470244,,,,,Transport
Child Care Montessori,Play Schools,45,Pre School - PRE,Other Boards,Co-Education,tel:+919513238818,55000,"17th, #632, 4th cross, main, 100 Feet Rd, 3rd Block, Koramangala, Bengaluru, Karnataka 560034",,"Carroms, Yoga",
Planet Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"No.344, Near Raheja ResidencyAppts, 6th Main Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
Your Kids R Our Kids,354,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,,"2nd Floor, Pragati Mansions, 1st A Cross, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095",,Yoga,Smart Classrooms
Little Paradise,2002,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,38000,"561, 8th Main Rd, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560034",,Yoga,Transport
Poddar Jumbo Kids,1957,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"529, 6 F cross, 17th D Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095",,Yoga,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"742, 7th Cross Rd, near BDA Complex, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034",Mr. Vittal Bhandary Principal / N/A,Yoga,Smart Classrooms
I play I Learn,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"House No. No. 31, 8th Block, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560038, Indien",,Yoga,"Transport, Smart Classrooms"
GOLDWYN MEMORIAL PUBLIC ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"Koramangala Post, WJFP+8JM, Richesd Bright School, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034, India",,,
SEEMA ENGLISH SCHOOL,Day Schools,350,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,38000 / Annual,"193, 2nd Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",,,Transport
B Mona High School,1983,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,50000 / Annual,"77, 3rd Cross Rd, KHB Block Koramangala, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
CHINMAYA SCHOOL,Day Schools,N/A,Nursery - Class 12,ICSE,Co-Education,tel:+918035470244,80000 / Annual,"WJMH+X46, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
REDDY JANA SANGHA SCHOOL,1976,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,40000 / Annual,"5th Cross Rd, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Transport
Holy Christ High School,1961,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,28000,"Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560095",,"Athletics, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
MODERN ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"99, 3, 100 Feet Rd, Near-KFC, Ejipura, Bengaluru, Karnataka 560095, India",,,Transport
Little Feat,1995,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,66000,"42, 100 Feet Rd, 6th Block, Ejipura, Bengaluru, Karnataka 560095",,Yoga,
NEENA ENGLISH HIGH SCHOOL,1981,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,100000 / Annual,"# 98/A, 17th Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
BANGALORE PUBLIC SCHOOL,Day Schools,350,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,110000 / Annual,"XJ7W+83M, 5th Phase, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",,,
Bethany High School,1963,Boarding Schools,3250,Nursery - Class 12,ICSE,tel:+918035470244,165000 / Annual,"CA-12, 20th Main Rd, Next to Koramangala Police station, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
The Freethinking School,2017,Other Collections,N/A,Nursery - UKG,Montessori,tel:+918035470244,,"371, 8th Cross Rd, S.T. Bed, Cauvery Colony, Koramangala, Bengaluru, Karnataka 560095",,,
Bethany High School,1963,Boarding Schools,3250,Nursery - Class 12,ICSE,tel:+918035470244,165000 / Annual,"CA-12, 20th Main Rd, Next to Koramangala Police station, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
HOLY CHRIST HIGH SCHOOL,1991,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"WJWG+38V, Pipe Line Rd, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560095, India",,,
DBM & RJS School,1977,Day Schools,1120,Nursery - Class 10,CBSE,tel:+918035470244,45000 / Annual,"3rd Block, 16th Main Rd, Near BDA Complex, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Transport
St. Saras School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,16000 / Annual,"#807, 7th Main Rd, Rajendra Nagar, Koramangala, Bengaluru, Karnataka 560047, India",,,
St.Sophia Convent School,1998,Day Schools,483,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,95000 / Annual,"CA No. 6, 10th Block, 2nd Stage Nagarabhavi, Bangalore-560072 Phone: 2348 3888 64 E-mail: info@stsophiaconvent.org, XG75+RW6, 4th Cross Rd, 11 Block, BDA Layout, Naagarabhaavi, Bengaluru, Karnataka 560072, India",,,Transport
Little Lily Public School,2002,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"#09, Old Outer Ring Rd, Nagarbhavi Second Stage, BDA Layout, Naagarabhaavi, Bengaluru, Karnataka 560072, India",,,Transport
KLE Society School,2002,Day Schools,980,Pre-Nursery - Class 10,CBSE,tel:+918035470244,140000 / Annual,"Old Outer Ring Rd, opposite Bangalore Development Authority Complex, 5 Block, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072, India",,,Transport
ST JOSEPH CONVENT,1998,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:+918035470244,75000 / Annual,"XGH9+R93, Malagala Main Rd, Malagala, Cauvery Nagar, Naagarabhaavi, Bengaluru, Karnataka 560072, India",,,Transport
KHALASA PUBLIC SCHOOL,Day Schools,N/A,Pre-Nursery - Class 10,State Board,Co-Education,tel:+918035470244,13000 / Annual,"76, Hosur Rd, adjacent to hotel Grand Krishna, Old Madiwala, Madiwala, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India",,,
National Public School,2003,Day Schools,N/A,Pre-Nursery - Class 12,CBSE,tel:+918035470244,180000 / Annual,"National Games Village Complex, 80 Feet Rd, KHB Games Village, Koramangala, Bengaluru, Karnataka 560047, India",,,
Sri Venkateshwara Educational Institutions,1986,Day Schools,360,Nursery - Class 12,"State Board, International Baccalaureate",tel:+918035470244,19200 / Annual,"1, 18, 8th Cross Rd, Tavarekere, Maruti Nagar, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India",,,Transport
BRUNDAVANA HIGH SCHOOL,2007,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,35000 / Annual,"Harapana Halli, jigani main road, Anekal, Harapana Halli, Bengaluru, Karnataka",,,Transport
Nazareth School,1871,Other Collections,N/A,Pre School - 12,ICSE,tel:+918035470244,,,,,Transport
Advaith International Academy,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"19-A, HIG Avalapalli Hudco Hosur, Tamil Nadu 635109 India",,,
Narayana e-Techno School,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Narayana e-Techno School, Kasuvagatta Road, MGR College Post, Bathalapalli, Hosur, Tamil Nadu- 638012",,,
The Oakrich International School,2013,"International Schools, Public Schools",N/A,Pre School - 10,"CBSE, ICSE, Cambridge IGCSE",tel:+918035470244,,"Sy. No: 20, RKS Nagar Behind Dahlia Apartment, Opp to Railway Station, Hosur, Tamil Nadu 635109",,,
Maharishi Vidya Mandir,1983,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Swami Brahmananda Saraswathi Nagar, Sipcot, Hosur, Dharmapuri, Tamil Nadu-635126",,,
M S Dhoni Global School,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"No.606/2A,2B Maruthi Green fields Kasavugatta Village Hosur, Tamil Nadu - 635109",,,
Hosur Public School,2013,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Karapalli, opposite IOC Bunk, Hosur, Tamil Nadu 635109",,,
Brundavana School,2012,Public Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"NALLUR ROAD, MADIVALAM CROSS, HOSUR , KRISHNAGIRI, TAMIL NADU -635109",,,
St. Francis De Sales Public School,2004,International Schools,N/A,Pre School - 12,ICSE,tel:+918035470244,,"Hosur Road, Hebbagodi, Electronic City, Bengaluru, Karnataka 560100",,,
Sri Gurukulam Sr. Sec. School,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"SF no:527/1, Nallur village and post, Hosur, Krishnagiri(Dt), Tamil Nadu- 635103.",,,
The Paradise Residential School,2016,International Schools,N/A,LKG - 10,ICSE,tel:+918035470244,,"#1, Hosur Main Road, Behind Concorde City Apartments, Maruthi Layout, Basapura, Bengaluru, Karnataka 560100",,,
Alpha Elite High School,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Alpha Elite High, CBSE School, Hosur",,,
Carmel International School,na,International Schools,N/A,Pre School - 10,ICSE,tel:+918035470244,,"Carmel International School Onnalavadi P.O Karapalli to Jonnabonda Road R K Road, Hosur, Tamil Nadu 635109",,,
LITTLE ROBIN ENGLISH HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,31000 / Annual,"BSA Rd, Survey Number 4 Munimarappa Block, Muslim Colony, Sagayapura, Richards Town, Bengaluru, Karnataka 560045, India",,,
Little Elly Preschool,2004,International Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"56, Cauvery Layout, (Nr St. Johns Woods Apts, Tavarekere Main Rd, Bengaluru, Karnataka 560029",Mr. Vittal Bhandary Principal / N/A,Yoga,"Medical Facility, Smart Classrooms"
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"Bhoomi, No.149, 2nd Cross Street, 1st Main Rd, Arekere MICO Layout 2nd stage, Arekere, Bengaluru, Karnataka 560076",Mr. Raman Bajaj Founder / MBA,Yoga,
INDIRA CONVENT HIGH SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,10000 / Annual,"1st Cross Rd, Puttangi Layout, Madiwala, 1st Stage, BTM Layout, Tavarekere, Ramappa layout, 1st Stage, BTM Layout, Bengaluru, Karnataka 560029, India",,,
BALAYESU VIDYALAYA,1981,Day Schools,N/A,Class 8 - Class 10,State Board,tel:+918035470244,50000 / Annual,"193, 6th Main Rd, Rose Garden, Vannarpet, Vannarpet Layout, Viveka Nagar, Bengaluru, Karnataka 560047, India",,,
KVS EDUCATION SOCIETY,1977,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,7200 / Annual,"Town Layout, Opposite Bda Shopping Complex, Vivek Nagar, Vivek Nagar, Vannarpet Layout, Viveka Nagar, Bengaluru, Karnataka 560047, India",,,Transport
KVS EDUCATION SOCIETY,1977,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,7200 / Annual,"Town Layout, Opposite Bda Shopping Complex, Vivek Nagar, Vivek Nagar, Vannarpet Layout, Viveka Nagar, Bengaluru, Karnataka 560047, India",,,Transport
"OMI, NIVEDANAM",Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,3600 / Annual,"OMI, Nivedanam, WJJ3+5H4, 1st Main Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,
Dharmaram Vidya Kshetram,1960,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,75000 / Annual,"DVK Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,Transport
Christ School,1983,Day Schools,N/A,KG - Class 10,"CBSE, ICSE, State Board",tel:+918035470244,117000 / Annual,"Dharmaram College Post, 1st Main Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,
GOOD EARTH HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"6th Cross Road, 1st Main Rd, Tavarekere, Balaji Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,Transport
Mary Mount School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,45000 / Annual,"Mary Mount Primary School, #39, 58/9, 4th Cross, Kudlu-Harlur Road Bangalore- 560068 4th Cross, Kudlu Main Rd, Kudlu, VGP Layout, Bengaluru, Karnataka 560068, India",,,
SHANTINIKETAN HIGH SCHOOL,1982,Day Schools,500,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"XJ3C+66G, 8th Main Rd, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru, Karnataka 560047, India",,,
PNS SCHOOL,2004,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,26000 / Annual,"ca 14, , next Post Office, 20th Main Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
CAUVERY VIDYA KSHETRAM PUBLIC SCHOOL,Day Schools,1200,Class 1 - Class 10,Other Boards,Co-Education,tel:+918035470244,3200 / Annual,"35/2, near Magnum motors, Ashok Leyland Service centre, AECS Layout - A Block, Yellama Layout, Singasandra, Bengaluru, Karnataka 68, India",,,
PADMAVATHI GIRLS HIGH SCHOOL,1970,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"NO.52, 4th Main Rd, Sampangi Rama Nagara, Adugodi, Bengaluru, Karnataka 560027, India",,,
ELITE ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,18000 / Annual,"#86, R K Garden, Masjid Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru, Karnataka 560047, India",,,
SHANTINIKETAN HIGH SCHOOL,Day Schools,450,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,28000 / Annual,"XJ3C+66G, 8th Main Rd, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru, Karnataka 560047, India",,,
Dharmaram Vidya Kshetram,1960,International Schools,N/A,LKG - 10,ICSE,tel:+919513238818,75000,"DVK Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,52000,"Kidzee St. Thomas Parish Trust, 1st Main Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Dr. Subhash Chandra Chairman / N/A,Yoga,
Excellence School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"4th Main Road, 19/25, Bannerghatta Main Rd, OLd Gurappanapalya, Bismillahnagar, BTM Layout, Bengaluru, Karnataka 560029, India",,,Transport
Orchids The International School,N/A,International Schools,N/A,1 - 12,ICSE,tel:+919513238818,85000,"3rd main, 6th cross, main road, near caf̩ coffee day, NS Palya, Munivenkatppa Layout, Bilekahalli, Bengaluru, Karnataka 560076",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Handball, Hockey, Ice-Hockey, Kabaddi, Karate, Kho-Kho, Lawn Tennis, Swimming, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro Kids,2001,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,49000,"MCHS Colony, Stage 2, BTM Layout, Bengaluru, Karnataka 560076",,Yoga,Smart Classrooms
Ekya School,2010,International Schools,N/A,LKG - 10,CBSE,tel:+919513238818,170000,"3rd Main, NS Palya Main Road, 2nd Stage, 2nd Cross Rd, Munivenkatppa Layout, Bilekahalli, Bengaluru, Karnataka 560076",Dr. Tristha Ramamurthy Founder and Managing Director / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,Public Schools,3100,LKG - 4,"CBSE, ICSE",tel:+919513238818,Fee range is from Rs. 50000 to Rs. 125000,"P.M Building, No 41, 4th Main, Bannerghatta Main Rd, behind Shoppers Stop, NS Palya, Stage 2, Bengaluru, Karnataka 560076",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,150,Pre School - PRE,Other Boards,tel:+919513238818,50000,"1023, 16th Main, 1st Stage, 1st Phase, Near Advaitha Petrol Bunk, Tavarekere Main Road, BTM Layout, Bengaluru, Karnataka 560029",Dr. Subhash Chandra Chairman / N/A,Yoga,
Shanti Juniors,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,,"54, 1st Main Rd, BHBCS Layout, Stage 2, BTM Layout, Bengaluru, Karnataka 560076",Shri Ved Prakash Chiripal Chairman / N/A,Yoga,
HUDA NATIONAL SCHOOL,2005,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:+918035470244,25000 / Annual,"51/18, 8th Main Rd, Gurappana Palya, New Gurappana Palya, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India",,,Transport
LILLY ROSE ENGLISH SCHOOL,Day Schools,N/A,Class 1 - Class 7,State Board,Co-Education,tel:+918035470244,12000 / Annual,"6th,3rd Main Road, Bsl Nagar, F Cross Rd, near to Apollo Hospital, Bismillahnagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,
Bismillah Educational Trust,1985,Day Schools,N/A,Nursery - Class 12,State Board,tel:+918035470244,17000 / Annual,"BET College Road, WJG2+VP5, Bannerghatta Main Rd, Bismillahnagar, Cross, Bengaluru, Karnataka 560029, India",,,Transport
Gnan Srishti School Of Excellence,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,85500 / Annual,"19th Main, 17th Cross Rd, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
Lawrence School,1991,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,48000 / Annual,"Lawrence High School Icse, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
Freedom International School,2006,Day Schools,1229,Nursery - Class 12,CBSE,tel:+918035470244,200000 / Annual,"C A # 33, Sector IV, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
JSS Public School,2004,Day Schools,1462,Nursery - Class 12,CBSE,tel:+918035470244,83000 / Annual,"WJ7Q+G5X, Jakkasandra Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
National Public School,2008,Day Schools,1200,Pre-Nursery - Class 12,CBSE,tel:+918035470244,170000 / Annual,"32/P2, 17th B Main Rd, Sector 4, HSR Layout, Bengaluru, Karnataka 560102, India",,,Transport
BRILLIANT HIGH SCHOOL,Day Schools,150,Nursery - Class 10,"ICSE, State Board",Co-Education,tel:+918035470244,35000 / Annual,"No.1080, 23rd main,11th cross,1st Sector, HSR layout, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",,,
ATFAA SCHOOL,1979,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,15000 / Annual,"Khan Bahadur Abdul Rehman Rd, Austin Town, Victoria Layout, Bengaluru, Karnataka 560047, India",,,
Reliance Public School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,7200 / Annual,"#6/2, Grape Garden, 560047, Austin Town, Neelasandra, Bengaluru, Karnataka 560047, India",,,Transport
Kidzee,2003,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,42000,"8, 4th Main Road, Near Mahindra Car Showroom, Off Banglore Hosur Road, Roopena Agrahara, Bengaluru, Karnataka 560068",Dr. Subhash Chandra Chairman / N/A,Yoga,
K. R. L. S. PATEL RAMA REDDY EDUCATION TRUST,1997,Day Schools,500,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"24, Patel Ram Reddy Rd, K.R.Colony, Krishna Reddy Layout, Domlur, Bengaluru, Karnataka 560071, India",,,Transport
Podar International School,1927,Public Schools,,Pre School - 10,ICSE,tel:+919513238818,68250,,Dr. Pavan Podar Chair Person / Podar Education Group Mr. Narayana Joisa Principal / Podar Education Group,"Carroms, Chess, Football, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Samhita Academy,2009,Public Schools,N/A,Pre School - 12,CBSE,tel:+919513238818,,,,,
Vistas Montessori,2012,Play Schools,30,Pre School - PRE,Other Boards,tel:+919513238818,55000,"81 , 4th cross, Manjunatha layout, K.C. Halli, Near Vijaya Enclave, Bannerghatta Road, Bengaluru, Karnataka 560076",,,"Transport, Medical Facility, Smart Classrooms, Computers Facility"
The Tree House,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,30000,"153, 4th Cross, 1st main, Arekere Mico Layout, Stage 2, Bannerghatta Road, Bengaluru, Karnataka 560076",,Yoga,
Little Millenium,Play Schools,N/A,Pre School - PRE,Other Boards,Co-Education,tel:+919513238818,40000,"20, 3rd Cross Rd, Jyothi Nagar, Bohra Layout, Gottigere, Bengaluru, Karnataka 560083",,Yoga,Transport
Heritage Kids,2014,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"#175/74/1-3,Hulimavu junction, Bannerghatta Main Rd, Thimappa Reddy Layout, Bengaluru, Karnataka 560076",,Yoga,Smart Classrooms
SRI CHAITANYA TECHNO SCHOOL,2011,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,72500 / Annual,"Sri Chaitanaya School Library/Canteen, 75/A, Bannerghatta Main Rd, Syndicate Bank Colony, Omkar Nagar, Hulimavu, Bengaluru, Karnataka 560076, India",,,
Tapovan School,2003,International Schools,N/A,Pre School - 12,"ICSE, IGCSE",tel:+919513238818,,,,,
