Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Time Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,32000,"382,New Muncipal No 14, 19th G Main Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",,Yoga,
Church Park International Public School - Rajajinagar,2013,Day Schools,250,KG - Class 10,"CBSE, State Board",tel:+918035470244,40000 / Annual,"685, Dr Rajkumar Road, Circle, near 6th Block, 5th Block, Manjunath Nagar, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
SRI CHAITANAYA TECHNO SCHOOL,2014,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,62000 / Annual,"Plot No:107-108/A 72 Cross, 12th Main Rd, near RPA College, Rajaji Nagar Industrial Town, Rajajinagar, Bengaluru, Karnataka 560010, India",,,
GNANA JYOTHI HIGH SCHOOL,Day Schools,500,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"4th N block, 59th C Cross Rd, 4N Block, Rajajinagar, Bengaluru, Karnataka 10, India",,,
RES SCHOOL,1992,Public Schools,N/A,Pre School - 12,CBSE,tel:+919513238818,,,,,Transport
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"4th Main Rd, D-Block, Gayatrinagar, Rajajinagar, Bengaluru, Karnataka 560044",Mr. Raman Bajaj Founder / MBA,Yoga,Smart Classrooms
Renuka Education Society School,1968,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:+918035470244,70000 / Annual,"3rd क्रॉस मार्ग, Prakash Nagar, Rajajinagar, Bengaluru, Karnataka 560021, India",,,Transport
K L E SOCIETY SCHOOL,2002,Day Schools,1073,Nursery - Class 10,CBSE,tel:+918035470244,100000 / Annual,"Next to KLE Society’s S Nijalingappa College, XHW3+C58, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
Assumption English School,1971,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,35000 / Annual,"13, 12th Main Rd, 2nd Block, 3rd Stage, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
MUDALIAR SEVA SANGHA,2002,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"1772, Mariappanapalya, Rajajinagar, Bengaluru, Karnataka 560021, India",,,
Sri Aurobindo Vidya Mandir,1967,Day Schools,300,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"6/C, 5th Main, Dr MC Modi Hospital Rd, West of Chord Road 2nd Stage, West of Chord Road, Stage 2, Mahalakshmi Layout, Bengaluru, Karnataka 560086, India",,,Transport
INDIAN HIGH SCHOOL,1976,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,36000 / Annual,"12th B Main Rd, Shivanagar, Rajajinagar, Bengaluru, Karnataka 560079, India",,,
NEW FLORENCE ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,15000 / Annual,"8th Cross Road, #17, 8th Main Rd, Shivanagar, Rajajinagar, Bengaluru, Karnataka 560010, India",,,
Kingston High School,2013,Public Schools,,Pre School - 12,ICSE,tel:+918035470244,"1,20,000 - 3,00,000","1st A cross, Arabic College Post, Close to Manyatha Tech Park,, 50/2&3, 3rd Main Rd, North, near BEL Office - Petrol Bunk, Veerannapalya, Nagavara, Bengaluru, Karnataka 560045",Dalai Lama Principal / .,"Athletics, Badminton, Basketball, Carroms, Chess, Gymnastics, Lawn Tennis, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Planet Kids,2005,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"6th Main Rd, West of Chord Road 2nd Stage, West of Chord Road, 2nd Stage, Nagapura, Bengaluru, Karnataka 560086","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
Vidya Baharathi English School,1978,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,6600 / Annual,"Mahalakshmi Puram, 12th Cross Rd, West of Chord Road 2nd Stage, West of Chord Rd, Stage 2, Nagapura, Bengaluru, Karnataka 560086, India",,,Transport
V.V.S. SARDAR PATEL HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,"Other Boards, State Board",Co-Education,tel:+918035470244,39600 / Annual,"16, 10th Cross Rd, 1st Block, 1st N Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,
SOUTHERN CONVENT,1980,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"XHR6+G5P, Lakshminarayanapuram, Rajajinagar, Bengaluru, Karnataka 560021, India",,,
PVS Convent,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"404, 12th Main Rd, III Stage 4 Block, Grihalakshmi Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,
New Cambridge International Public School,2010,Day Schools,427,Nursery - Class 10,CBSE,tel:+918035470244,78000 / Annual,"CA Site, 6(P, Chord Rd, Mahalakshmi Puram, Stage 2, Nagapura, Bengaluru, Karnataka 560086, India",,,Transport
National Public School,1959,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Boxing, Football, Gymnastics, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Anupama English School,1975,Public Schools,2000,LKG - 10,"CBSE, State Board",tel:+919513238818,,"West of Chord Road, II Stage,Mahalakshmipuram (Near Avani Shankar Mutt), Bengaluru, Karnataka",,"Athletics, Badminton, Carroms, Chess, Cricket","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Orchids International School,2006,International Schools,,Pre School - 9,CBSE,tel:+919513238818,,"9/6, 4th Cross Rd, Mahalakshmipuram Layout, Mahalakshmi Layout, Bengaluru, Karnataka 560086, India",,"Badminton, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,2004,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,35000,"No. 1399, 12th B Cross, 2nd Stage, West of Chord Road, Mahalakshmipuram, Near Nandini Theatre, Bengaluru, Karnataka 560086",MR. S.K GUPTA Chairman / N/A MR. KRISHAN SHARMA Vice President (VP) / N/A,Yoga,Smart Classrooms
Time Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,38000,"'D', 97, 14th Cross Road, 2nd Phase, 2nd Stage, Mahalakshmipuram, Bengaluru, Karnataka 560086",,Yoga,
Little Millennium,2008,Play Schools,25,Pre School - PRE,Other Boards,tel:+919513238818,40000,"14th Cross Road, No.163, 5th Main Rd, 2nd Phase, Mahalakshmipuram Layout, Mahalakshmipuram, Bengaluru, Karnataka 560086",Mr. Raman Bajaj Founder / MBA,Yoga,
Vidya Bharathi English School,1978,"Play Schools, Public Schools",N/A,Nursery - 10,State Board,tel:+918035470244,,"No. 463, 12th Cross, W.O.C. Road, Opp. to Mahalakshmipuram Police Station, Mahalakshmipuram, Bengaluru 560086",,,Transport
Planet Kids,2005,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"Number 110, 2nd Stage, 2nd Phase, 6th Main Road, Near Nandini Theatre, Mahalakshmipuram, next to Smart Supermarket, Bengaluru, Karnataka 560086","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
KANCHIKA VIDYA MANDIR SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,2600 / Annual,"1466, Aishwarya, 14th Main Road, Near-Kapil Chits, Mahalakshmipuram, VHBCS Layout, Kirloskar Colony, Nagapura, Bengaluru, Karnataka 560086, India",,,
KANCHIKA VIDYA MANDIR SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,2600 / Annual,"1466, Aishwarya, 14th Main Road, Near-Kapil Chits, Mahalakshmipuram, VHBCS Layout, Kirloskar Colony, Nagapura, Bengaluru, Karnataka 560086, India",,,
Carmel High School,Day Schools,2100,Nursery - Class 12,"ICSE, State Board",Co-Education,tel:+918035470244,90000 / Annual,"4th Main Rd, Judicial Colony, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,
Ge Kay Convent High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,8000 / Annual,"#135, 3rd Stage, 3rd Block, 5th B Main Rd, West Of Chord Road, Saneguruvanahalli, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"Ramachandrapura, Jalahalli East, Bengaluru, Karnataka 560013",Dr. Subhash Chandra Chairman / N/A,Yoga,
Orchids The International School,Public Schools,N/A,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Boxing, Cricket, Football, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
PAVAN ENGLISH SCHOOL,1988,Day Schools,400,Nursery - Class 12,CBSE,tel:+918035470244,40000 / Annual,"65, 2nd Cross Rd, Nagappa Block, Srirampura, Bengaluru, Karnataka 560021, India",,,Transport
Premier High School,1982,Day Schools,750,Pre-Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"75, Puttaswamy Rd, 3rd Cross Rd, Labour Colony, Srirampura, Bengaluru, Karnataka 560021, India",,,
INDIAN HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,50000 / Annual,"Basveshwarnagar, XGVQ+RP2, WOC, 3rd Stage 4th Block, Shakthi Ganapathi Nagar, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
NEHRU ENGLISH HIGH SCHOOL,1965,Day Schools,N/A,-,State Board,tel:+918035470244,15000 / Annual,"No 140, St Johns Church Rd, Cleveland Town, Shivaji Nagar, Bengaluru, Karnataka 560005, India",,,
Nirmala Rani High School,1956,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,70000 / Annual,"18th cross, 18th Cross Rd, Malleshwara, Bengaluru, Karnataka 560003, India",,,Transport
Mothers Public School,Day Schools,N/A,Nursery - Class 7,State Board,Co-Education,tel:+918035470244,30000 / Annual,"2G4R+H9X, 14th Main Rd, AGB Layout, Stage 2, Maruthi Nagar, Bengaluru, Karnataka 560086, India",,,Transport
NATIONAL ACADEMY FOR LEARNING,Day Schools,N/A,Nursery - Class 12,CBSE,Co-Education,tel:+918035470244,139575 / Annual,"National Academy For Learning, 3rd Cross Rd, West Of Chord Road, West of Chord Road 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
National Academy For Learning,1988,Day Schools,N/A,Nursery - Class 12,"IGCSE, ICSE, CBSE",tel:+918035470244,275000 / Annual,"National Academy For Learning, 3rd Cross Rd, West Of Chord Road, West of Chord Road 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
Sri Vani Education Centre,1966,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,110000 / Annual,"Shamavana,3rd Block, Site No 1, 4th B Main Rd, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,
S.Cadambi Vidya Kendra,1985,Day Schools,N/A,Pre-Nursery - Class 10,"ICSE, State Board",tel:+918035470244,40000 / Annual,"S Cadambi Independent Pre University College, S Cadambi Independent Pre University College, CA-2, 10th Main, 2nd Cross, Basaveshwar Nagar, 3rd Stage, Bengaluru, Karnataka 560079, India",,,Transport
ST. CHARLES HIGH SCHOOL,1977,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"XGWR+JWJ, Adarsha layout, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
Carmel High School,1968,Day Schools,N/A,Nursery - Class 12,"ICSE, State Board",tel:+918035470244,89000 / Annual,"4th Main Rd, Judicial Colony, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
THE BRIGADE SCHOOL,2009,Day Schools,N/A,Pre-Nursery - Class 10,ICSE,tel:+918035470244,180000 / Annual,"No. 26/1, Ward No. 9A, Rajaji Nagar Extension, West, Malleshwara, Bengaluru, Karnataka 560055, India",,,
East West Academy,2009,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,115000 / Annual,"D-Block, 2nd Stage, 7th Main Rd, E block, Subramanyanagar,2 State, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
DECCAN EDUCATION SOCIETY,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,50000 / Annual,"95, 3rd Cross Rd, 5th Block, 4N Block, Ramchandrapuram, Srirampura, Bengaluru, Karnataka 560021, India",,,Transport
SVES ENGLISH HIGH SCHOOL,1980,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,37000 / Annual,"No.950, 2nd Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
Planet Kids,2005,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,48000,"#308, 3rd Block, 3rd Stage, Basaveshwaranagar,Bangalore, Bengaluru, Karnataka 560079","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,36000,"#195, 3rd D Cross Rd, near Carmel high school, 3 Stage, Basaveshwar Nagar, Stage 4, Basaveshwar Nagar, Bengaluru, Karnataka 560079",Mr. Raman Bajaj Founder / MBA,Yoga,
RAJAJINAGER PARENTS ASSOCIATION SCHOOL,1969,Day Schools,400,Pre-Nursery - Class 12,State Board,tel:+918035470244,35000 / Annual,"XHJ3+M53, 70th Cross Rd, 5th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
CARMEL GARDEN SCHOOL,Day Schools,2000,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,32000 / Annual,"#20 1st Main, 1st Cross, Nanjundeshwara Nagar, Nandhini Layout,, Rajkumar statue, KHBS Layout, Bengaluru, Karnataka 560079, India",,,Transport
Vikas Central School,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:+918035470244,30000 / Annual,"No 46, 47, 60 Feet Rd, RIEHS Layout, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru, Karnataka 560086, India",,,Transport
Atreya Vidyaniketan,2005,Day Schools,504,Nursery - Class 10,CBSE,tel:+918035470244,150000 / Annual,"11th Cross, Muniswamappa Layout, 75/9, 15th Main Rd, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru, Karnataka 560086, India",,,Transport
ATREYA VIDYANIKETHAN,2004,Day Schools,610,Pre-Nursery - Class 10,CBSE,tel:+918035470244,85000 / Annual,"11th Cross, Muniswamappa Layout, 75/9, 15th Main Rd, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru, Karnataka 560086, India",,,Transport
Samhitha English School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"Shop No, #108, 17th Main Rd, JC Nagar, Kurubarahalli, Laggere, Bengaluru, Karnataka 560086, India",,,
Bharatiya Vidya Bhavan,2011,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,25000 / Annual,"Bharatiya Vidya Bhavan, Gowtham Nagar, Srirampura, Bengaluru, Karnataka 560021, India",,,
SATHYA EDCUATION SOCIETY,Day Schools,N/A,-,State Board,Co-Education,tel:+918035470244,20000 / Annual,"No 131, 10th Cross, Near-Bandireddy Circle, Bashyam Nagar, Lakshminarayanapuram, Rajajinagar, Bengaluru, Karnataka 560021, India",,,
LITTLE PRETTY ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"36/1, 1st Cross, Dayananda Nagar, Srirampuram, Srirampuram, Dayananda Nagar, Rajajinagar, Bengaluru, Karnataka 560021, India",,,
S G International Public School,1991,Day Schools,758,Nursery - Class 10,CBSE,tel:+918035470244,100000 / Annual,"11th Main Rd, Saraswathipura, Nandini Layout, Bengaluru, Karnataka 560096, India",,,Transport
Ravi English School,1980,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,22000 / Annual,"72, Kurubarahalli, 6th Cross, West Of Chord Road, Kurubarahalli, Saraswathipura, Nandini Layout, Bengaluru, Karnataka 560086, India",,,Transport
RAGHAVENDRA HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"8th Cross Rd, Cholourpalya, Vijayanagar, Bengaluru, Karnataka 560023, India",,,Transport
BP INDIAN PUBLIC SCHOOL,1961,Day Schools,2000,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,55000 / Annual,"10th Cross, 4th Main Rd, Malleshwara, Bengaluru, Karnataka 560003, India",,,Transport
Cluny Convent High School,1948,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,80000 / Annual,"11th Main Rd, Malleshwara, Bengaluru, Karnataka 560003, India",,,Transport
M S V HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,41000 / Annual,"No.39, 4th Crs, Malleswaram, Srirampura, Bengaluru, Karnataka 560003, India",,,
SRI VIDYA MANDIR EDUCATIONAL SOCIETY,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,80000 / Annual,"W Park Rd, Malleshwara, Bengaluru, Karnataka 560003, India",,,
M S V HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,41000 / Annual,"No.39, 4th Crs, Malleswaram, Srirampura, Bengaluru, Karnataka 560003, India",,,
Yellow school,26,Govt Schools,N/A,10 - 9,Other,tel:+918035470244,,Keshav nivas 104 9th cross 6th main malleswaram,,,
Kendriya Vidyalaya,1965,Public Schools,,1 - 12,CBSE,tel:+918035470244,,"Kendriya Vidyalaya Malleswaram, 18th Cross Rd, Malleshwaram, Bengaluru",,,Transport
Holy Mother Convent English School,1980,Day Schools,N/A,LKG - Class 10,State Board,tel:+918035470244,20000 / Annual,"51 - 53, 4th Main Rd, JB Kaval, Ramakrishna Nagar, Nanjundeswara Nagar, Nandini Layout, Bengaluru, Karnataka 560096, India",,,Transport
RES KISHORE KENDRA,1991,Day Schools,250,Nursery - Class 7,State Board,tel:+918035470244,40000 / Annual,"door, no. S, 55, 4th Cross Rd, Basaveshwar Nagar, Kirloskar Colony, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,
Euro Kids,2001,International Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"Opp:Laxminarayan Temple, Aaramba, #.21, 3rd Stage 4th Block, Basaveshwar Nagar, Bengaluru, Karnataka 560079",,Yoga,"Smart Classrooms, Computers Facility"
Young World International Preschool,N/A,Play Schools,45,Pre School - PRE,Other Boards,tel:+919513238818,44000,"795, 2nd E Cross Rd, 3rd Block, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079",,Yoga,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,66000,"#949, 8th C Main Rd, 3rd Stage 4th Block, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079",Mr. Vittal Bhandary Founder / N/A,Yoga,
Poddar Jumbo Kids,1927,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,46000,"2, 8th Main Road, KHB Society Layout, Sharada Colony, opposite St. Mira School, 3rd Stage 4th Block, Basaveshwar Nagar, Bengaluru, Karnataka 560079",,Yoga,
Hello Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"210, 3rd D Cross Rd, 3 Stage, Basaveshwar Nagar, 3rd Stage, Rajajinagar, Bengaluru, Karnataka 560079",,Yoga,
National Academy For Learning,1988,Public Schools,N/A,LKG - 12,"CBSE, ICSE, IGCSE",tel:+919513238818,225000,"3rd Cross, 3rd Block, 3rd Stage, Basaveshwarnagar, Bengaluru, Karnataka",,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Anns High School,1995,Day Schools,N/A,Nursery - Class 12,"ICSE, State Board",tel:+918035470244,60000 / Annual,"742, 80 Feet Rd, 6th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
MAX MULLER PUBLIC SCHOOL,2007,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,35000 / Annual,"2G8V+M8W, 4th Cross Rd, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka 560096, India",,,Transport
St. Miras High School,1969,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,60000 / Annual,"o.45/37, Gubbanna Layout, Behind Maruti Service Station, 6th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
St. Antonys High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,29000 / Annual,"87/1, WOC Road, near Bus stop, Opp Rajkumar Statue, 11th Main Rd, Rajkumar statue, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru, Karnataka 560086, India",,,
Mother Theresa Education Society,1984,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,38000 / Annual,"72, 6th Main Rd, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka 560096, India",,,Transport
S B I O A PUBLIC SCHOOL,1989,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"No.26, SBI Staff Colony, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
SBI OA Public School,1989,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"34, Pipeline Rd, KHBS Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
St. Miras High School,1969,Day Schools,N/A,Pre-Nursery - Class 10,"ICSE, State Board",tel:+918035470244,65000 / Annual,"o.45/37, Gubbanna Layout, Behind Maruti Service Station, 6th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",,,Transport
Max Muller Public School,1982,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"No 158, 8th Main Rd, BEML Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
GEM HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"2nd Main Cross Rd, Near-Reliance Fresh, Stage 1, KHB Colony, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,
Havanur Public School,1986,Day Schools,1050,Nursery - Class 12,"State Board, State Board, State Board",tel:+918035470244,30000 / Annual,"XGJQ+XCP, 4th B Main Rd, behind Govt Homeopathy Hospital, Agrahara Dasarahalli, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
MAGADI KEMPEGOWDA VIDYALAYA,Day Schools,150,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"Vrushbavathi Nagara, XGQM+J7P, Sharada Colony, West of Chord Road 1st Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Transport
GOWTHAM PUBLIC SCHOOL,1979,Day Schools,500,Nursery - Class 10,State Board,tel:+918035470244,24000 / Annual,"173, 1st Main Rd, Shakthi Ganapathi Nagar, Basaweshwara Nagar, Bengaluru, Karnataka 560079, India",,,
