Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
ORCHIDS The International School,2013,International Schools,N/A,LKG - 12,CBSE,tel:+918035470244,,"76/6, Mysore Rd, opp. R.V.Engineering College, Harsha Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560059",,,
National Public School,2014,Day Schools,1037,Nursery - Class 12,CBSE,tel:+918035470244,130000 / Annual,"47/1, T. John Campus, Gottigere, Bannerghatta Road NICE Ring Road Junction, Basavanapura, Bengaluru, Karnataka 560083, India",,,Transport
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,44000,"No-16, 100 Feet Ring Road, 3rd Stage, Banashankari, Bengaluru, Karnataka",Mr. Raman Bajaj Founder / MBA,Yoga,
JSS High School,1993,Day Schools,155,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"WG36+752, Channasandra, Srinivaspura, Bengaluru, Ganakal Village, Karnataka 560060, India",,,
Gnana Bodhini Higher Primary School,1966,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,20000,"Dubasi Palya, 2nd Phase, Gnanabharathi, Stage II, Kengeri Satellite Town, Bengaluru, Karnataka 560059",,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bethesda International School,1993,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,122100 / Annual,"26/1, 1st Main Road, Kengeri, Subash Nagar, Kengeri Satellite Town, banglore, Bengaluru, Karnataka 560060, India",,,Transport
CANDOUR5 EDUCATION ACADEMY,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,71000 / Annual,"#57 Pattanagere Road Between R.V Engineering College & Global Village, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560059, India",,,Transport
Kings Convent,Day Schools,N/A,Nursery - Class 8,"CBSE, State Board",Co-Education,tel:+918035470244,43000 / Annual,"No.57, Near Rv Engineering College, Pattanagere Road,Mysore Road, Pattanagere Main Rd, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560059, India",,,
Sri Jnanakshi Vidyaniketan,2000,Day Schools,1659,Pre-Nursery - Class 10,CBSE,tel:+918035470244,64200 / Annual,"SRI JNANAKSHI VIDYANIKETAN, 248, Kenchena Halli Rd, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
Surabhi Public School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"WC5X+3X7, Bheemanakuppe, Karnataka 560060, India",,,
RNS INTERNATIONAL SCHOOL,2014,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,65000 / Annual,"Channasandra, Uttarahalli-Kengeri Main Road, RR Nagar Post, WG28+6MW, Channasandra, Srinivaspura, Bengaluru, Karnataka 560098, India",,,
Aradhana School,1834,Public Schools,1800,LKG - 12,ICSE,tel:+919513238818,79000,"Land mark L&T South City Apartments, Arakere MICO Layout, Omkar Nagar, Arakere, Bengaluru, Karnataka 560076",Sr. Siji Madapallikadu Principal / N/A,"Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Swimming, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
B S Carmel Public School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,30000 / Annual,"Hennagara, near Panchayath office,Jigani Hobli,Anekal Taluk,Bangalore, -560105, Hennagara, Bangalore urban, Bommasandra, Karnataka 560105, India",,,Transport
GR Educational Institutions,N/A,International Schools,450,LKG - 12,"CBSE, State Board",tel:+919513238818,100000,"B M Kaval, Off Agara Main Road, Agara, Tataguni, Bengaluru, Karnataka 560082","P. Sujatha Principal / M.SC, B.ED, PGDHE","Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Table-tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
LALITH CASTLE INTERNATIONAL SCHOOL,2013,Special Education Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"102/1, Kenchena Halli Rd, Durga Parameshwari Layout, Pattanagere, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
PANCHASHEELA HIGH SCHOOL,Day Schools,N/A,Nursery - Class 12,"CBSE, State Board",Co-Education,tel:+918035470244,40000 / Annual,"21st Cross Rd, Nanda Deepa Layout, Remco Bhel Layout, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,
Chitrakoota School,2013,Day Schools,550,Nursery - Class 10,CBSE,tel:+918035470244,130000 / Annual,"Kengeri Main Road Mutharayana Nagar, Nagdevanahalli, Mutharayana Nagar, Gnana Bharathi, Bengaluru, Karnataka 560056, India",,,Transport
CREAA ACADEMY FOR LEARNING,2009,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,20000 / Annual,"K.K. Towers, S. No. 34/3, Site No. 4, Channasandra Uttarahalli-Kengeri Main Road, Post, 5th Stage, Subramanyapura, Bengaluru, Karnataka 560061, India",,,
SAANDIPINI HIGH TECH SCHOOL,2002,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,50000 / Annual,"#40 ring road, Nagadevanahalli, Post, Mutharayana Nagar, Gnana Bharathi, Bengaluru, Karnataka 560056, India",,,Transport
Global Academy For Learning,2014,Public Schools,36,LKG - 5,CBSE,tel:+919513238818,55000,"#40, Pattanagere Main Rd, near Global Village & RV Engineering College Sri Chowdeshwari Farm, Pattanagere, RR Nagar, Bengaluru, Karnataka 560059",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Hockey, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,75,Pre School - PRE,Other Boards,tel:+919513238818,40000,"107, 9th Cross Rd, Sri Krishna Garden Layout, RR Nagar, Bengaluru, Karnataka 560098",Dr. Subhash Chandra Chairman / N/A,Yoga,
Poddar Jumbo Kids,1927,Play Schools,25,Pre School - PRE,Other Boards,tel:+919513238818,47500,"#281,, 18th Cross, 6th Main Rd, Ideal Homes Twp, RR Nagar, Bengaluru, Karnataka 560098",,Yoga,
Young World International Preschool,N/A,Play Schools,45,Pre School - PRE,Other Boards,tel:+919513238818,44000,"No. 453/A, 1st Cross Rd, Remco Bhel Layout, Ideal Homes Twp, RR Nagar, Bengaluru, Karnataka 560098",,Yoga,
Mount Carmel English School,2018,Public Schools,N/A,Pre School - 10,State Board,tel:+918035470244,,"WGF9+Q9H, RR Nagar, Bengaluru, Karnataka 560098",,,
Planet Kids,2005,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"Kempegowda Rd, Sachidananda Nagar, RR Nagar, Bengaluru, Karnataka 560098","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
Lalith Castle International School,2018,Public Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"102/1, Kenchena Halli Rd, Durga Parameshwari Layout, Pattanagere, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",,,
Gospel International School,2004,"International Schools, Govt Schools",N/A,LKG - 10,"ICSE, State Board",tel:+918035470244,,"21st cross rd, Nanda Deepa Layout, Kenchenahalli, Record, BHEL Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",,,
Sri Sri Ravishankar Bal Mandir,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"No.1217, 1st Main, 1st Street, 1st Phase, 5th Stage, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098.",,,
Royal Public School,2009,Govt Schools,N/A,Pre School - 10,State Board,tel:+918035470244,,Royal Public School,,,
Sree Sharadamba Vidya Niketan,2011,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"59/8, Jawaregowda Nagar, Aditya Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",,,
National Hill View Public School,2011,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"D Cross Road, Gottigere, Ideal Homes Twp, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",,,
Sri Jnanakshi Vidyaniketan,2000,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,"50,000 - 65,000","248, Kenchena Halli Rd, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",Ms Jaya J Principal / .,"Athletics, Badminton, Basketball, Carroms, Chess, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Tattva School,2011,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,"75,000 - 90,000","Survey No. 70/2, Hosapalya Kumbalgodu P.O Mysore Road, opp. Pepsi Factory, Bengaluru, Karnataka 560074",Ms. Mamatha Roy Principal / .,"Athletics, Badminton, Basketball, Carroms, Chess, Table-tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bethel India Mission School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:+919513238818,25200,"#200, Bethel Street, Kumbalgodu, Karnataka 560060, India",MR.CHARLES THOMAS Director / N/A,"Athletics, Billiards, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Benedicts Academy,1996,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,"35,000 - 50,000","Asirvanam, Anchepalya, Kumbalgodu, Post, Bengaluru, Karnataka 560074",Mrs. Maria Bambina Joseph Principal / .,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Table-tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Jai Tulsi Vidya Vihar School,2006,Play Schools,N/A,1 - 12,CBSE,tel:+919513238818,25000,"Unnamed Road, Kumbalgodu, Karnataka 560074",MR.Shanti Lal Borana Chairman / N/A,"Carroms, Chess, Cricket, Handball, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Marigold International School,NA,International Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"SH17, Kumbalgodu, Challegatta, Karnataka 560074",,,
St. Benedict Academy,2008,Boarding Schools,N/A,LKG - 10,CBSE,tel:+918035470244,,"Asirvanam, Anchepalya, Kumbalgodu, Post, Bengaluru, Karnataka 560074",,,
Baldwin Co Education Extension High School,1880,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,93300 / Annual,"2nd Cross, 10th Main, 5th Stage, Dwaraka Nagar, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
MOUNT CARMEL ENGLISH SCHOOL,1982,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:+918035470244,19800 / Annual,"RR Nagar, WGF9+Q9H, Ideal Homes Twp, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
Chitrakoota School,2012,Public Schools,,Pre School - 10,CBSE,tel:+918035470244,"Chitrakoota school fees structure is 40,000 - 50,000","Kengeri Main Road Mutharayana Nagar, Nagdevanahalli, Gnana Bharathi, Bengaluru, Karnataka 560056",Mr. Chaitanya Chairman / .,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Karate, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Planet Kids,2005,Play Schools,33,Pre School - PRE,Other Boards,tel:+919513238818,32000,"No. 10 & 11, Thimmappa Garden, 2nd Cross Nagadevanahalli, Kengeri Main Road Adjacent Road to Chitrakoota School, Gnana Bharathi, Bengaluru, Karnataka 560056",Mr. Amar Kapasi,Yoga,
Indian High School,1978,Boarding Schools,N/A,LKG - 10,ICSE,tel:+918035470244,,"#4, 2nd block, Jnanabharathi, Nagadevanahalli, Mariyappana Palya Ring Road, Gnanabharathi Layout 2nd block, Jnana Ganga Nagar, Bengaluru-560056, Karnataka",,,
BET Convent School,1990,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,36000 / Annual,"3rd Main Rd, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,49400,"# 129, Srishiti, 60 Feet Road, 4th Main Rd, BEML Layout, 5th Stage, RR Nagar, Bengaluru, Karnataka 560098",Mr. Vittal Bhandary Principal / N/A,Yoga,
Hello Kids,2005,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,40000,"# 526, 42nd Main,Digantha, Rajarajeshwari Nagar, Beside Sri Rajarajeshwari Templ, Kenchenhalli, RR Nagar, Bengaluru, Karnataka 560098",,Yoga,"Transport, Smart Classrooms"
V.S.S. International Public School,2006,Day Schools,1750,Pre-Nursery - Class 12,CBSE,tel:+918035470244,90000 / Annual,"78, Old Outer Ring Rd, Jnana Jyothi Nagar, Gnana Bharathi, Bengaluru, Karnataka 560056, India",,,Transport
VSS International Public School,2006,Day Schools,1750,Pre-Nursery - Class 12,CBSE,tel:+918035470244,90000 / Annual,"78, Old Outer Ring Rd, Jnana Jyothi Nagar, Gnana Bharathi, Bengaluru, Karnataka 560056, India",,,Transport
Shanti Juniors,N/A,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"No: 347, 1st Floor, 9th Main, 5th Cross, Opp: Subhash Bhavan, Ideal Homes Twp, Bengaluru, Karnataka 560098",Shri Ved Prakash Chiripal Chairman / N/A,Yoga,
Swargarani School,1997,Day Schools,N/A,Pre School - 12,ICSE,tel:+918035470244,80000 / Annual,"608, J. Nehru Rd, 4th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
National Hill View Public School,2001,Day Schools,1542,Nursery - Class 12,CBSE,tel:+918035470244,160000 / Annual,"D Cross Road, Gottigere, 2nd Phase, Ideal Homes Twp, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
AMRITA VIDYALAYAM,2002,Day Schools,1437,Class 1 - Class 12,CBSE,tel:+918035470244,77000 / Annual,"Amritanandamayi Ashram, Sir M Vishveswaraya Layout, Jnana Ganga Nagar, Bengaluru, Ullal, Karnataka 560110, India",,,Transport
NATIONAL PUBLIC SCHOOL,2013,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,80000 / Annual,"National Public School, Uttarahalli C.A Site No.1 Happy Valley Layout, Uttarahalli Main Rd, near Patallamma Temple, Happy Valley Layout, Kengeri, Bengaluru, Karnataka 560061, India",,,Transport
Sri Chaitanya School HRS,1986,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,"60,000 - 80,000","Plot No: 55/219th Main, 27th Cross, HSR Layout 2nd Sector,  Opposite Nagarjuna Green Ridge Apartments,  BENGALURU,  Karnataka",Mrs. A.Padmaja Principal / .,"Archery, Athletics, Badminton, Basketball, Boxing, Chess, Checkers, Cricket, Cycling, Football, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Samsidh Group of Schools,2009,Special Education Schools,N/A,Nursery - Nursery,CBSE,tel:+919513238818,,"SAMSIDH MLZS, North BANGALORE No. 9, 1st Main, Ramanna Garden, Ramchandrapura,",,,Transport
National Public School HRS,2008,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Billiards, Chess, Cricket, Football, Gymnastics, Lawn Tennis, Skating, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Millennium,2008,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,60000,"#79,16th cross , 14th main, Sector -4, H.S.R. Layout, Bengaluru, Karnataka",Mr. Raman Bajaj Founder / MBA,Yoga,Transport
Vibgyor High School,2004,Public Schools,807,1 - 7,CBSE,tel:+919513238818,,"24th Main Road, Near, Hamilton Bailey Hospital, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Handball, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Table-tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Freedom International School,2006,International Schools,N/A,LKG - 12,CBSE,tel:+919513238818,150000,"C A # 33, Sector IV, HSR Layout , Bengaluru, Karnataka",,"Archery, Athletics, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Table-tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kids Castle Preschool,2000,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,24000,"4th A Cross Rd, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India","Mrs. Shweta Aneja Founder Director / B.Ed, B.Com, B.SC.",Yoga,"Transport, Smart Classrooms"
Kids Paradise,2001,"Play Schools, Other Collections",N/A,Pre School - UKG,Other Boards,tel:+918035470244,,,,,Transport
Greenhouse International,International Schools,55,Pre School - PRE,Other Boards,Co-Education,tel:+919513238818,60000,"1103, 18th cross,9th main, Sector 7 HSR layout, Bengaluru, Karnataka",,Yoga,Smart Classrooms
The Tree House,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,24100,"817, 23rd A Cross Rd, 2nd Sector, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",,Yoga,
Oi Playschool,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,70000,"1496, 19th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Naga Prasad Tummala Chairman / N/A,Yoga,
Euro Kids,2001,Play Schools,150,Pre School - PRE,Other Boards,tel:+919513238818,42000,"# 122, 10th Cross, 5th Main, Duo Marvel Layout Near Royal Kempe gowda Convention Hall Ananthapura Road Behind Ramanashree California Resort, Yelahanka, Bengaluru, Karnataka 560064",,Yoga,"Transport, Smart Classrooms"
JANANI VIDYA MANDIRA,2012,Day Schools,N/A,LKG - Class 10,CBSE,tel:+918035470244,56000 / Annual,"janani vidya mandira 9/119, Sir M.Vishweshwariah Layout 3rd block Ullal, Manganahalli Rd, 3rd Block, Maruthi Nagar, Sir M Vishveswaraya Layout, Jnana Ganga Nagar, Bengaluru, Ullal, Karnataka 560056, India",,,Transport
The Home School,1930,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,tel:+918035470244,55000 / Annual,"VG8C+8QR, Nagegowdanapalya, Bengaluru, Uttarahalli -Manavarthekaval, Karnataka 560109, India",,,Transport
NIRMAN PUBLIC SCHOOL,2003,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"XF2R+3JH, Annapurneshwari Layout, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560056, India",,,Transport
Saraswathi vidya mandir school,2005,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,25000 / Annual,"24, rap/edit/locationply, local/place, near Hemavathi water suphttps://www.google.com, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India",,,Transport
Vidyaniketan Public School,1986,Public Schools,,UKG - PRE,CBSE,tel:+918035470244,"65,000 - 80,000","Ullal Main Rd, Jnananjyothinagar, Railway Layout, Ullal Uppanagar, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560056",Mrs.Vasuma Achar Principal / .,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Amrita Vidyalayam,2002,International Schools,650,LKG - 12,CBSE,tel:+919513238818,44000,"Amritanandamayi Ashram, Sir M Vishveswaraya Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560110",MATA AMRITANANDAMAYI (AMMA) Founder / N/A,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Swimming, Table-tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
VIDYANIKETAN PUBLIC SCHOOL,1986,Day Schools,N/A,Pre-Nursery - Class 12,"CBSE, State Board",tel:+918035470244,115000 / Annual,"Ullal Main Rd, Jnananjyothinagar, Railway Layout, Ullal Uppanagar, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar, Bengaluru, Ullal, Karnataka 560056, India",,,Transport
NARAYANA E-TECHNO SCHOOL,2013,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,59800 / Annual,"Narayana e-Techno School, D.No.58/1 and 58/2, Mallathahalli Village Ullal Main Road, near Vara Sidhi Vinayaka Temple, NGEF Layout, Naagarabhaavi, Bengaluru, Karnataka 560056, India",,,
Sree Sharadamba Vidya Niketan,2005,Day Schools,160,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,35000 / Annual,"59/8, Jawaregowda Nagar, Aditya Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",,,Transport
Kasturba Public School,Day Schools,500,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"#4/5, Poornapragna Layout, Uttarahalli Kengeri Main Road, Purnapragnya Layout, Poornapragna Housing Society L, Kodipur, Bengaluru, Karnataka 560061, India",,,Transport
NATIONAL HILL VIEW PUBLIC SCHOOL,2013,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,126000 / Annual,"NICE Link Road Junction, 2nd Phase, Hosakerehalli Layout, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India",,,Transport
HOLY KIDS SCHOOL,Day Schools,150,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,12000 / Annual,"Hosakerehalli, WG8P+GFR, Saptagiri Layout, Hosakerehalli, Bengaluru, Karnataka 560085, India",,,Transport
SADHANA PUBLIC SCHOOL,Day Schools,1500,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"VGFM+F88, Ganigarapalya, Adarsha Layout, Lingadeeranahalli, Bengaluru, Karnataka 560062, India",,,
BGS International Residential School,1997,International Schools,N/A,LKG - 12,CBSE,tel:+919513238818,,"Post, Nityananda Nagar, Gollahalli, Kengeri Hobli, Bengaluru, Karnataka 560074",Sri Sri .Dr.Prakasnath Swamiji Managing Director / N/A,"Basketball, Carroms, Chess, Cricket, Football, Handball, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
BRIGHT WAY SCHOOL,Day Schools,800,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,12000 / Annual,"#105, 12th Main Rd, Veeranjaneya Layout, 2nd Stage, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061, India",,,
