Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Podar Jumbo Kids Plus,1927,Play Schools,70,Pre School - PRE,Other Boards,tel:+919513238818,50000,"Landmark:, 2567, 17th Main Rd, near KEB Office, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",,Yoga,
New Century School,2012,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"Indiranagara, Bengaluru, Karnataka 562123, India",,,Transport
NEW CENTURY HPS AND HS SCHOOL,2010,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,10200 / Annual,"Indiranagara, Bengaluru, Karnataka 562123, India",,,Transport
St. Thomas Public School,2023,Public Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"No. 32, Church Road, New Thippasandra, Indiranagar, Bengaluru, Karnataka 560075",,,
Fusco’s School,1878,International Schools,,Pre School - 12,ICSE,tel:+918035470244,"2,00,000/- Annually","Indiranagar, Bangalore-560 038, India.",,,Transport
New Horizon Public School,1982,Public Schools,2321,Pre School - 10,ICSE,tel:+919513238818,"1,50,000 to 2,00,000.","100 Feet Road, Near Titan Showroom, HAL 2nd Stage, Indira Nagar, Bengaluru, Karnataka 560008","Dr. Mohan Manghnani. Chairman / N/A Ms Anupama Sethi Principal / M.A, B.Ed","Badminton, Basketball, Carroms, Chess, Skating, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Holy Saint English School,1979,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,16800 / Annual,"3rd Block, No.114, Mahatyagi Laksmidevi Rd, Koramangala 1A Block, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Transport
SREE CAUVERY SCHOOL,1982,Day Schools,1300,Nursery - Class 10,CBSE,tel:+918035470244,40000 / Annual,"Link Rd 4, 2nd stage Indiranagar, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Transport
HOLY SHEPHERD HIGH SCHOOL,1972,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,30000 / Annual,"XJHQ+JJ8, 9th Cross Rd, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",,,
SSB International School,1978,Day Schools,1800,Pre-Nursery - Class 10,ICSE,tel:+918035470244,70000 / Annual,"5/A, 1st Cross Rd, HAL 2nd Stage, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",,,Transport
Prerana National School,Day Schools,900,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,48000 / Annual,"Konadasapura, Bengaluru, Karnataka 560067, India",,,Transport
Pristine Public school,2007,Day Schools,681,Nursery - Class 10,CBSE,tel:+918035470244,45000 / Annual,"No. 3, H-Colony, Indira Nagar 1st Stage, 1st Stage, Indiranagar, Bengaluru, Karnataka 560038, India",,,Transport
RESURRECTION HIGH SCHOOL,Day Schools,1200,Class 1 - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"131, 1st Cross, 1st Main, Michael Palya, 1st Stage, Indiranagar, Resurrection High School, 1st Cross Rd, Michealpalya 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",,,
Silicon City Public School,2000,Day Schools,540,Nursery - Class 10,State Board,tel:+918035470244,16000 / Annual,"#3/1, Majid-E-Unmul Hassain Complex, H Colony, Indiranagar, Indiranagar, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",,,Transport
SRI SHARADHA VIDHYA NIKETAN ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"2 & 3, 16TH CROSS, LAKSHMIPURAM, ULSOOR, Bengaluru, Karnataka",,,
St. Fuscos School,2000,Day Schools,N/A,LKG - Class 10,ICSE,tel:+918035470244,100000 / Annual,"XJPW+8WH, Old Madras Rd, Binna Mangala, Indiranagar, Bengaluru, Karnataka 560038, India",,,Transport
Openhouse Preschool & Daycare Indiranagar,2020,Play Schools,50,Pre School - UKG,"International Baccalaureate, Montessori",tel:+918035470244,,"Michael Palya, 872-F, Rd, HAL 2nd Stage, New Tippasandra, Bengaluru, Karnataka 560038",,"Chess, Karate","Transport, Medical Facility"
Poornaprajna Education Centre,Day Schools,500,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,80000 / Annual,"Poornaprajna School, 48, 3rd Cross Rd, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India",,,
Saint Thomas Public School,Day Schools,250,Nursery - Class 12,ICSE,Co-Education,tel:+918035470244,160000 / Annual,"No. 32, Church Road, New Thippasandra, Indiranagar, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Transport
Mother Mary English School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"1st Block, 976, 1st Main Rd, Geethanjali Layout, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India",,,
KAIRALEE NIKETHAN PRIMARY SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"NO 22/4, MARAPPA ROAD, ULSOOR, NEAR TVS SERVICE CENTER, Bengaluru, Karnataka",,,Transport
515 Army Base Workshop High School,1965,Public Schools,426,LKG - 10,CBSE,tel:+919513238818,22000 - 25800,"Cambridge, road cross, Halasuru, Bengaluru, Karnataka - 560 008",,"Athletics, Basketball, Cricket, Kabaddi, Karate, Volleyball","Laboratory, Smart Classrooms, Computers Facility, Library"
Aavishkar Academy,1998,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Boxing, Carroms, Checkers, Cricket, Cycling, Golf, Hockey, Ice-Hockey, Lawn Tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
AURO MIRRA INTERNATIONAL SCHOOL,2012,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,tel:+918035470244,110500 / Annual,"110, Gangadhar Chetty Rd, Halasuru, Hanumanthappa Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",,,Transport
The Indira Nagar Cambridge School,1979,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,65000 / Annual,"#52, 6th Cross, 8th Main Rd, Hal, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,,Transport
Kairalee Nikethan English School,1956,Public Schools,N/A,LKG - 12,State Board,tel:+919513238818,20000,"Artillery Rd, Cambridge Layout, Jogupalya, Bengaluru, Karnataka 560008",SRI. PADMANABHAN C.H. President / N/A,"Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Karate, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Ramakrishna Education Society,1963,Day Schools,1700,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"Muniswamappa road, 3rd Cross Rd, Halasuru, Lingayana Palya, Bengaluru, Karnataka 560008, India",,,Transport
Sri Ramakrishna Nursery School,1967,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"12/16, 1st Cross Rd, Halasuru, Lingayana Palya, Jogupalya, Bengaluru, Karnataka 560008, India",,,
Miranda English School,1982,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,50000 / Annual,"CA 52, 10th Main, 6th Cross, Near-ICICI Bank ATM, Hal 2nd Stage, 551, 6th A Cross Rd, near Bata Showroom, Hal, HAL 3rd Stage, Stage 3, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Transport
Charans Public School,Day Schools,N/A,Nursery - Class 12,ICSE,Co-Education,tel:+918035470244,55000 / Annual,"325, 1st Main Road, Cambridge Layout, Ulsoor, Domlur Village, Domlur, Bengaluru, Karnataka 560008, India",,,Transport
Holy Cross School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"20, 6th Main Rd, HAL 3rd Stage, Puttappa layout, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Transport
The Frank Anthony Public School,1967,Public Schools,N/A,LKG - 12,ICSE,tel:+919513238818,200000,"12, Cambridge Rd, Udani Layout, Halasuru, Bengaluru, Karnataka 560008",N/A Chairman / N/A,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
EASTWOOD HIGH SCHOOL,2012,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,30000 / Annual,"375, Shirdi Sai Baba Mandir Rd, Halasuru, Someshvarapura Layout, Jogupalya, Bengaluru, Karnataka 560008, India",,,Transport
St Annes Higher Primary school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"8, Cambridge Rd, St Annes Degree College For Women, police station lane, Halasuru, Cambridge Layout, Bengaluru, Karnataka 560008, India",,,
LITTLE HEARTS SCHOOL,Day Schools,N/A,Nursery - Class 7,State Board,Co-Education,tel:+918035470244,30000 / Annual,"XJ6P+GXQ, Link Rd 4, Domlur I Stage, Domlur Village, Domlur, Bengaluru, Karnataka 560071, India",,,Transport
ST MEERAS SCHOOL,Day Schools,N/A,Nursery - Class 12,State Board,Co-Education,tel:+918035470244,27000 / Annual,"15, Cambridge Rd, Near-Sri Sai Mandir, Deena Bandu Nagar, Jeevan Kendra Layout, Bengaluru, Karnataka 560008, India",,,
Global City International School,2010,International Schools,N/A,LKG - 10,"CBSE, IGCSE",tel:+919513238818,70000,"135, 5th Main, 6th Cross, Malleshpalya, New Thippasandra Post, Near, C V Raman Nagar, Bengaluru, Karnataka 560075",R. Jayapal PRESIDENT / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
geethanjali montessori,2014,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,80000,"Shop No.848, 1st Main, 1st Block, New Thippasandra Road, BDA Layout I Block, New Tippasandra, Bengaluru, Karnataka 560075",H.S. Sridhara Murthy Chairman / N/A,Yoga,Smart Classrooms
Faro Play School & Day Care,N/A,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,35000,"No: 6 Malleshpalya, Main Road, GM Palya, Bengaluru, Karnataka 560075",,Yoga,"Transport, Smart Classrooms"
Shanti Juniors,N/A,Play Schools,10,Pre School - UKG,Other Boards,tel:+919513238818,50000,"New Thippasandra, Narsimhapriya, No. 10, 7th Main Rd, New Thippasandra Post, GM Palya, Bengaluru, Karnataka 560075",Shri Ved Prakash Chiripal Chairman / N/A,Yoga,
Lourdes Boys High School,1965,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,22000 / Annual,"16/3, Cambridge Rd, Halasuru, Cambridge Layout, Jogupalya, Bengaluru, Karnataka 560008, India",,,
Kairalee Nikethan English School,1956,Day Schools,N/A,Class 8 - Class 10,State Board,tel:+918035470244,28000 / Annual,"No.2, Artillery Rd, Halasuru, Gowthamapuram, Jogupalya, Bengaluru, Karnataka 560008, India",,,Transport
THE FRANK ANTONY PUBLIC SCHOOL,1967,Day Schools,N/A,Nursery - Class 12,ICSE,tel:+918035470244,109800 / Annual,"12, Cambridge Rd, Halasuru, Udani Layout, Bengaluru, Karnataka 560008, India",,,Transport
Sri Yogeshwara High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,10000 / Annual,"7, RK Mutt Rd, Halasuru, Gupta Layout, Bengaluru, Karnataka 560008, India",,,
RBANMS GOVINDAMMAL GIRLS SENIOR PRIMARY SCHOOL,Day Schools,170,Class 1 - Class 7,State Board,Co-Education,tel:+918035470244,500 / Annual,"Police Station 1, Appaji Rao Ln, near Halasuru, Halasuru, Gupta Layout, Bengaluru, Karnataka 560008, India",,,
Aavishkar Academy,2012,Day Schools,1000,Nursery - Class 12,ICSE,tel:+918035470244,60000 / Annual,"Millennia, उल्सूर 24/1, East St, opposite Philips, Halasuru, Jayaraj Nagar, Sarvagnanagar, Bengaluru, Karnataka 560008, India",,,Transport
National Center for Excellence,2006,Day Schools,N/A,Nursery - Class 9,CBSE,tel:+918035470244,145000 / Annual,"National Centre For Excellence, HAL 3rd Stage, Puttappa layout, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Transport
BRILLIANT SCHOOL,Day Schools,62,Nursery - Class 10,"ICSE, State Board",Co-Education,tel:+918035470244,13200 / Annual,"XMM4+JX7, Byrasandra Extension, Suddaguntapalya, C V Raman Nagar, Bengaluru, Karnataka 560093, India",,,Transport
APOORVA PUBLIC SCHOOL,Day Schools,650,Class 1 - Class 10,State Board,Co-Education,tel:+918035470244,18000 / Annual,"2H7V+JRR, Matadahalli, RT Nagar, Bengaluru, Karnataka 560032, India",,,Transport
Bachpan Play School,2004,Play Schools,150,Pre School - PRE,Other Boards,tel:+919513238818,50000,"330/6, 2nd A Main, Behind Domlur Telephone Exchange, Domlur Layout, Bengaluru, Karnataka 560071",MR. S.K GUPTA Chairman / N/A MR. KRISHAN SHARMA Vice President (VP) / N/A,Yoga,"Transport, Smart Classrooms"
Euro Kids,2001,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"426, 6th Main Road West Wing, Amarjyoti Layout, Opposite EGL, Domlur, Bengaluru, Karnataka 560071",,Yoga,"Transport, Smart Classrooms"
Aristots Preschool,Play Schools,N/A,LKG - UKG,Other Boards,Co-Education,tel:+919513238818,38000,"#208, 1st Main, Domlur 2nd Stage, Behind Bagini Restaurant, Stage 2, Domlur, Bengaluru, Karnataka 560071, India",,"Athletics, Yoga",Transport
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,48000,"423, 1st Main Road, 1st Stage, Domlur, Bengaluru, Karnataka 560071",Dr. Subhash Chandra Chairman / N/A,Yoga,
The Tree House,N/A,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,30000,"#133, 2nd Main Rd, Opp. BDA Park, Stage 2, Domlur, Bengaluru, Karnataka 560071",,Yoga,
Hello Kids,2005,Play Schools,55,Pre School - PRE,Other Boards,tel:+919513238818,35000,"No 241,6 th ""B"" Cross, 3rd Main Rd, 1st Stage, Domlur, Bengaluru, Karnataka 560071",,Yoga,Smart Classrooms
515 Army Base Workshop High School,1965,Day Schools,450,LKG - Class 10,CBSE,tel:+918035470244,39999 / Annual,"XJCF+GVX, Cambridge Cross Road, Halasuru, Cambridge Layout, Jogupalya, Bengaluru, Karnataka 560008, India",,,Transport
BANGALORE MONTESSORI SCHOOL,Day Schools,600,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,25000 / Annual,"15, Palani Mudaliar St, Halasuru, Someshwarpura, Bengaluru, Karnataka 560008, India",,,
SRI GURU HARIKRISHNA HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"XJGC+95X, Murphy Rd, Near-Rescurttion Church, Someshwarpura, Bengaluru, Karnataka 560008, India",,,
KNE PUBLIC SCHOOL,2008,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,70000 / Annual,"XM84+CXW, Rd Number G6, DOS Colony, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,,
OASIS INTERNATIONAL SCHOOL,1999,Day Schools,N/A,Nursery - Class 12,IGCSE,tel:+918035470244,150000 / Annual,"Oasis International School, Charles Campbell Rd, Cox Town, Bengaluru, Karnataka 560005, India",,,Transport
CHRIST THE KING SCHOOL,Day Schools,N/A,Nursery - Class 12,State Board,Co-Education,tel:+918035470244,40000 / Annual,"XJWJ+C28, Unnamed Road, 1st Stage, Karanataka Housing Board Colony, Cox Town, Bengaluru, Karnataka 560005, India",,,
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,49000,"1/2, Gover Rd, near South Indian Bank, Cox Town, Bengaluru, Karnataka 560005",Mr. Vittal Bhandary Founder / N/A,Yoga,
SEVENTH DAY ADVENTIST SCHOOL & PU COLLEGE,Day Schools,N/A,Nursery - Class 12,State Board,Co-Education,tel:+918035470244,20000 / Annual,"XJ5X+HWM, HAL Old Airport Rd, Rustam Bagh Layout, Bengaluru, Karnataka 560017, India",,,
Indian Children English School,N/A,Other Collections,100,LKG - 10,State Board,tel:+919513238818,20000,"Chikkanna Layout, Cofffe Road Colony, Shampura Main Road, Near-New Citizen High School, Devara Jeevanahalli, Bengaluru, Karnataka 560045",K. Vijaya Kumar Principal / N/A,"Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
National Center for Excellence,2006,International Schools,N/A,1 - 10,CBSE,tel:+919513238818,99000,"1054/2, Puttappa Layout, New Thippasandra, Bengaluru, Karnataka",,,Transport
Kidzee,2003,Play Schools,80,LKG - UKG,Other Boards,tel:+919513238818,49000,"No. 1667, 9th A Main Rd, Behind ICICI bank, Hal, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Dr. Subhash Chandra Chairman / N/A,Yoga,Smart Classrooms
N S V K Holy Mother Nursery & Primary School,1979,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,23000 / Annual,"Jeevan Bheema Nagar, XM85+4CH, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,,
St Thomas English School,1920,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"Jeevan Bima Nagar, XM75+4RR, Nanja Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,,
K. R. L. S. PATEL RAMA REDDY EDUCATION TRUST,1997,Day Schools,500,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"24, Patel Ram Reddy Rd, K.R.Colony, Krishna Reddy Layout, Domlur, Bengaluru, Karnataka 560071, India",,,Transport
National Centre For Excellence,2006,,2500,Pre School - 12,CBSE,tel:+918035470244,150000/-  Annually,"154/1, VIJAY KIRAN KNOWLEDGE PARK, 5th Main Rd, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560075, India",,"Archery, Athletics, Badminton, Basketball, Carroms, Chess, Football, Karate","Transport, Laboratory, Computers Facility, Library"
Orchids International School,2002,International Schools,,Pre School - 10,CBSE,tel:+919513238818,,"Khata no:152, CV Raman Nagar, Survey no 136/3B, 7th Cross Road Vibhutipura Village, Jagadish Nagar, New Tippasandra, Bengaluru, Karnataka 560075, India",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kids Castle Pre School,2000,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"No. 492 B, 2nd Main Rd, Near BEML Gate, GM Palya, C V Raman Nagar, Bengaluru, Karnataka 560075","Mrs. Shweta Aneja Founder Director / B.Ed, B.Com, B.SC.",Yoga,Smart Classrooms
Vivero International Preschool,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,120000,"Ground Floor, Olympia Building, Bagmane Tech Park, C V Raman Nagar, Bengaluru, Karnataka 560093","Arun Arora Chairman, Edvance Pre-Schools / N/A",Yoga,
Your Kids R Our Kids,N/A,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,125000,"Ground Floor, Olympia Building, Bagmane Tech Park, C V Raman Nagar, Bengaluru, Karnataka 560093",,Yoga,Smart Classrooms
ST JUDES SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"2J2Q+CP4, Sathya Nagar, Maruthi Sevanagar, Bengaluru, Karnataka 560033, India",,,
ST. JUDE SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"2J2Q+CP4, Sathya Nagar, Maruthi Sevanagar, Bengaluru, Karnataka 560033, India",,,
Bright Kid Montessori House,2007,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,63000,"No. 527, 5th. Cross Road, Billappa Garden Ganganagar Next To HMT Ground, RT Nagar, Bengaluru, Karnataka 560032",,Yoga,"Transport, Smart Classrooms"
NARAYANA E TECHNO SCHOOL,2012,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,70000 / Annual,"Narayana e-Techno School,D.No:8, opp. CIL Layout, near Sub Registrar office, Coconut Garden, Cholanayakanahalli, Hebbal, Bengaluru, Karnataka 560032, India",,,Transport
Kidzee,Play Schools,45,Pre School - PRE,Other Boards,Co-Education,tel:+919513238818,42100,"Sultanpalaya, Hegde nagar, 6th Main Road, Hanumanthappa Layout, Sultanpalya, Hebbal, Bengaluru, Karnataka 560032",Dr. Subhash Chandra Chairman / N/A,Yoga,
MOTHER DOLPHIN ENGLISH SCHOOL,Day Schools,400,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,33000 / Annual,"XMC7+RXV, 1st Cross Rd, KG Colony, GM Palya, C V Raman Nagar, Bengaluru, Karnataka 560075, India",,,Transport
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"187, 4th Main Rd, NGEF Layout, Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038",Mr. Vittal Bhandary Founder / N/A,Yoga,
EuroKids,2001,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"466, 7th Main, Sadanand Nagar, near Bharani sweets, NGEF Layout, Bengaluru, Karnataka 560038",,Yoga,"Transport, Smart Classrooms"
AIR FORCE SCHOOL,Day Schools,N/A,LKG - Class 12,CBSE,Co-Education,tel:+918035470244,26493 / Annual,"19, 1st Cross Rd, N R Layout, Rustam Bagh Layout, Bengaluru, Karnataka 560017, India",,,
SHANTHI CHILDREN SCHOOL,Day Schools,300,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"22, MEG Officer's Colony, Near-ITC Infotech Park,Banasawadi, Jeevanahalli Main Rd, M.E.G. Officers Colony, Maruthi Sevanagar, Bengaluru, Karnataka 560033, India",,,
The Tree House,N/A,Play Schools,43,Pre School - PRE,Other Boards,tel:+919513238818,32000,"No.12, 2nd Cross Rd, Jaibharath Nagar, JCO Colony, Maruthi Sevanagar, Bengaluru, Karnataka 560033",,Yoga,
RHYMES & COLORS,2022,Play Schools,N/A,Nursery - UKG,Other Boards,tel:+919513238818,,"No.7, Vivekananda Nagar, 3rd Cross Road",,,
Young Indian School,1995,Day Schools,N/A,Nursery - Class 8,State Board,tel:+918035470244,20000 / Annual,"163/1/A, 7th Main Rd, NGEF Layout, Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038, India",,,
B.M. English School,1958,Public Schools,400,LKG - 10,ICSE,tel:+919513238818,75000,"111, 112, 113, St John's Road, Bengaluru, Karnataka 560042",,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Swimming, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kendriya Vidyalaya,1963,Public Schools,N/A,1 - 12,CBSE,tel:+919513238818,,"1, Thyagi M Palanivelu Rd, ASC Centre, Bengaluru, Karnataka 560047",,"Badminton, Basketball, Carroms, Chess, Cricket, Hockey, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
CHINMAYA VIDHYALAYA,Day Schools,500,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,28000 / Annual,"16, St John's Church Cross Rd, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",,,
MAHARSHI AGASTYA VIDHYALAYA,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"XJM7+HP9, St John's Church Cross Rd, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",,,
HAL Public School,1999,Day Schools,N/A,LKG - Class 12,CBSE,tel:+918035470244,36820 / Annual,"Suranjandas Road, Vimanpura P.O., Bengaluru, Karnataka",,,
