Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Shams High School,2000,Day Schools,N/A,Nursery - Class 12,State Board,tel:+918035470244,40000 / Annual,"VM3C+X46, Govinda Shetty Palya Rd, Konappana Agrahara, Electronic City, Bengaluru, Doddanagamangala Village, Karnataka 560100, India",,,Transport
St. Joseph Chaminade Academy,2014,Day Schools,500,Pre-Nursery - Class 9,"ICSE, ICSE",tel:+918035470244,50000 / Annual,"Deepahalli, Sy. No. 6/1, Andapura, Vill, Glass Factory Layout, Electronic City, Bengaluru, Karnataka 560099, India",,,Transport
Treamis World School,2003,International Schools,N/A,Nursery - 11,CBSE,tel:+919513238818,,"Near Electronics City, Hulimangala, Post, Vabasandra, Bengaluru, Karnataka 560105, India",,,Transport
ST. GASPAR CHARITABLE EDUCATIONAL TRUST,2003,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,27000 / Annual,"Vinayaka Layout Doddanagamangala Village, Phase 2, Rayasandra, Bengaluru, Doddanagamangala Village, Karnataka 560100, India",,,Transport
PAVITRA PUBLIC SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"Hebbagodi Arch, Electronic City, Bengaluru, Bommasandra, Karnataka 560099, India",,,Transport
Mega International School,2019,International Schools,N/A,Pre School - 11,CBSE,tel:+918035470244,,"Sy No 4, 131, Lakshmisagara road, Near Chandapura flyover, Electronic City, Bangalore-560081",,"Badminton, Basketball, Cricket, Football, Skating, Swimming","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
EBENEZER INTERNATIONAL SCHOOL BANGALORE,2007,Boarding Schools,1116,Nursery - Class 12,"IB DP, ICSE & ISC, IGCSE",tel:+918035470244,164710 / Annual,"Singena Agahara Road Via Huskur Road, APMC Yard Huskur Post, Electronic City, Bengaluru, Karnataka",,,Transport
Treamis World School,2003,International Schools,N/A,Nursery - 11,CBSE,tel:+919513238818,,"Near Electronics City, Hulimangala, Post, Vabasandra, Bengaluru, Karnataka 560105, India",,,Transport
Zia International School,2023,International Schools,,Pre School - 12,State Board,tel:+918035470244,,"No.87/3, Neeladri, Jigani Hobli, Anekal, Taluk, near Wipro Campus",,,Transport
Planet Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,38700,"Concorde Manhattans Apartment complex, Neeladri Road, Electronic City Phase 1, Bengaluru, Karnataka 560100","Mr. Amar Kapasi Business Administration / B. Com, Diploma in Business Administration, PG Diploma in Marketing Management",Yoga,
Feathertouch International,N/A,Play Schools,30,Pre School - PRE,Other Boards,tel:+919513238818,108000,"Mahesh reddy buildings, Near Gate, 6, Electronic City Phase I, Bengaluru, Karnataka 560100",,Yoga,Smart Classrooms
Shanti Juniors,N/A,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"30/36, Thirupalya Road, Near GM Infinite, Ecity Town, Electronic City Phase I, Bengaluru, Karnataka 560100",Shri Ved Prakash Chiripal Chairman / N/A,Yoga,
Treamis World School,2007,Public Schools,1500,Pre School - 12,"CBSE, International Baccalaureate, IGCSE",tel:+919513238818,250000,"Near Electronics City, Hulimangala Post, Bengaluru, Karnataka 560105",,"Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Kho-Kho, Lawn Tennis, Swimming, Table-tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
ACTS Secondary School,1998,Public Schools,1200,1 - 12,ICSE,tel:+919513238818,45600,"15 KM, Hosur Road,(Next to Audi Showroom), Bengaluru, Karnataka - 560 100",Mr. D. Selvaraj Principal / NA,"Cricket, Kabaddi, Volleyball","Transport, Laboratory, Computers Facility, Library"
Alphabet Academy,2018,Play Schools,40,LKG - UKG,Other Boards,tel:+919513238818,70000,"#258, 6th Cross, Siraj Layout, Shikaripalya Main Road, Electronic City Phase - 1, Near Prestige Sunrise Park, Next to Aratt Firenza, Bengaluru, Karnataka -560100",,"Athletics, Yoga",Transport
Bachpan Play School,2004,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,56000,"House No. 15, Saptagiri Layout, Dodda Thogur, Behind Ajmera Infinity Apt., Electronic City, Phase-1,, Bengaluru, Karnataka 560100",MR. KRISHAN SHARMA Vice President (VP) / N/A MR. S.K GUPTA Chairman / N/A,Yoga,"Transport, Smart Classrooms"
Vidyarambh,N/A,Play Schools,35,Pre School - PRE,Other Boards,tel:+919513238818,55000,"14, Wipro Avenue, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",,Yoga,
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,52000,"Plot No. 261, 2nd Cross Road, Near Wipro Gate, 16, Neeladri Nagar, Electronics City Phase 1, Bengaluru, Karnataka 560100",Dr. Subhash Chandra Chairman / N/A,Yoga,Smart Classrooms
Little Elly Preschool,2004,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"# 203, Saptagiri , 4th Main, 15th Cross Rd, Ananth Nagar, Electronic City, Bengaluru, Karnataka 560100",Mr. Vittal Bhandary Founder / N/A,Yoga,
Footprints Preschool & Day Care,2012,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,54999,"Shevaroy Heights No 187, Chamundi Ph-II, Electronic City, Bengaluru, Karnataka 560100, India",Raj Singhal CEO / B.Tech,Yoga,Smart Classrooms
Maple Bear Canadian Preschool,2011,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"No. 260, 3rd Cross, Celebrity Paradise Layout, Doddathogur, Electronic City, Bengaluru, Karnataka 560100",Mr. Alok Modi Chairman / N/A,Yoga,
Feathertouch International,2012,Play Schools,30,Pre School - PRE,Other Boards,tel:+919513238818,108000,"Gayatri Building, Next to Infosys Gate 7, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",,Yoga,Smart Classrooms
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"#320,4th Cross Celebrity Paradise, Doddathogur, Electronics City, Bengaluru, Karnataka 560100",Dr. Subhash Chandra Chairman / N/A,Yoga,Smart Classrooms
Shanti Juniors,N/A,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"No 78, Tech city layout Doddathoguru, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",Shri Ved Prakash Chiripal Chairman / N/A,Yoga,
The Learning Curve,2011,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"234-232, 5th Cross Rd, Celebrity Paradise Layout, Doddathoguru, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100",Suhas Bedekar Founder Director / N/A,Yoga,
Icon School of Excellence,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,70000 / Annual,"118/2, Bettadasanapura Main Rd, Doddathoguru, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
AVS PUBLIC SCHOOL,Day Schools,N/A,Pre-Nursery - Class 9,"State Board, State Board",Co-Education,tel:+918035470244,40000 / Annual,"Begur Hobli, No 38, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
ACTS Secondary School,1998,Day Schools,1200,Nursery - Class 10,ICSE,tel:+918035470244,95000 / Annual,"Lavakusha Nagar, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
SILICON VALLEY HIGH SCHOOL,Day Schools,450,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"No: 30, 2nd Cross Road, behind Syndicate Bank, near Narayanareddy Layout, Kamadhenu Layout, Phase 2, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
Feathertouch International,2012,Play Schools,30,Pre School - PRE,Other Boards,tel:+919513238818,108000,"7, Infosys Internal Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",,Yoga,Smart Classrooms
Vidyarambh,N/A,Play Schools,40,Pre School - PRE,Other Boards,tel:+919513238818,42000,"4th Floor, Legacy, 12th Cross Road, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",,Yoga,
Mount Litera Zee School,2015,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,68500 / Annual,"Shikaripalya Main Road, 1 Km from WIPRO Bus stop, Electronic City, Shikaripalya, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
"Narayana e-Techno School, Electronic City",Public Schools,N/A,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Archery, Athletics, Badminton, Basketball, Cricket, Cycling, Football, Gymnastics, Lawn Tennis, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2012,Day Schools,1002,Pre-Nursery - Class 12,CBSE,tel:+918035470244,170500 / Annual,"Survey No. 45/1 & 112, Village Vittasandra, Begur, Hobli Bengaluru South, Taluka, Bettadasanapura, Bengaluru, Karnataka 560100, India",,,Transport
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"No:68, 69, Maruthi Layout, 70, 71, Hosur Rd, near Paradise Residential School, Basapura, Bengaluru, Karnataka 560100",Dr. Subhash Chandra Chairman / N/A,Yoga,
The Paradise Residential School,2010,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,55000 / Annual,"1 Basapura Off Hosur Main rd Pillar No.153 Behind Concorde Apartment, Maruthi Layout, Basapura, Bengaluru, Karnataka 560100, India",,,Transport
GVS English School,2009,Day Schools,950,Nursery - Class 12,"State Board, State Board, State Board",tel:+918035470244,40006 / Annual,"Opp Bosch Gate, Dodda Nagamangala Rd, Chennakeshava Ngr, Hosur Mn Rd, Electronic City, Bangalore - 560100, Doddanagamangala Village, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
Bangalore English High School,2005,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"Akshaya Layout, Rayasandra, Bengaluru, Karnataka 560099, India",,,Transport
Hello Kids,2005,Play Schools,130,Pre School - PRE,Other Boards,tel:+919513238818,48000,"NICE Ring Rd, Shushruthi Nagar, Basapura, Bengaluru, Karnataka 560068",,Yoga,"Transport, Smart Classrooms"
St. Francis De Sales Public School,2004,Day Schools,17000,Nursery - Class 12,"ICSE, State Board",tel:+918035470244,150000 / Annual,"Hosur Road, Hebbagodi, Electronic City, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
SFS ACADEMY,2014,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,45000 / Annual,"P.O, RMMJ+47Q, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
PREETHI DHAM ENGLISH MEDIUM HIGH SCHOOL,2000,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,45000 / Annual,"St. John's Valley, Mylasandra Gate, Begur - Koppa Rd, Begur P. O, Bengaluru, Karnataka 560114, India",,,Transport
Shri Channakeshava School,1973,Day Schools,N/A,LKG - Class 10,State Board,tel:+918035470244,35000 / Annual,"867, Hosa Rd, Chennakeshava Nagar, Pragathi Nagar, Basapura, Bengaluru, Karnataka 560100, India",,,Transport
FLORENCE ACADEMY,2013,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,40000 / Annual,"No.116/1, Huskur Main Road, Near Fruit Market, Electronic City, Phase 1, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",,,
Mega International School,,N/A,-,,Co-Education,tel:+918035470244,,"Sy no 4, Lakshmisagara Road, Chandapura,  Electronic City, Bengaluru 560081",,,
BLUEBELL PUBLIC SCHOOL,2005,Day Schools,380,Nursery - Class 10,State Board,tel:+918035470244,22000 / Annual,"G.K. Layout,Chennakeshava Nagar, 100, 14th Main Rd, Manjunatha Nagar, Sai Sree Layout, Parappana Agrahara, Bengaluru, Karnataka 560100, India",,,Transport
Sujana Convent,2000,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"13th Cross G.K Layout CK Nagar, Manjunatha Nagar, Hosa Road, Sai Sree Layout, Parappana Agrahara, Bengaluru, Karnataka 560100, India",,,Transport
DPS Electronic City,2014,Day Schools,4684,Nursery - Class 12,CBSE,tel:+918035470244,67650 / Annual,"Begur Hobli, Survey No.33, 12th Cross Rd, Bettadasanapura, Bengaluru, Karnataka 560100, India",,,Transport
Royal Public School,2009,Day Schools,650,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"41, Kammasandra Road Kammasandra, Electronic City, daddys garden, main road, Kammasandra, Hebbagodi, Bengaluru, Karnataka 560100, India",,,Transport
Shree Ananthnagar Vidyaniketan,1996,Day Schools,300,Nursery - Class 10,State Board,tel:+918035470244,60000 / Annual,"350,15th Main, 25th Cross Rd, behind S V Temple, Shreee, Ananth Nagar, Phase 1, Kammasandra, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
NEW AGE SCHOOL,2007,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,22000 / Annual,"Rayasandra Badawane Nivasigala Vedike, Rayasandra, Bengaluru, Karnataka 560099, India",,,Transport
Mount Carmel High School,2000,Day Schools,250,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"Shivareddy Layout, Naganatha pura Hosa Road, Post, Electronic City, Bengaluru, Karnataka 560100, India",,,Transport
BS International School,2017,Day Schools,600,Nursery - Class 12,"CBSE, CBSE, State Board",tel:+918035470244,60000 / Annual,"228/4, S.Bingipura, Electronics City Phase I, Bengaluru, Karnataka 560105, India",,,
Sri Venkateshwara Central School,2008,Public Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"SV Central School Vidyanagar, Kempegowda International Airport Road, Bengaluru – 562 157",,,
Deeksha @ Sri Venkateshwara PU College,2017,Boarding Schools,300,Class 11 - Class 12,STATE BOARD (till 12th),tel:+918035470244,120000 / Annual,"NH 7, Vidyanagar, Kempegowda International Airport Road, Bengaluru 562157., Bengaluru, Karnataka",,,Transport
Priyadarshini Public School,2000,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,25000 / Annual,"Subhash Nagar Road, AECS C Block, Begur, Bengaluru, Karnataka 560068, India",,,Transport
Brookfield High School,1977,International Schools,N/A,LKG - 10,ICSE,tel:+919513238818,48000,"Singena Agrahara Rd, Gulimangala, Bengaluru, Karnataka 560100",Balu Pandian Chairman / N/A,"Athletics, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya School,Boarding Schools,1000,Nursery - Class 12,"ICSE, CBSE",Co-Education,tel:+918035470244,46500 / Annual,"Lakshmi Narayanapura, Huskur Road, Huskur, Post, behind APMC Fruit Market, Electronic City, Bengaluru, Karnataka 560099, India",,,Transport
Sri Chaitanya School,Boarding Schools,1000,Nursery - Class 12,"ICSE, CBSE",Co-Education,tel:+918035470244,46500 / Annual,"Lakshmi Narayanapura, Huskur Road, Huskur, Post, behind APMC Fruit Market, Electronic City, Bengaluru, Karnataka 560099, India",,,Transport
Kidzee,2003,Other Collections,56,Pre School - PRE,State Board,tel:+919513238818,54000,"# 155/1B, Manipal County Road, Hosur Main Road, , Industrial Layout, Begur, Bengaluru, Karnataka 560068",Dr. Subhash Chandra Chairman / N/A,Yoga,
Little Elly Preschool,2004,Play Schools,180,Pre School - PRE,Other Boards,tel:+919513238818,40000,"113/4, Club, Opp, Manipal County Rd, Aishwarya Crystal Layout, Singasandra, Bengaluru, Karnataka 560068",Mr. Vittal Bhandary Founder / N/A,Yoga,
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"Opposite to Divya Jyoti Royal Heights Apartment, Internal Road, Manipal County Rd, Singasandra, Bengaluru, Karnataka 560068",Mr. Raman Bajaj Founder / MBA,Yoga,
St. Thomas School,Day Schools,N/A,Pre-Nursery - Class 10,State Board,Co-Education,tel:+918035470244,21000 / Annual,"RK Twp Rd, RK Twp, Yarandahalli, Bommasandra, Karnataka 560099, India",,,Transport
New Cambridge High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,18600 / Annual,"RM5C+MMP, RK Twp, Yarandahalli, Bommasandra, Karnataka 560099, India",,,Transport
KIDZEE AECS Layout,2003,Play Schools,105,Pre School - UKG,"CBSE, ICSE, Montessori",tel:+919513238818,50000,"No. 1467 E Block, 6th Main Road 3rd Cross, AECS Layout, Kundalahalli, Bengaluru, Karnataka 560037",Dr. Subhash Chandra Chairman / N/A,Yoga,"Transport, Medical Facility, Smart Classrooms"
Podar Jumbo Kids Plus,1927,Play Schools,150,Pre School - PRE,Other Boards,tel:+919513238818,45000,"1566, 12th Cross Road, 16th Main Road, Near Hosur Road, AECS Layout A-Block, Singasandra, Bengaluru, Karnataka",,Yoga,
Smart Kidz,2014,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"173 D, 2nd Main, Ganesh Temple St, opposite to Ganapathi, AECS B Block, Singasandra, Bengaluru, Karnataka 560068",A.S. Ganesh Managing Director / N/A,Yoga,
The Tree House,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,,"788, 2nd Main Rd, AECS Layout - D Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",,Yoga,
Sanfort Play School,1999,Play Schools,15,Pre School - PRE,Other Boards,tel:+919513238818,40000,"217, 1st Main Rd, AECS Layout - A Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",Dr. S. K. Rathor Chairman & Managing Director / N/A,Yoga,
Little Elly Preschool,2004,Play Schools,45,Pre School - PRE,Other Boards,tel:+919513238818,59500,"338, B Block, Aecs Layout, Kundalahalli, Bengaluru, Karnataka 560037",Mr. Vittal Bhandary Founder / N/A,Yoga,
Oi Playschool,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,70000,"201, 2nd Main Road, A block AECS Layout, Brookfield, near Egg Story Restaurant, Marathahalli, Bengaluru, Karnataka 560037",Naga Prasad Tummala Chairman / N/A,Yoga,Transport
Time Kids,N/A,Play Schools,50,Pre School - PRE,Other Boards,tel:+919513238818,60000,"1287, 6th Cross Rd, AECS Layout - D Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",,Yoga,
Poddar Jumbo Kids,1927,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,,"No. 4, Venkateswara Nilaya, 16th Cross Rd, AECS Layout, Raj Mahal Vilas 2nd Stage, Sanjaynagar, Bengaluru, Karnataka 560094",,Yoga,
I Play I Learn,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"No.142, Dream paradise layout Basapura main road ,, Hosa road junction Hosur RD., Bengaluru, Karnataka 560100, Indian",,Yoga,Smart Classrooms
aurinko academy,2011,Day Schools,150,Nursery - Class 12,Other Boards,tel:+918035470244,250000 / Annual,"91, opposite to Hosa Road, Parappana Agrahara, Bengaluru, Karnataka 560100, India",,,Transport
National Public School Kudlu,2023,"International Schools, Play Schools",N/A,Nursery - 8,CBSE,tel:+918035470244,,"148, Silver County Rd, Kudlu, Singasandra,Bengaluru, Karnataka 560068India",,,Transport
Green Dot Montessori School,2011,Play Schools,110,Pre School - PRE,Other Boards,tel:+919513238818,45000,"No. 1162,, Hosur Road, AECS 'A' Layout, Kudlu,, Bengaluru, Karnataka 560068","Mr. Srinivasa Founder Chairperson / B.E, M.B.A",Yoga,
Sri Chaitanya School,2011,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,65000 / Annual,"AECS Layout - A Block, AECS Layout, Singasandra, Bengaluru, Karnataka 560068, India",,,Transport
Notre Dame Academy,Day Schools,N/A,Nursery - Class 12,ICSE,Co-Education,tel:+918035470244,110000 / Annual,"Notre Dame Nagar, Choodasandra, Huskur, PO, Choodasandra, Bengaluru, Karnataka 560099, India",,,Transport
Primus Public School,Day Schools,N/A,KG - Class 10,"IGCSE, ICSE",Co-Education,tel:+918035470244,124000 / Annual,"Chikkanayakanahalli, Choodasandra, Bengaluru, Karnataka 560035, India",,,Transport
The Vrukksha School,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"No. 129, Rayasandra Village Sarjapura Hobli, Anekal Taluk, Bangalore - 560099.",,,
Prathama montessori,2018,Play Schools,N/A,Pre School - 6,Montessori,tel:+918035470244,,"138/2, Rayasandra main road,Next to LGCL Bamboo Forest View,Rayasandra Bangalore -560099",,,
Prakriya Green Wisdom,1999,Day Schools,N/A,Pre-Nursery - Class 12,ICSE,tel:+918035470244,190000 / Annual,"70, Chikkanayakanahalli Road, Sarjapur Main Rd, Off, Doddakannelli, Bengaluru, Karnataka 560035, India",,,Transport
Sadguru Sainath International School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,45000 / Annual,"Sadhguru Sainath Degree College, Sai Meadows, Parappana Agrahara, Bengaluru, Karnataka 560068, India",,,Transport
SADHGURU SAINATH INTERNATIONAL SCHOOL,2007,Day Schools,1258,Nursery - Class 10,CBSE,tel:+918035470244,60000 / Annual,"Sadhguru Sainath Degree College, Sai Meadows, Parappana Agrahara, Bengaluru, Karnataka 560068, India",,,Transport
The Cambridge International School,2016,Day Schools,559,Pre-Nursery - Class 8,"CBSE, ICSE, International Baccalaureate",tel:+918035470244,165000 / Annual,"Survey no.145/2, 100 Feet Road, Harlur, Off Sarjapur Rd, Kudlu, Sai Meadows, Parappana Agrahara, Bengaluru, Karnataka 560068, India",,,Transport
Pragathi school,1989,Day Schools,N/A,LKG - Class 10,State Board,tel:+918035470244,25000 / Annual,"VMR2+6H3, Kudlu, VGP Layout, Bengaluru, Karnataka 560068, India",,,Transport
Kidzee,2003,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,37000,"Sy no 134/6, SK Public School, Bommasandra Village, Attibele Hobli, Anekal Taluk, Bengaluru, Karnataka 560099",Dr. Subhash Chandra Chairman / N/A,Yoga,
BTL Vidhya Vahini School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,19000 / Annual,"RM5V+4F6, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099, India",,,Transport
St. Marys High School,1983,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,10800 / Annual,"Hebbagodi, Beside Sai Baba Temple, Bommasandra, Post, Electronic City, Anekal, Bommasandra, Karnataka 560099, India",,,Transport
KALA NIKETAN HIGH SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,2400 / Annual,"Hosur Rd, Industrial Layout, Begur, Bengaluru, Karnataka 560068, India",,,
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"#354/355, 3rd Black,, 10th Cross Rd, Garden Layout, Vishwapriya Nagar, Begur, Bengaluru, Karnataka 560068",Dr. Subhash Chandra Chairman / N/A,Yoga,
SK PUBLIC SCHOOL,2004,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,30000 / Annual,"RS Gardens, Bommasandra, Karnataka 560099, India",,,Transport
Poddar Jumbo Kids,1927,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,42000,"No.47, Akshaya Gardens, 8 Yellanahalli Main Road, Off, Bannerghatta Main Rd, Akshaya Vana, Akshayanagar, Bengaluru, Karnataka 560068",,Yoga,Smart Classrooms
