Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Candor International School,2011,International Schools,600,LKG - 12,"International Baccalaureate, Cambridge IGCSE",tel:+919513238818,386500,"Koppa-harapanhalli Road, Hullahalli, Off, Bannerghatta Main Rd, near Electronic City, Bengaluru, Karnataka 560105",Ms. Anvita Gupta Principal / N/A,"Archery, Badminton, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Lawn Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Greenwood High International School,2014,International Schools,1000,LKG - 12,ICSE,tel:+919513238818,220000,"No. 61, Off Bannerghatta Road, C K Palya Road,(Near Koli Farm Gate Bus Stop), Bengaluru, Karnataka",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Kabaddi, Kho-Kho, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Vydehi School of Excellence,2010,Public Schools,800,LKG - 12,CBSE,tel:+919513238818,120000,"Vydehi Campus, 82, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Akash International School,2000,Public Schools,N/A,1 - 12,"CBSE, Other Boards",tel:+919513238818,Fee range is from Rs. 50000 to Rs. 125000,"Prasannahalli Road, Devanahalli,near Bangalore International Airport,bangalore",,"Basketball, Billiards, Carroms, Chess, Cricket, Football, Gymnastics, Hockey, Lawn Tennis, Soccer, Swimming, Table-tennis, Taekwondo, Tennis","Computers Facility, Library"
Hal Public School,1999,International Schools,N/A,LKG - 12,CBSE,tel:+919513238818,10400,"Suranjan Das Road, PO, Vimanapura, Bengaluru, Karnataka 560017",Ms. Soumi Das Principal / N/A,Yoga,"Laboratory, Smart Classrooms, Computers Facility, Library"
Stonehill International School,2008,"International Schools, Boarding Schools",650,Pre School - 12,International Baccalaureate,tel:+919513238818,,"No.259/333/334/335, Tarahunise Post, Jala Hobli, Bengaluru, Karnataka 562157","Joe Lumsden Deputy Head of School & Secondary Principal / MA Education, MA English, BA American Studies Manpreet Kaur Secondary Assistant Principal & DP Coordinator / NA Karen Crooke Primary School Principal / NA Jitendra Pandey MYP Coordinator / NA Zita Joyce PYP Coordinator / NA Dr. Brian D. Brumsickle Head of School / NA","Badminton, Basketball, Cricket, Football, Horseback Riding, Soccer, Swimming, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vidyashilp Academy,N/A,Public Schools,N/A,LKG - 12,"ICSE, IGCSE",tel:+919513238818,,"Survey No. 1 & 31, Govindapura, behind Yelahanka Air Force Base, Yelahanka, Bengaluru, Karnataka 560064",,"Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Table-tennis, Tennikoit, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Indus International School,2003,International Schools,N/A,LKG - 12,"International Baccalaureate, IGCSE",tel:+919513238818,Indus International School Bangalore 710000/-,"Billapura Cross, Sarjapura - Attibele Rd, Sarjapur, Bengaluru, Karnataka 562125",Arjun Ray CEO / N/A,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Horseback Riding, Kabaddi, Kho-Kho, Swimming, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Glentree Academy - Whitefield,2015,Public Schools,900,Pre School - 11,CBSE,tel:+919513238818,1 Lakh to 1.6 Lakh,"Nallurhalli Road, Palm Meadows, Nallurhalli, Whitefield, Bengaluru, Karnataka - 560066",Rizwana Reddy PRINCIPAL / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
National Public School,2003,International Schools,N/A,LKG - 12,CBSE,tel:+919513238818,130000,"National Games Village Complex, 80 Feet Rd, Koramangala, Bengaluru, Karnataka 560047",Dr. K. P. Gopalkrishna Chairman / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Karate, Kho-Kho, Lawn Tennis, Skating, Table-tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Army Public School,Public Schools,N/A,1 - 12,CBSE,Co-Education,tel:+919513238818,50000,"Victoria Layout, Agram Post, Bengaluru, Karnataka â€“ 560007",,"Basketball, Football, Kho-Kho, Table-tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,Public Schools,N/A,LKG - 10,"ICSE, IGCSE",tel:+919513238818,175000,"Survey No. 45/1 & 112, Village Vittasandra, Begur, Hobli Bengaluru South, Taluka, Bengaluru, Karnataka 560100",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Handball, Hockey, Kabaddi, Karate, Kho-Kho, Lawn Tennis, Swimming, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
JSS Public School,1954,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,67000,"31, 15th Main, 22nd Cross, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",B. Nataraja Principal / N/A,"Archery, Badminton, Carroms, Chess, Checkers, Cricket, Football, Kabaddi, Kho-Kho, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The International School Bangalore,1993,International Schools,N/A,2 - PRE,"International Baccalaureate, IGCSE",tel:+919513238818,800000,"NAFL Valley, Whitefield - Sarjapur Road,Near Dommasandra Circle, Bengaluru, Karnataka",,,
ABVK School,1990,Public Schools,1000,LKG - 10,State Board,tel:+919513238818,22000,"Immadhalli ROAD,KEB Colony, Vinayaka Layout, WHITEFIELD, Bengaluru, Karnataka - 560066.",,"Athletics, Carroms, Chess, Cricket, Football, Gymnastics, Kabaddi, Kho-Kho, Yoga","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Delhi Public School,2014,International Schools,4684,LKG - 10,CBSE,tel:+919513238818,71650,"Survey No.33, Bettadasanpura, Begur Hobli, Bengaluru, Karnataka 560068","Sri. K. Rahman Khan Chairman, K. K. Educational and Charitable Trust / N/A","Archery, Athletics, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Swimming, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Canadian International School,1996,International Schools,2000,LKG - 12,"International Baccalaureate, Cambridge IGCSE",tel:+919513238818,700000,"4 & 20, Manchenahalli, Yelahanka, Bengaluru, Karnataka 560064",Ramani Sastri Chairman / N/A,"Archery, Badminton, Basketball, Carroms, Chess, Cricket, Football, Swimming","Transport, Laboratory, Smart Classrooms, Computers Facility"
National Public School,2019,Public Schools,750,Pre School - 12,CBSE,tel:+919513238818,170000,"Electronic City, Hosur Rd, Hebbagodi, Bengaluru, Karnataka 560100",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Handball, Karate, Taekwondo, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Maple Bear Canadian PreSchool,2011,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,60000,"No. 14, IAS House, Subbarao Compound, White Field Main Road, Opposite To Ganesha Temple, White Field, Bengaluru, Karnataka 560066",Mr. Alok Modi Chairman / N/A,Yoga,
Carmel Convent High School,1970,Public Schools,754,LKG - 10,State Board,tel:+919513238818,50000,"East End Main Road, 4 â€˜Tâ€™ Block, Jayanagar, Bengaluru, Karnataka 560041",Sr. Caroline Principal Speech / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Hockey, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
B Mona High School,1983,Public Schools,N/A,LKG - 10,CBSE,tel:+919513238818,25000,"77, 3rd Cross Rd, KHB Block Koramangala, 5th Block, Koramangala, Bengaluru, Karnataka 560095",LATE RANGASWAMY RAMAKRISHNAIAH FOUNDER / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Jyothy Kendriya Vidyalaya,1989,Public Schools,N/A,LKG - 10,CBSE,tel:+919513238818,80000,"Kanakapura Road,Yelachenahally,Behind Kanakapura Metro Station, Bengaluru, Karnataka 560078",Mrs.B.S. Suma Principal / N/A,"Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Table-tennis, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Rashtrotthana Vidya Kendra,2012,Public Schools,,Pre School - 12,CBSE,tel:+918035470244,"80,0000 - 1,50,000","Rashtrotthana Vidya Kendra 6th Stage, Banashankari,, 1498, Banashankari 6th Stage 7th Block, Bengaluru, Karnataka 560060",Sri. Vasantha Kumar M.S. Principal / .,"Athletics, Basketball, Carroms, Chess, Football, Gymnastics, Kabaddi, Karate, Kho-Kho, Swimming, Table-tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
National Public School,2003,Public Schools,N/A,LKG - 8,CBSE,tel:+919513238818,140000,"KG&S and SRB Gurukul, Kumbena Agrahara, Kadugodi, Post, Whitefield, Bengaluru, Karnataka 560067",Dr. K. P. Gopalkrishna Chairman / N/A,"Basketball, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Skating, Swimming, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Frank Anthony Public School,1967,Public Schools,N/A,LKG - 12,ICSE,tel:+919513238818,200000,"12, Cambridge Rd, Udani Layout, Halasuru, Bengaluru, Karnataka 560008",N/A Chairman / N/A,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
DEV-IN National School,1993,International Schools,1000,LKG - 10,CBSE,tel:+919513238818,110000,"No. 3/1, Kodigehalli Main Road, 60 Feet Rd, adjacent to Cauvery College, Sahakar Nagar, Bengaluru, Karnataka 560092",N/A President / N/A,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Swimming, Table-tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
National Academy For Learning,1988,Public Schools,N/A,LKG - 12,"CBSE, ICSE, IGCSE",tel:+919513238818,225000,"3rd Cross, 3rd Block, 3rd Stage, Basaveshwarnagar, Bengaluru, Karnataka",,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sacred Heart Girls High School,1854,Public Schools,N/A,LKG - 10,ICSE,tel:+919513238818,100000,"25, Museum Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",Sr. Mary Margaret Principal / N/A,"Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Lawn Tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vijaya High School,1956,Public Schools,N/A,LKG - 12,State Board,tel:+919513238818,10000,"32, 15th Cross Rd, near HDFC Bank, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011","Sri. K.S. Chandrasekhariah Founder, President / N/A","Badminton, Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Karate, Kho-Kho, Netball, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Jain Heritage School,2008,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,180000,"Anjaneya Temple Street, Vinayakanagar, Kempapura, Bengaluru, Karnataka 560024",Dr. Chenraj Roychand Principal / N/A,"Basketball, Carroms, Chess, Checkers, Cricket, Cycling, Football, Kabaddi, Kho-Kho, Swimming, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Gopalan International School,2004,Play Schools,N/A,LKG - 10,Other Boards,tel:+919513238818,Gopalan International School fees is INR 100000/-,"Behind SAP Labs, Basavanagar, Seetharampalya, Hoodi, Bengaluru, Karnataka 560048","Mrs. Madhu Narayan Principal / M.Sc. B.Ed., CIDTT","Carroms, Chess, Cricket, Football, Handball, Hockey, Kabaddi, Kho-Kho, Tennis, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,International Schools,N/A,LKG - 12,"ICSE, IGCSE",tel:+919513238818,,"58/ 1, Thubarahalli Whitefield Road Behind Sriram Samriddhi Apartment, Bengaluru, Karnataka 560066",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Hockey, Kabaddi, Kho-Kho, Skating, Swimming, Table-tennis, Tennikoit, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
