Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Sharanya Narayani International School,1996,"International Schools, Boarding Schools",,Pre School - 12,"Cambridge IGCSE, International Baccalaureate, IGCSE",tel:+919513238818,,"232/1, Thoranahalli,
Byranahalli Post,
Near Hoskote (Bangalore)
Karnataka, India -563130",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro School,2009,International Schools,N/A,Pre School - 12,CBSE,tel:+919513238818,,,,,Transport
The Cambridge International School,2020,International Schools,N/A,Nursery - 11,"CBSE, International Baccalaureate",tel:+918035470244,,"Varthur Whitefield - Sarjapur Main Road, &, Brigade Utopia, near Prestige Lakeside Habitat, Gunjur Village, Bengaluru, Karnataka 560087",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
VYDEHI SCHOOL OF EXCELLENCE,2010,Day Schools,800,Nursery - Class 12,CBSE,tel:+918035470244,126628 / Annual,"Vydehi Campus, 82, Whitefield Main Rd, Whitefield, EPIP Zone, Bengaluru, Karnataka 560066, India",,,Transport
Glentree Academy,2007,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,96000 / Annual,"Nallurhalli Rd, Whitefield, Palm Meadows, Nallurhalli, Bengaluru, Karnataka 560066, India",,,
PRAJVAL VIDYA NIKETAN,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,40000 / Annual,"Prajval Vidyanikethan, Behind ITPL & Shree Sathya Sai Super Speciality Hospital Whitefield Landmark - opposite Foyer Infinity Apartment and, next to Golden Ganesh Temple, Whitefield, KIADB Export Promotion Industrial Area, Bengaluru, Karnataka 560066, India",,,Transport
SISA KENDRA,1992,Day Schools,562,Nursery - Class 12,"State Board, CBSE",tel:+918035470244,67410 / Annual,"41, Whitefield Rd, Whitefield, Byrappa Layout, Sathya Sai Layout, Bengaluru, Karnataka 560066, India",,,Transport
ST THOMAS SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"St Thomas School, Inner Cir Rd, Whitefield, Dodsworth Layout, Bengaluru, Karnataka 560066, India",,,
KUVEMPU SMARAKA VIDYA KENDRA,Day Schools,400,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,24000 / Annual,"5th cross, Immadahalli Road, Whitefield, Vinayaka Layout, Bengaluru, Karnataka 560066, India",,,Transport
AMRUTHA BHARATHI VIDYA KENDRA,1990,Day Schools,1000,Nursery - Class 10,"State Board, State Board",tel:+918035470244,25000 / Annual,"Immadihalli Main Rd, near Shri Rama Temple, Whitefield, Vinayaka Layout, Bengaluru, Karnataka 560066, India",,,Transport
"S V E-TECHONO SCHOOL, IMMADIHALLI",2009,Day Schools,N/A,Nursery - Class 8,State Board,tel:+918035470244,24000 / Annual,"XQ95+P7Q, ASN Elite Private Rd, Whitefield, Immadihalli, Bengaluru, Karnataka 560066, India",,,Transport
St Josephs Convent High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"WHITEFIELD MAIN ROAD, WHITEFIELD, Bengaluru, Karnataka",,,
Delhi Public School,2011,Day Schools,N/A,Pre-Nursery - Class 12,CBSE,tel:+918035470244,101100 / Annual,"560066,, Whitefield, Immadihalli, Bengaluru, Karnataka 560066, India",,,Transport
The Deens Academy,2006,Day Schools,1801,Pre-Nursery - Class 12,CBSE,tel:+918035470244,118000 / Annual,"No. 64/1 & 65/2, ECC Rd, Whitefield, Dodsworth Layout, Bengaluru, Karnataka 560066, India",,,Transport
Holy Cross School,2006,Day Schools,1377,Nursery - Class 10,CBSE,tel:+918035470244,46700 / Annual,"XPHX+Q62, Abhayadhama Rd, Whitefield, Pattandur Agrahara, Bengaluru, Karnataka 560066, India",,,Transport
Bachpan Play School,2004,Play Schools,84,Pre School - PRE,State Board,tel:+919513238818,44000,"Behind Reddy hotel, Immadihalli Rd, near Karu mariamma temple, Immadihalli, Bengaluru, 560066",MR. KRISHAN SHARMA Vice President (VP) / N/A MR. S.K GUPTA Chairman / N/A,Yoga,Smart Classrooms
WHITEFIELD GLOBAL SCHOOL,2008,Day Schools,1697,Nursery - Class 12,CBSE,tel:+918035470244,110000 / Annual,"KRS Garden, Channasandra Main Rd, near Hope Farm Circle, Whitefield, Ambedkar Nagar, Bengaluru, Karnataka 560066, India",,,Transport
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"House No.106, 3rd Cross Rd, Prasanth Extension Layout, Near, Hope Farm Signal, Whitefield, Bengaluru, Karnataka 560066",Dr. Subhash Chandra Chairman / N/A,Yoga,
Ujjval Vidyalaya Composite School,Day Schools,950,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,45000 / Annual,"XQP3+C77, Whitefield Rd, near Hope Farm Circle, Whitefield, Pattandur Agrahara, Kadugodi, Bengaluru, Karnataka 560066, India",,,
KiDeens,2006,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,105000,"2, Ramagondanahalli Borewell Rd, Phase 2, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066",KiDeens Team Ramagondanahalli Teachers / N/A,Yoga,"Transport, Smart Classrooms"
Nagarjuna Vidyaniketan,1995,Day Schools,1400,Pre-Nursery - Class 12,"CBSE, IGCSE",tel:+918035470244,100000 / Annual,"NO 104, Bengaluru, Karnataka 560064, India",,,Transport
The Prodigies International School,International Schools,N/A,Pre School - 12,CBSE,Co-Education,tel:+918035470244,84000 / Annual,"Sr No. 65/1, Sorahunise, Varthur, Bengaluru, Karnataka 560087, India",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Swimming, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Pratham International School,2010,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,50000 / Annual,"Valepura, Kotur, 49/4, Muthsandra Main Rd, near Varthur, Bengaluru, Karnataka 560087, India",,,Transport
ROYAL ENGLISH HIGH SCHOOL,Day Schools,300,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,26300 / Annual,"Plot 32 &33, House No 44, Maruthi Layout, 3rd Cross Rd, Chennappa Layout, Chinnappana Halli, Bengaluru, Karnataka 560037, India",,,Transport
Orchids International School,2013,International Schools,,Pre School - 10,CBSE,tel:+919513238818,,"Survey No. 97/92/2,Opposite GCN Brindavan Apartment Belatur Main Road Domasandra Village Bidrahalli, Hobli, East, Bengaluru, Karnataka 560049",,"Badminton, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,Public Schools,719,1 - 10,"CBSE, IGCSE",tel:+919513238818,,"Survey No 9/2, Konadasapura Village Bidarahalli Hobli, Kadugodi Main Road Bengaluru East Taluk, Kadugodi, Bengaluru, Karnataka 560067",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Time Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"#55, 2, Next to Shakthi Fairmont Apartment, Kumbena Agrahara, Kadugodi, Bengaluru, Karnataka 560067",,Yoga,
Pragathi the school,2007,Day Schools,1300,Nursery - Class 12,CBSE,tel:+918035470244,40000 / Annual,"railway station, opp. whitefield, Kadugodi, Bengaluru, Karnataka 560067, India",,,Transport
Sharadha Vidya Mandir,1998,Day Schools,1682,Nursery - Class 10,CBSE,tel:+918035470244,72000 / Annual,"Whitefield Railway Station, Ayyappa Swamy Temple Road, Kadugodi, Bengaluru, Karnataka 560067, India",,,Transport
RYAN INTERNATIONAL SCHOOL,1998,Day Schools,4000,Nursery - Class 12,ICSE,tel:+918035470244,75000 / Annual,"behind Hindustan Lever Ltd, near AECS Layout, M.H.Colony, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",,,Transport
Ryan Global School,Day Schools,200,Class 1 - Class 12,"IGCSE, IGCSE, IGCSE",Co-Education,tel:+918035470244,155000 / Annual,"M. H. Colony, Ryan School Rd, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",,,Transport
ADAMS MEMORIAL HIGH SCHOOL,Day Schools,1800,Class 1 - Class 10,State Board,Co-Education,tel:+918035470244,12000 / Annual,"XQV8+683, Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru, Karnataka 560067, India",,,
The Learning Curve,2011,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"327, B Block, 1st Main, AECS layout, Kundalahalli, Bengaluru, Karnataka 560037",Suhas Bedekar Founder Director / N/A,Yoga,
Little Explorers Academy,Day Schools,N/A,Pre-Nursery - Class 8,CBSE,Co-Education,tel:+918035470244,70000 / Annual,"# 37/3, (143), 7th Main, ITPL Main Rd, BEML Layout 6th Stage, BEML Layout, Brookefield, Bengaluru, Karnataka 560066, India",,,Transport
Orchids The International School,2022,Day Schools,800,Nursery - Class 7,CBSE,tel:+918035470244,90000 / Annual,"Survey No. 86/5 and 87/1, Panathur Main Rd, next to Mahindra First Choice Showroom, Munnireddy Layout, Panathur, Bengaluru, Karnataka 560103, India",,,Transport
CHISTIYA INTERNATIONAL SCHOOL,2017,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,95000 / Annual,"GUNJUR VILLAGE VARTHUR HOBLI, BANGALORE EAST TALUK, Bengaluru, Karnataka",,,Transport
Chrysalis High School,N/A,"International Schools, Play Schools",N/A,LKG - 10,"CBSE, ICSE, Other Boards",tel:+919513238818,,"Survey No. 219/3 & 219/5,, Varthur Main Road, Bengaluru, Karnataka 560087",,"Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Throwball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Basil Woods International School,2018,International Schools,N/A,Pre School - 12,Cambridge IGCSE,tel:+918035470244,,"159/2, Gunjur - Mugalur Rd, Halasahalli, Bengaluru, Karnataka 560087",,,
Pratham International School,2018,International Schools,N/A,Pre School - 12,ICSE,tel:+918035470244,,"Valepura, Kotur, 49/4, Muthsandra Main Rd, near Varthur, Bengaluru, Karnataka 560087",,,
Sesame Street Preschool,1969,Play Schools,55,Pre School - PRE,Other Boards,tel:+919513238818,65000,"H.NO.3, Bright Farm, Thubrahalli, Kundalhalli, Varthur Rd, Whitefield, Bengaluru, Karnataka 560066",,Yoga,
vishwa vidyapeeth School Varthur,2012,Day Schools,1000,-,Other Boards,tel:+918035470244,120000 / Annual,"Nekkundi Dommasandra, Varthur, Bengaluru, Nekkundi Dommasandra, Karnataka 560087, India",,,
Jnana Sagar Vidhya Mandhira,2013,Public Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"Near Dharmaraya Swamy Temple, Muyhsandra Road, Varthur, Bengaluru, Karnataka 560087",,,
Naksha Academy,2017,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Bus Stop, State Highway 35, Devasthanagalu, Via Varthur, near Gunjur, Bengaluru, Karnataka 560087",,,
Vahe Global Academy,2018,International Schools,N/A,Pre School - 10,CBSE,tel:+918035470244,,"Near, Kachmaranhalli, Kodathi to Gunjur Main Road, Gunjur, Marathahalli - Sarjapur Rd, Varthur, Karnataka 560087",,,
Sri Sri Ravishankar Vidya Mandir,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"No. 29, Kachamaranahalli, Varthur Hobli Gunjur, Bengaluru Gunjor Village, Karnataka 560087",,,
Bethel Baptist Academy,1999,"International Schools, Govt Schools",N/A,Pre School - 10,"ICSE, State Board",tel:+918035470244,,"No.104, 1&2 Flr, 17Th C Main Road, 5Th Blk, Koramangala, Near Acura Speciality Hospital, Bengaluru, Karnataka 560095",,,
Vishwa Vidyapeeth,2018,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Nekkundi Dommasandra, Varthur, Bengaluru, Karnataka 560087",,,
Chistiya International School,2012,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"State Highway 35, Devasthanagalu, Via Varthur, Near Gunjur Bus Stop Bangalore , Karnataka India - 560087",,,
Explorers Academy,2010,Public Schools,N/A,Pre School - 8,CBSE,tel:+918035470244,,"Survey # 78/4, 78/5, Halasahalli-Thippasandra village Gunjur Post, Off Varthur Sarjapur Road Sarjapura Hobli, Anekal, Taluk, Varthur, Karnataka 560087",,,
ARUNODAYA RESIDENTIAL SCHOOL,Day Schools,1000,Nursery - Class 12,State Board,Co-Education,tel:+918035470244,45000 / Annual,"Nekkundi Dommasandra Near Varthur, Bengaluru, Chikkanekkundi, Karnataka 560087, India",,,Transport
Kids Castle Pre School,2024,Play Schools,,Pre School - UKG,"Montessori, Other",tel:+918035470244,40000,"Survey #81, 1st cross, 1st main, Prakash Layout, Varthur",,Yoga,"Medical Facility, Smart Classrooms, Library"
NARAYANA E-TECHNO SCHOOL,2012,Day Schools,1463,Pre-Nursery - Class 10,CBSE,tel:+918035470244,70000 / Annual,"Near Kundanahalli, Gate, Marathahalli, main road, Whitefield, Kumarapalli, Thubarahalli, Bengaluru, Karnataka 560066, India",,,Transport
SRS Vidhyalaya,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"2nd Cross Rd, Whitefield, Kumarapalli, Thubarahalli, Bengaluru, Karnataka 560066, India",,,
Baldwin Co-Education Ectension High School,1880,International Schools,550,LKG - 12,ICSE,tel:+919513238818,135000,"2nd Cross, 10th Main, 5th Stage, BEML Layout, Rajarajeswari Nagar, Bengaluru, Karnataka 560098",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Kho-Kho, Lawn Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"Harsha Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560060",Dr. Subhash Chandra Chairman / N/A,Yoga,
Gopalan International School,2004,Day Schools,700,Nursery - Class 12,ICSE,tel:+918035470244,135686 / Annual,"Basavanagar, Seetharampalya - Hoodi Rd, Shivaji Nagar, Seetharampalya, Hoodi, Bengaluru, Karnataka 560048, India",,,Transport
Lady Vailankanni English School,1992,Day Schools,600,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,30000 / Annual,"Gunjur - Balagere Road, behind Vinayaka Theatre, Varthur, Bengaluru, Karnataka 560087, India",,,Transport
ORCHARD SCHOOL,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,120000 / Annual,"HOUSE NO 188, SITA LAKSHMI A BLOCK, AECS LAYOUT BROOKFIELD, BEHIND CMIRT COLLAGE, Bengaluru, Karnataka",,,Transport
THE BRILLIANT SCHOOL,1991,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,35000 / Annual,"XMM4+JX7, Byrasandra Extension, Suddaguntapalya, C V Raman Nagar, Bengaluru, Karnataka 560093, India",,,Transport
The Brilliant School,1991,Day Schools,62,Nursery - Class 10,State Board,tel:+918035470244,50000 / Annual,"No. 2/1, L.N.Pura, gate, Kundalahalli Main Rd, near Kundalahalli, E Block, AECS Layout, Munnekollal, Bengaluru, Karnataka 560037, India",,,Transport
VIBGYOR HIGH SCHOOL,2004,Day Schools,N/A,Pre-Nursery - Class 12,"IGCSE, ICSE",tel:+918035470244,171500 / Annual,"Thubarahalli Whitefield Road 58/ 1, Vibgyor High School Road Behind Sriram Samriddhi Apartment, 58/ 1, Vibgyor High School Rd, Behind Sriram Samriddhi Apartment, Whitefield, Thubarahalli, Bengaluru, Karnataka 560066, India",,,Transport
Vagdevi Vilas School,2004,Day Schools,3092,Nursery - Class 12,CBSE,tel:+918035470244,85000 / Annual,"77/2, 77/3B, 77/4, 77/5, 6th Cross Rd, Whitefield, Thubarahalli, Marathahalli, Bengaluru, Karnataka 560037, India",,,Transport
Time Kids,N/A,Play Schools,40,Pre School - PRE,Other Boards,tel:+919513238818,36000,"006,krishna excel stone apartment, Balagere Rd, Bengaluru, Karnataka 560087",,Yoga,Smart Classrooms
K K English High School,1978,Day Schools,1800,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"SH 35, Devasthanagalu, Varthur, Bengaluru, Karnataka 560087, India",,,Transport
EUROSCHOOL WHITEFIELD,2011,Day Schools,2540,LKG - Class 12,CBSE,tel:+918035470244,90000 / Annual,"No. 36, 183, Seetharampalya - Hoodi Rd, behind KPS Yard, NCPR Industrial Layout, Doddanakundi Industrial Area 2, Seetharampalya, Mahadevapura, Bengaluru, Karnataka 560048, India",,,
NavaPrajna Public School,2006,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,43000 / Annual,"Navjaeevan Nilaya Complex, Airport, Whitefield Rd, Vaikuntam Layout, Lakshminarayana Pura, Marathahalli, Bengaluru, Karnataka 560037, India",,,Transport
EuroKids Pre-School Brookefield Kundalahalli Marathalli,2001,Play Schools,N/A,Pre School - UKG,CBSE,tel:+918035470244,,"No. 188, Om Enterprises, A Block AECS Layout, near Canara Bank, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037",,,
