Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Sadhu Vasvani International School,1933,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"No 348/1 and 348/2, Bettahalsur Village Jala Hobli, Yelahanka, Bangalore - 562157",,,Transport
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"5th Cross Road, Vinayak Nagar, Bengaluru, Karnataka 560017",Dr. Subhash Chandra Chairman / N/A,Yoga,Smart Classrooms
Vinayaka Public School,1997,Day Schools,750,Nursery - Class 10,ICSE,tel:+918035470244,45000 / Annual,"Vinayaka Public School, Vinayak Nagar, Kattigenahalli, Bengaluru, Karnataka 560064, India",,,Transport
Canadian International School,1996,Boarding Schools,2000,Nursery - Class 12,"International Baccalaureate, IGCSE",tel:+918035470244,500000 / Annual,"4 & 20, Manchenahalli, BSF Campus, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
Ryan International school,2005,Day Schools,1152,Nursery - Class 10,ICSE,tel:+918035470244,78000 / Annual,"No 2, Vederapura Village, Gantiganahalli Road Behind Armed Police Training Centre, Bagaluru, Cross, BSF Campus, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
Canadian International School,1996,Boarding Schools,2000,Nursery - Class 12,"International Baccalaureate, IGCSE",tel:+918035470244,500000 / Annual,"4 & 20, Manchenahalli, BSF Campus, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
Aditya National Public School,1998,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,45000 / Annual,"12, Kogilu Main Rd, Behind Annapurneshwari Temple, Maruthi Nagar, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
BHARATHI PUBLIC SCHOOL,2008,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,45000 / Annual,"IAF post, Bagalur Main Rd, Baba Nagar, Kattigenahalli, Bengaluru, Karnataka 560064, India",,,Transport
Saralaya Vidya Vyasa School,2022,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Durgamba Layout, Kattigenahalli, Sathanur, Karnataka 560064",,,Transport
GOODWILL ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"Tank Bund Rd, Venkatala Village, Old Town, Yelahanka, Bengaluru, Karnataka 560064, India",,,
SREE SADGURU ENGLISH SCHOOL,1982,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"Bestara Colony, Kamakshiamma Layout, Yelahanka, Bengaluru, Karnataka 560064, India",,,
Bharath English High School,1980,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"4H4V+3J6, Kamakshiamma Layout, Yelahanka, Bengaluru, Karnataka 560064, India",,,
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,38000,"15/4, Prakruthi Nagar, Kogilu Agrahara Road, Kogilu, Bengaluru, Karnataka 560064",Dr. Subhash Chandra Chairman / N/A,Yoga,
Vijayajyoyhi English School,Day Schools,N/A,LKG - Class 10,State Board,Co-Education,tel:+918035470244,20000 / Annual,"4H4V+V32, BBMP Office Rd, Kamakshiamma Layout, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
EuroSchool North Campus,2012,Day Schools,1453,LKG - Class 12,CBSE,tel:+918035470244,80000 / Annual,"Survey No – 27, Srinivasa Pura Village Bella Halli – North Campus Main Road Kogilu,Yelahanka, Hobli, Srinivaspur, Bengaluru, Karnataka 560064, India",,,Transport
FIRST STEPS SCHOOL,1984,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,tel:+918035470244,130000 / Annual,"Plot No 59 Garg Street Agrahara village main road, BBMP Ward No.5, Prakruthi Nagar, Yelahanka, Bengaluru, Karnataka 560064, India",,,
POORNAPRAJNA EDUCATION CENTRE,Day Schools,1800,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,36600 / Annual,"6, 9th B Cross Rd, Near KHB complex, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Chrysalis High School,2013,Day Schools,N/A,Nursery - Class 11,CBSE,tel:+918035470244,160000 / Annual,"Chrysalis High Road, 15/1B, Sector A, LBS Nagar, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
CAMBRIDGE PUBLIC SCHOOL,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,75000 / Annual,"Major Akshay Girish Kumar Rd, Sector A, Yelahanka Satellite Town, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
Delhi Public School,1984,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,Fee range is from Rs. 50000 to Rs. 125000,"Survey No 35/1A Off Bellary Road Jalla Hobli Bagalur, Post, Sathnur Village, Bengaluru, Karnataka 562149",Manju Balasubramanyam Principal / N/A,"Basketball, Carroms, Chess, Cricket, Hockey, Kabaddi, Kho-Kho, Skating, Swimming, Table-tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
SRI VIVEKA BALA MANDIRA,1986,Day Schools,N/A,LKG - Class 10,"CBSE, State Board",tel:+918035470244,30000 / Annual,"4H2M+GWP, 2nd A Cross Rd, Yelahanka Satellite Town, Yelahanka, Bengaluru, Karnataka 560064, India",,,
Winmore Academy Jakkur,2019,Day Schools,N/A,Pre-Nursery - Class 6,CBSE,tel:+918035470244,79500 / Annual,"Survey No. 37/1, Nehru Nagar Shivannahalli, Off, Jakkur - Yelahanka Rd, Nehru Nagar, Bengaluru, Karnataka 560064, India",,,Transport
Smart Kidz,2014,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,28000,"Valagerihalli, Subash Nagar, Kengeri Satellite Town, Bengaluru, Karnataka 560060",A.S. Ganesh Managing Director / N/A,Yoga,
Bright English School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,51000 / Annual,"#27 MIG, 3rd phase, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Seshadripuram Public School,2002,Day Schools,650,Nursery - Class 12,ICSE,tel:+918035470244,70000 / Annual,"KMF Mother Dairy, Road, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560106, India",,,Transport
Agragami Vidya Kendra,1999,Day Schools,300,Nursery - Class 12,CBSE,tel:+918035470244,60000 / Annual,"C.A.#15, 1-A, 13th Main Road, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560106, India",,,Transport
Poornaprajna High School,1991,Day Schools,N/A,Class 8 - Class 10,State Board,tel:+918035470244,79000 / Annual,"6, 9th B Cross Rd, Near KHB complex, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Karnataka Public School,2005,Day Schools,598,Pre-Nursery - Class 10,"CBSE, CBSE, CBSE",tel:+918035470244,50000 / Annual,"No. 22/1, Chokkanahalli, Hegde Nagar Main Road, Yelahanka Hobli Bengalur, Chokkanahalli, Bengaluru, Thirumenahalli, Karnataka 560064, India",,,Transport
National Public School,2013,Day Schools,607,Nursery - Class 12,CBSE,tel:+918035470244,157000 / Annual,"22/B-1, 3rd B Cross Road, Sector B, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
New Town Public School,1992,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"1170, 10th B Cross Rd, near R T O Office, 2nd Stage, HIG, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Seshadripuram High School,1992,Day Schools,1000,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,42000 / Annual,"C.A. Site No 22, Behind Yelahanka Newtown Police Station,, SESHADRIPURAM HIGHER-PRIMARY SCHOOL, SESHADRIPURAM PUBLIC SCHOOL, Yelahanka Satellite Town, Yelahanka, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
G.K.Naidu School,2004,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,73000 / Annual,"#32, Opp BMTC Bus Stand, 3rd Main, 4th Cross, 5th Phase New Town, Yelahanka, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Vidyaprakash School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"6/ 8Jakkur Plantation ,Near Jakkur Aerodrome, Jakkur Plantation, Jakkuru, Bengaluru, Karnataka 560064, India",,,Transport
Kesar The International School,International Schools,N/A,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,"#5/5, Hosahalli,Vidyanagar Main Road, Hunasamaranahalli, Bengaluru North - 562158",,,
Kidzee,2003,Play Schools,26,Pre School - PRE,Other Boards,tel:+919513238818,46000,"Agrahara Badavane, Thirumenahalli, Karnataka 560064",Dr. Subhash Chandra Chairman / N/A,Yoga,Smart Classrooms
Bachpan Play School,2004,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,40000,"SFS 208 4th Phase, Self Financed Society 407 Colony, Yelahanka New Town, Bengaluru, Karnataka 560064",MR. KRISHAN SHARMA Vice President (VP) / N/A MR. S.K GUPTA Chairman / N/A,Yoga,"Transport, Smart Classrooms"
Kidzee,2003,Play Schools,75,Pre School - PRE,Other Boards,tel:+919513238818,50000,"A2, Off -560064, 17, 1st Main Rd, A Sector, RWF West Colony, Yelahanka New Town, Bengaluru, Karnataka 560064",Dr. Subhash Chandra Chairman / N/A,Yoga,Transport
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"No.108B, D.7, 3rd Main Road, 407 SFS, 4th Phase, Yelahanka New Town, Bengaluru, Karnataka 560064",Mr. Raman Bajaj Founder / MBA,Yoga,
Hello Kids,2005,Play Schools,42,Pre School - PRE,Other Boards,tel:+919513238818,37000,"No.2045, 1st, B Main Road,Sector B, Yelahanka New Town, Bengaluru, Karnataka 560064",,Yoga,"Transport, Smart Classrooms"
Sesame Street Preschool,1969,Play Schools,45,Pre School - PRE,Other Boards,tel:+919513238818,49000,"582/82, 12B main, 19th Cross, B Sector,, 3rd Phase, Yelahanka New town, Bengaluru, Karnataka 560064",,Yoga,
M E C PUBLIC SCH0OL,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,39500 / Annual,"Plot No, 12, 9th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
SRI CHAITANAYA TECHNO SCHOOL,2017,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,60000 / Annual,"Aswathnarayana, 1st A Cross Rd, Akshaya Nagar, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Chrysailis High,2013,Public Schools,N/A,Pre School - 12,CBSE,tel:+918035470244,,"Chrysalis High Road, 15/1B, Sector A, LBS Nagar, Yelahanka New Town, Bengaluru, Karnataka 560064",,,Transport
GOMATHY GLOBAL SCHOOL,Day Schools,N/A,-,Other Boards,Co-Education,tel:+918035470244,20000 / Annual,"12/3, K. Narayanapura to Nagenahalli Main Road, TO, Nagareshwara Nagenahalli Main Rd, Narayanapura, Bengaluru, Kothnur Narayanapura, Karnataka 560077, India",,,
JDB International School,Day Schools,400,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,25000 / Annual,"8th Main Rd, Near Gym, Judicial Layout, Judicial, Bengaluru, Karnataka 560065, India",,,Transport
Ooty Conent School,2006,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"Ananthapura St, Ferrar Nagar, Yelahanka, Bengaluru, Karnataka 560064, India",,,Transport
The Shri Ram Universal School,2023,Public Schools,,Pre School - 6,CBSE,tel:+918035470244,"1,68,000/- to 1,80,000/-","#99, Green Garden layout, Phase 2, Chokkanahalli, bangalore north 560064.",,"Basketball, Cricket, Football, Skating, Swimming, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Capitol Public School,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,61750 / Annual,"3JPJ+6X2, Chokkanahalli Main Rd, Police Quarters, RK Hegde Nagar, Bengaluru, Thirumenahalli, Karnataka 560077, India",,,Transport
PKS School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,40000 / Annual,"Jakkur, Arkavathy Layout, Sampigehalli, Bengaluru, Karnataka 560064, India",,,Transport
Nagarjuna Vidyaniketan,1995,Day Schools,N/A,Nursery - Class 12,"CBSE, IGCSE",tel:+918035470244,100000 / Annual,"NO 104, Bengaluru, Karnataka 560064, India",,,Transport
Sree VidyaSagar High School,1975,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,30000 / Annual,"55, 7th A Main Rd, Escorts Colony, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
Sree Swamy Vivekananda School,2017,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,65000 / Annual,"Attur Main Road, Attur Layout, Near-Sri Ranganatha Swamy Kalyanamantapa, 4H38+CF2, Yelahanka New Town, Escorts Engineers Layout, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
SRI RAMA VIDYALAYA,1990,Day Schools,580,Pre-Nursery - Class 10,"CBSE, State Board",tel:+918035470244,45000 / Annual,"103/2, Flying Club, behind Jakkur, Jakkuru, Bengaluru, Karnataka 560064, India",,,Transport
Vibgyor High School,2004,Day Schools,480,Nursery - Class 10,"ICSE, CBSE",tel:+918035470244,170500 / Annual,"Survey No: 55/6 80 Feet Road, North, Taluk, Arkavathy Layout, Jakkur, Bengaluru, Karnataka 560064, India",,,Transport
BG NATIONAL PUBLIC SCHOOL,2006,Day Schools,1000,Pre-Nursery - Class 10,State Board,tel:+918035470244,38000 / Annual,"Opposite to Areo Drum, Jakkuru Layout, Byatarayanapura, 3HCX+WVV, Yelahanka, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560064, India",,,Transport
Vibgyor High School,2004,Public Schools,409,1 - 7,CBSE,tel:+919513238818,,"Survey No: 55/6 80 Feet Road, North, Taluk, Arkavathy Layout, Jakkur, Bengaluru, Karnataka 560064",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Carroms, Chess, Cricket, Gymnastics, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Swimming, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro Kids,2001,Play Schools,150,Pre School - PRE,Other Boards,tel:+919513238818,47000,"141/8, Jairam Estate, Jakkur, Near Justruf,, Behind Bharath Seva Ashram, Bengaluru, Karnataka 560064",,Yoga,Smart Classrooms
I Play I Learn,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"#23, Double Road B G S Layout (Earlier K G Layout) Jakkur, Bengaluru, Karnataka 560062, India",,Yoga,Smart Classrooms
INNOVATORSINTERNATIONALSCHOOL,2021,International Schools,N/A,LKG - 5,CBSE,tel:+919513238818,,"GOKARE,Yelahanka Vijayapura Road Binnmangala gate yeliyur, post, Devanahally, Karnataka 562110",,,Transport
National Academy for Learning Jakkur,,N/A,-,,Co-Education,tel:+918035470244,,"National Academy for Learning Sampigehalli, Sampigehalli-Jakkur Road Jakkur Post,Bangalore-560079, Karnataka State,India",,,
National Academy for Learning Jakkur,,N/A,-,,Co-Education,tel:+918035470244,,"National Academy for Learning Sampigehalli, Sampigehalli-Jakkur Road Jakkur Post,Bangalore-560079, Karnataka State,India",,,
SLV VIDYANIKETHAN SCHOOL,2005,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"Balaji Layout, Dasarahalli, Bengaluru, Karnataka 560092, India",,,Transport
AMRUTHA PUBLIC SCHOOL,1985,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,12000 / Annual,"3H8X+CXF, Amruthahalli Main Rd, Hoodi Layout, Sneha Nagar, Byatarayanapura, Bengaluru, Karnataka 560092, India",,,Transport
Vidyamandir Public School,2006,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,45000 / Annual,"Amruthahalli Main Rd, Talacauvery Layout, Amrutahalli, Byatarayanapura, Bengaluru, Karnataka 560092, India",,,Transport
B G NATIONAL PUBLIC HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,30000 / Annual,"Opposite to Areo Drum, Jakkuru Layout, Byatarayanapura, 3HCX+WVV, Yelahanka, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560064, India",,,Transport
Sofia Public School,2014,Day Schools,300,Pre-Nursery - Class 9,"CBSE, CBSE, CBSE",tel:+918035470244,60000 / Annual,"63/2, Chokkanahalli, Hegde Nagar Rd, Balaji Layout, Yelahanka Hobli, Bengaluru, Karnataka 560064, India",,,Transport
The Landmark School,2010,Public Schools,N/A,Pre School - 10,CBSE,tel:+919513238818,,"SY. No: 112/2, Rampura, Avalahalli - Byrathi Main Road Bidarahalli, hobli, Bengaluru, Karnataka 560049",,,Transport
Arrow Kids Public School,Public Schools,1500,LKG - 5,"ICSE, State Board",Co-Education,tel:+919513238818,30000,"#2, 2nd cross, Vinoba Colony
Avalahalli, Bangalore -500 026",,"Carroms, Chess, Cricket, Football, Volleyball","Transport, Computers Facility, Library"
ST. JOHNS ENGLISH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"18TH CROSS JAKKUR CROSS, AMRUTHAHALLI, NEAR OLD POLIC STATION, Bengaluru, Karnataka",,,Transport
MR INTERNATIONAL SCHOOL,2008,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,40000 / Annual,"Thanisandra Main Road, near RK Hegde Nagar, Narayanapura, Bengaluru, Karnataka 560077, India",,,Transport
Chaman Bhartiya School,2019,Day Schools,1000,Nursery - Class 9,"ICSE, International Baccalaureate",tel:+918035470244,215000 / Annual,"Chaman Bhartiya School, Bhartiya City, Thanisandra Main Rd, Devin Paradise Enclave, Bengaluru, Karnataka 560064, India",,,Transport
NARAYANA E TECHNO SCHOOL,2016,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,71875 / Annual,"1st Main, Thirumala Dhabha Circle, Kaveri Layout, Near, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064, India",,,Transport
FEDERAL PUBLIC SCHOOL,2010,Day Schools,1300,Nursery - Class 10,ICSE,tel:+918035470244,98000 / Annual,"#27, Hegade Nagar Main Road, Opp KNSIT, Thirumenahalli, Thanisandra Main Road, Yelahanka, Chokkanahalli, Bengaluru, Bellahalli, Karnataka 560064, India",,,Transport
GOLDEN CHARIOT PUBLIC SCHOOL,2009,Day Schools,600,Nursery - Class 10,State Board,tel:+918035470244,18500 / Annual,"55,M.S Nagar, Belhalli Cross, Hegdenagar Main Road, Yelahanka, Agrahara Badavane, Bengaluru, Bellahalli, Karnataka 560064, India",,,Transport
Sri Aurobindo Public School,2004,Day Schools,357,Pre-Nursery - Class 10,CBSE,tel:+918035470244,43600 / Annual,"# 206/4B, Canara Bank Layout pai Nagar, Canara Bank Layout, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560097, India",,,Transport
VIVEKANANDA SCHOOL,1996,Day Schools,600,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,35000 / Annual,"Airport Road, near Cafe Nosh, off Bangalore International, Nti Layout, Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka 560092, India",,,Transport
ORCHIDS INTERNATIONAL SCHOOL,1996,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,82700 / Annual,"Airport Road, near Cafe Nosh, off Bangalore International, Nti Layout, Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka 560092, India",,,Transport
School Vivekananda,1996,Day Schools,N/A,Nursery - Class 10,"ICSE, State Board",tel:+918035470244,38000 / Annual,"Airport Road, near Cafe Nosh, off Bangalore International, Nti Layout, Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka 560092, India",,,Transport
Vivekanada School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"Airport Road, near Cafe Nosh, off Bangalore International, Nti Layout, Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka 560092, India",,,Transport
