Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Ekya School,2012,Day Schools,1164,Nursery - Class 10,CBSE,tel:+918035470244,135000 / Annual,"2851, ITPL Bypass Road Doddanekkundi, Extension, Dodda Nekkundi Extension, Friends Layout, Bengaluru, Karnataka 560037, India",,,Transport
"CMR National PU College, ITPL",Other Collections,N/A,11 - 12,State Board,Co-Education,tel:+918035470244,,"2851, Friends Layout ITPL Bypass Road, Doddanekkundi Extension, Bangalore- 560037",,,
ORCHARD SCHOOL,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,120000 / Annual,"HOUSE NO 188, SITA LAKSHMI A BLOCK, AECS LAYOUT BROOKFIELD, BEHIND CMIRT COLLAGE, Bengaluru, Karnataka",,,Transport
Baldwin Co-Education Ectension High School,1880,International Schools,550,LKG - 12,ICSE,tel:+919513238818,135000,"2nd Cross, 10th Main, 5th Stage, BEML Layout, Rajarajeswari Nagar, Bengaluru, Karnataka 560098",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Handball, Kabaddi, Kho-Kho, Lawn Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"Harsha Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560060",Dr. Subhash Chandra Chairman / N/A,Yoga,
Vibgyor Roots and Rise,2004,Public Schools,N/A,LKG - 7,"CBSE, IGCSE",tel:+919513238818,127000,"Survey No.30, Doddanekkundi Village Mahadevapura Post, East, Taluk, KR Puram, Uttarahalli Hobli, Bengaluru, Karnataka 560037",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Ekya School,2010,International Schools,N/A,LKG - 12,CBSE,tel:+919513238818,130000,"2851, ITPL Bypass Road, Doddanekkundi Extension, Friends Layout, Bengaluru, Karnataka 560037",Dr. Tristha Ramamurthy Founder and Managing Director / N/A,"Basketball, Billiards, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
The Tree House,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,33000,"4 Lrde Layout,, Outer Ring Rd, Doddanekkundi, Bengaluru, Karnataka 560037",,Yoga,
Hello Kids,2005,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,35000,"No. 110, Post Office Rd, Pragathi Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037",,Yoga,Smart Classrooms
VIBGYOR ROOTS & RISE,2004,Day Schools,300,Pre-Nursery - Class 12,CBSE,tel:+918035470244,113900 / Annual,"Survey No.30, Doddanekkundi Village Mahadevapura Post KR Puram Hobli, East, Taluk, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560048, India",,,
Bachpan Play School,2004,Play Schools,100,Pre School - PRE,Other Boards,tel:+919513238818,44000,"Manasarovar Apartments, 1st Main, 7th Cross 52/53, 3rd A Cross Road, Lake View Rd, near Rama Temple, Gururaja Layout, Vibhutipura Extension, Doddanekundi, Bengaluru, Karnataka 560037",MR. KRISHAN SHARMA Vice President (VP) / N/A MR. S.K GUPTA Chairman / N/A,Yoga,"Transport, Smart Classrooms"
YM Public School,Public Schools,,Pre School - 12,CBSE,Co-Education,tel:+918035470244,,,,"Athletics, Badminton, Basketball, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vera International Preschool & Childcare,2022,Play Schools,100,Pre School - PRE,"International Baccalaureate, Montessori",tel:+918035470244,,"Sy.No.17/1, Outer Ring road, Opp. to Prestige Cessna Park, Marathahalli-Bellandur Outer Ring Road, Kadubeesanahalli, Varthur Hobli, Bangalore, Bengaluru, Karnataka",,,Transport
Your Kids R Our Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,125000,"Prestige Tech Park Rd, Kadubeesanahalli, Bengaluru, Karnataka 560103",,Yoga,Smart Classrooms
Little Explorers Academy,Day Schools,N/A,Pre-Nursery - Class 8,CBSE,Co-Education,tel:+918035470244,70000 / Annual,"# 37/3, (143), 7th Main, ITPL Main Rd, BEML Layout 6th Stage, BEML Layout, Brookefield, Bengaluru, Karnataka 560066, India",,,Transport
VIBGYOR HIGH SCHOOL,2004,Day Schools,N/A,Pre-Nursery - Class 12,"IGCSE, ICSE",tel:+918035470244,171500 / Annual,"Thubarahalli Whitefield Road 58/ 1, Vibgyor High School Road Behind Sriram Samriddhi Apartment, 58/ 1, Vibgyor High School Rd, Behind Sriram Samriddhi Apartment, Whitefield, Thubarahalli, Bengaluru, Karnataka 560066, India",,,Transport
Vagdevi Vilas School,2004,Day Schools,3092,Nursery - Class 12,CBSE,tel:+918035470244,85000 / Annual,"77/2, 77/3B, 77/4, 77/5, 6th Cross Rd, Whitefield, Thubarahalli, Marathahalli, Bengaluru, Karnataka 560037, India",,,Transport
NARAYANA E-TECHNO SCHOOL,2012,Day Schools,1463,Pre-Nursery - Class 10,CBSE,tel:+918035470244,70000 / Annual,"Near Kundanahalli, Gate, Marathahalli, main road, Whitefield, Kumarapalli, Thubarahalli, Bengaluru, Karnataka 560066, India",,,Transport
SRS Vidhyalaya,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,35000 / Annual,"2nd Cross Rd, Whitefield, Kumarapalli, Thubarahalli, Bengaluru, Karnataka 560066, India",,,
VIBGYOR ROOTS & RISE,2004,Day Schools,300,Pre-Nursery - Class 12,CBSE,tel:+918035470244,113900 / Annual,"No. 84/3, Silver Woods Main Road Next Apartment, Vaswani Reserve, New Kaverappa Layout, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103, India",,,
Orchids The International School,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,55000 / Annual,"Survey No. 86/5 and 87/1, Panathur Main Rd, next to Mahindra First Choice Showroom, Munnireddy Layout, Panathur, Bengaluru, Karnataka 560103, India",,,Transport
Neev Academy,2005,International Schools,N/A,LKG - 12,"International Baccalaureate, ICSE",tel:+919513238818,425000,"Sy.No.16, Yemalur - Kempapura Main Road Opp. Sai Garden Appartments, Yemalur, Bengaluru, Karnataka 560037",Kavita Gupta Sabharwal Director / .,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Kabaddi, Kho-Kho, Swimming, Tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Euro Kids,2001,International Schools,47,Pre School - PRE,Other Boards,tel:+919513238818,47000,"24/5, Near Nandi Sunshine, 3rd Cross Road Cross, Yemalur, Bengaluru, Karnataka 560037",,Yoga,Smart Classrooms
Geetanjali Olympiad School,2012,Public Schools,770,LKG - 10,CBSE,tel:+919513238818,65000,"Sy.no-77/7,Panathur Village Road, behind Cessna Business Park, Kadubeesanahalli, Bengaluru, Karnataka 560103",P. Sreenivas Chairman / N/A,"Athletics, Carroms, Chess, Cricket, Kabaddi, Kho-Kho, Table-tennis, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vibgyor High School,2004,Public Schools,N/A,LKG - 7,CBSE,tel:+919513238818,57500,"Survey. No. 84/3, Panathur Main Road Next Vaswani Reserve Apartment Panathur Post, East, Taluk, Bengaluru, Karnataka 560103",Rustom Kerawalla Founder Chairman VIBGYOR Group of Schools / N/A,"Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Handball, Hockey, Kabaddi, Kho-Kho, Skating, Swimming, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,2004,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,48000,"Kaverappa Layout, Next to Vidya Vikas School, Bengaluru, Karnataka 560103",MR. S.K GUPTA Chairman Chairman / N/A R. KRISHAN SHARMA Vice President (VP) Vice President (VP) / N/A,Yoga,"Transport, Smart Classrooms"
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,36000,"No-66, Byrappa Nilaya,Near Kempamma Devi Temple,Bhoganahalli Panathur(P, Hobli, Varthur, Karnataka 560103",Mr. Raman Bajaj Principal / MBA,Yoga,
Time Kids,N/A,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,38000,"#1013, Mayfair Anthem, Boganahalli Road, Panathur Post, Bengaluru, Karnataka 560103",,Yoga,
Little Elly Preschool,2004,Play Schools,60,Pre School - PRE,Other Boards,tel:+919513238818,45000,"#127 Nisarga, 2nd Main Road, Kadubeesanahalli, Panathur Post., Bengaluru, Karnataka 560103",Mr. Vittal Bhandary Principal / N/A,Yoga,
Orchids International School,2013,International Schools,600,Pre School - 10,CBSE,tel:+919513238818,,"Survey No. 86/5 and 87/1, Panathur Main Rd, next to Mahindra First Choice Showroom, Munnireddy Layout, Bengaluru, Karnataka 560103, India",,"Badminton, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Ekya Nava,2023,Other Collections,,Pre School - 10,IGCSE,tel:+918035470244,,"Sy No 44/2, K. N. 2128, Hobli, opposite Sekhar Bellevue, Panathur, Varthur",,"Basketball, Chess, Football, Table-tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
My Saviour High School,1994,Day Schools,N/A,Nursery - Class 12,State Board,tel:+918035470244,40000 / Annual,"409/1, 13th Cross Rd, Ramesh Nagar, Vimanapura, Bengaluru, Karnataka 560037, India",,,
PRASAD VIDYA MANDIRA,1986,Day Schools,250,Nursery - Class 9,State Board,tel:+918035470244,35000 / Annual,"YEMLUR POST OFFICE, MARTHAHALLI, NEAR SHIVA TEMPLE, Bengaluru, Karnataka",,,
Hello Kids,2005,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,35000,"79, 1st Main Rd, Talacauvery Housing Society Layout, Basavanagara, Bengaluru, Karnataka 560037",,Yoga,
HAL EAST PRIMARY GIRLS HIGH SCHOOL,1960,Day Schools,500,Nursery - Class 7,State Board,tel:+918035470244,25000 / Annual,"namjoshi road, XM5J+RJQ, Post, Vinayaka Nagar, Vimanapura, Bengaluru, Karnataka 560017, India",,,
Sesame Street Preschool,1969,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"#555/3, Ramaiah Reddy colony, sector A, Basavanagar, Vignan Nagar, Bengaluru, Karnataka 560037",,Yoga,
Jain Heritage School,2008,Public Schools,N/A,LKG - 12,CBSE,tel:+919513238818,180000,"Anjaneya Temple Street, Vinayakanagar, Kempapura, Bengaluru, Karnataka 560024",Dr. Chenraj Roychand Principal / N/A,"Basketball, Carroms, Chess, Checkers, Cricket, Cycling, Football, Kabaddi, Kho-Kho, Swimming, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Kidzee,2003,Play Schools,80,Pre School - PRE,Other Boards,tel:+919513238818,53000,"390, 31, 5th Cross Rd, Vinayaka Nagar, NGO Colony, Wilson Garden, Bengaluru, Karnataka 560027",Dr. Subhash Chandra Chairman / N/A,Yoga,Transport
Pearl Valley English School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,32000 / Annual,"Bangalor, PM7X+68R, Mirza Rd, Vinayaka Nagar, Anekal, Karnataka 562106, India",,,Transport
Saraswati Vidhya Mandira,Day Schools,N/A,LKG - Class 10,ICSE,Co-Education,tel:+918035470244,25000 / Annual,"Maruthi Layout, SVM School Road, Vinayaka Nagar, Anekal, Vinayaka Nagar, Bengaluru, Anekal, Karnataka 562106, India",,,Transport
The Learning Curve,2011,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"327, B Block, 1st Main, AECS layout, Kundalahalli, Bengaluru, Karnataka 560037",Suhas Bedekar Founder Director / N/A,Yoga,
Vidya Vikas School,2004,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,35000 / Annual,"Vidya Vikas School Rd, Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India",,,Transport
Geetanjali Olympiad School,2012,Day Schools,770,Nursery - Class 10,CBSE,tel:+918035470244,60000 / Annual,"WMPX+FR3, Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India",,,Transport
Envision High - The Future Plus School,2020,Day Schools,250,Nursery - Class 8,CBSE,tel:+918035470244,100000 / Annual,"Vignan Nagar Main Rd, behind Reliance Mall, Doddanekkundi, Bengaluru, Karnataka 560037, India",,,Transport
Vyasa International School,2008,Day Schools,850,Nursery - Class 12,CBSE,tel:+918035470244,85000 / Annual,"No.101/2, BEL North Gate, Doddabommasandra, Vidyaranyapura, Post, Bengaluru, Karnataka 560097, India",,,Transport
Shri L.N Vidya Mandir,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",Co-Education,tel:+918035470244,20000 / Annual,"#, L.K.R Nagar, 34, 1st Cross Lakeshore Gdns, Devinagar, Bengaluru, Karnataka 560094, India",,,
Bishop Sergeant Central School,2004,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,25000 / Annual,"11/1, Devinagar Main Rd, Stage II, Lottegollahalli, Devinagar, Devinagar, Bengaluru, Karnataka 560094, India",,,Transport
SRK Indian School,1989,Day Schools,N/A,Nursery - Class 12,State Board,tel:+918035470244,40000 / Annual,"3H6F+CJJ, Hanumaiah Layout, Kodigehalli, Bengaluru, Karnataka 560092, India",,,
BISHOP SEAGENT CENTRAL SCHOOL,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:+918035470244,45000 / Annual,"11/1, Devinagar Main Rd, Stage II, Lottegollahalli, Devinagar, Devinagar, Bengaluru, Karnataka 560094, India",,,Transport
Ryan Global School,Day Schools,200,Class 1 - Class 12,"IGCSE, IGCSE, IGCSE",Co-Education,tel:+918035470244,155000 / Annual,"M. H. Colony, Ryan School Rd, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",,,Transport
RYAN INTERNATIONAL SCHOOL,1998,Day Schools,4000,Nursery - Class 12,ICSE,tel:+918035470244,75000 / Annual,"behind Hindustan Lever Ltd, near AECS Layout, M.H.Colony, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",,,Transport
INDIAN PUBLIC SCHOOL,2003,Day Schools,495,Nursery - Class 10,CBSE,tel:+918035470244,60000 / Annual,"1st A Main, Kempanna Main Rd, Vignan Nagar, BTM Dollars Scheme, Vibhutipura, Bengaluru, Karnataka 560037, India",,,Transport
KMP CHURCH SCHOOL,1989,Day Schools,N/A,Nursery - Class 10,State Board,tel:+918035470244,20000 / Annual,"Annasandrapalya Extension, Extension, Vimanapura, Bengaluru, Karnataka 560017, India",,,
Patel Public School,2006,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,58000 / Annual,"145, Kariammana Agrahara Rd, Kariyammana Agrahara, Bellandur, Bengaluru, Karnataka 560103, India",,,Transport
Venus Public School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:+918035470244,18000 / Annual,"116, Yellamma Temple Rd, Annasandrapalya Extension, Islampur, Vimanapura, Bengaluru, Karnataka 560017, India",,,
SLN Public School,2005,Day Schools,650,Nursery - Class 10,State Board,tel:+918035470244,25000 / Annual,"XM8G+HF4, 4th Cross Rd, LBS Nagar, Vimanapura, Bengaluru, Karnataka 560017, India",,,Transport
Little Millennium,2008,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,39000,"Palaash, Door No. 1, 1st A Main, 12th Cross Rd, Kondappa Layout, Vignan Nagar, Doddanekkundi, Bengaluru, Karnataka 560075",Mr. Raman Bajaj Founder / MBA,Yoga,
GOOD SAMARITAN PUBLIC SCHOOL,2000,Day Schools,N/A,Nursery - Class 5,"ICSE, State Board",tel:+918035470244,30000 / Annual,"XMFH+6XX, Muniswamappa Layout, Vignan Nagar, Doddanekundi, Kaggadasapura, Bengaluru, Karnataka 560075, India",,,Transport
Neev Academy,2005,Day Schools,N/A,Class 1 - Class 12,"International Baccalaureate, ICSE",tel:+918035470244,467500 / Annual,"Sy No.16, Neev Academy Neev Academy Classrooms, Kempapura Main Rd, Kempapura, Bellandur, Bengaluru, Karnataka 560037, India",,,Transport
Shri Padmashree High School,2010,Public Schools,N/A,Pre School - 10,State Board,tel:+918035470244,,"15/1 3rd Cross, 10th Main Rd, Kempapura Agrahara, Bengaluru, Karnataka 560023",,,
Geethanjali Vidyalaya,1999,Day Schools,1100,Nursery - Class 10,CBSE,tel:+918035470244,80000 / Annual,"GEETHANJALI VIDYALAYA, Mahadevapura, Bengaluru, Karnataka 560048, India",,,Transport
SCT Institutions,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,55000 / Annual,"Kaggadasapura Main Rd, New Thippasandra Post, Vignan Nagar, Doddanekkundi, Bengaluru, Karnataka 560075, India",,,
Kids Castle Preschool,2000,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,40000,"11th Main Rd, Maruthi Nagar, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560093, India","Mrs. Shweta Aneja Founder Director / B.Ed, B.Com, B.SC.",Yoga,Smart Classrooms
The Learning Curve,2011,Play Schools,,Pre School - PRE,Other Boards,tel:+919513238818,,"House No. 20, 14th Cross Road, Kondappa Layout, Maruthi Nagar, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560093",Suhas Bedekar Founder Director / N/A,Yoga,
SRI CHAITANAYA TECHNO SCHOOL,2014,Day Schools,N/A,Nursery - Class 10,CBSE,tel:+918035470244,55000 / Annual,"House No:121/4, 5th main, 7th cross, Mahayogi Vemana Rd, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560075, India",,,Transport
Gopalan National School,2004,Day Schools,1000,KG - Class 10,ICSE,tel:+918035470244,80000 / Annual,"No 13, Brookefields Road Garudachar Palya, Doddenakundi, Ashraya Layout, Phase 2, Mahadevapura, Bengaluru, Karnataka 560048, India",,,Transport
Time Kids,N/A,Play Schools,40,Pre School - PRE,Other Boards,tel:+919513238818,36000,"006,krishna excel stone apartment, Balagere Rd, Bengaluru, Karnataka 560087",,Yoga,Smart Classrooms
Kids Castle Preschool,2000,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,45000,"Kids Castle Preschool, Abbaiah Reddy Layout, House No. 7, 1st Cross Rd, Nagappareddy Layout, Vignan Nagar, Doddanekundi, Kaggadasapura, Bengaluru, Karnataka 560037","Mrs. Shweta Aneja Founder Director / B.Ed, B.Com, B.SC.",Yoga,Smart Classrooms
New Horizon Gurukul Pre School,2012,"Play Schools, Public Schools",,Pre School - UKG,CBSE,tel:+919513238818,42100 - 56900,"124/2, Bhoganahalli Main Road, Bellandur Post, Bangalore-560103, India",,,"Transport, Medical Facility, Smart Classrooms, Library"
GEAR Innovative International School,1995,Day Schools,650,Nursery - Class 12,"CBSE, IGCSE",tel:+918035470244,140000 / Annual,"Off Outer Ring Road, 175, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560035, India",,,Transport
EUROSCHOOL WHITEFIELD,2011,Day Schools,2540,LKG - Class 12,CBSE,tel:+918035470244,90000 / Annual,"No. 36, 183, Seetharampalya - Hoodi Rd, behind KPS Yard, NCPR Industrial Layout, Doddanakundi Industrial Area 2, Seetharampalya, Mahadevapura, Bengaluru, Karnataka 560048, India",,,
Oxford High School,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,Co-Education,tel:+918035470244,35000 / Annual,"Goshala Rd, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India",,,Transport
Gurukul Vidhya Samasthe,Day Schools,N/A,Pre-Nursery - Class 10,State Board,Co-Education,tel:+918035470244,40000 / Annual,"Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India",,,
I Play I Learn,2010,Play Schools,N/A,Pre School - PRE,Other Boards,tel:+919513238818,50000,"1st Cross Road, Chikkanayakana Halli Road, No 14, Sarjapur Main Rd, Someshwara Layout, Doddakannelli, Bengaluru, Karnataka 560035, Indien",,Yoga,"Transport, Smart Classrooms"
LAKE VIEW SCHOOL,2009,Day Schools,550,Nursery - Class 10,"CBSE, State Board",tel:+918035470244,40000 / Annual,"13, Chikkanayakanhalli road, Marathahalli - Sarjapur Rd, Doddakannelli, Bengaluru, Karnataka 560035, India",,,Transport
New Oxford English School,1996,Day Schools,N/A,Nursery - Class 10,ICSE,tel:+918035470244,45000 / Annual,"Indria Gandhi Road, L B Shastri Nagar, Near-Ganesh Temple, XM8C+X3F, HAL Post, LBS Nagar, Vimanapura, Bengaluru, Karnataka 560017, India",,,Transport
Hal Public School,1999,International Schools,N/A,LKG - 12,CBSE,tel:+919513238818,10400,"Suranjan Das Road, PO, Vimanapura, Bengaluru, Karnataka 560017",Ms. Soumi Das Principal / N/A,Yoga,"Laboratory, Smart Classrooms, Computers Facility, Library"
Hello Kids- Rainbow Preschool Annasandra Palya,2008,Play Schools,N/A,Nursery - Nursery,"CBSE, ICSE",tel:+919513238818,,"94/20,Nanjappa Colony,Krishna Nagar Appt. Road, Market, Annasandrapalya Extension, Near, HAL, Bengaluru, Karnataka 560017, India",,,Transport
