Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Kidzee Pre School,2013,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,15000 - 17000,"Besides Evlas Beauty Clinic, Panchavati Colony, 8-2-601/P/31/A, Road Number 10, Gouri Shankar Nagar Colony, Banjara Hills, Hyderabad, Telangana 500034, India",,Chess,"Transport, Medical Facility, Smart Classrooms, Computers Facility, Library"
Leaping Frogs,2017,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"8-2-293/82/L-5B, MLA Colony, Road No.12, Banjara Hills, Hyderabad, Telangana 500034",Tester tester / ISTQB tt ttwere / dfgfdg,"Cycling, Swimming","Transport, Medical Facility, Computers Facility, Library"
Shemrock Wonder Drops,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"GS Nagar, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,,"Transport, Medical Facility, Library"
Sultan Ul Uloom Public School,1980,Public Schools,1350,LKG - 10,CBSE,tel:919513238818,,Mount Pleasant 8-2-249 Road No.3 Banjara Hills Hyderabad Telangana,,"Athletics, Basketball, Carroms, Chess, Cricket, Karate, Kho-Kho, Tennis","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Lovedale International School,2005,"International Schools, Play Schools",N/A,LKG - 10,CBSE,tel:919513238818,,"House No 1-4-879/62/B, Road No 10, Banjara Hills, Hyderabad - 500034, Second Left To Often Bakery",,"Gymnastics, Karate, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kalpa School,1991,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,35000 - 90000,"#20, Avenue 5, Road No.8, Banjara Hills, Hyderabad, Telangana, India - 500 034.",,"Archery, Basketball, Karate, Skating, Swimming, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
First Innings Play School,2014,Play Schools,N/A,LKG - 5,CBSE,tel:919513238818,,"# 8-2-269,
Block C, Road Number 2,
Banjara Hills,
Hyderabad, Telangana 500034",,Skating,"Transport, Medical Facility, Smart Classrooms, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No. 499 Opposite to Audi Car Showroom, Rd Number 12, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,Cycling,"Transport, Medical Facility, Computers Facility, Library"
Footprints: Play School & Day Care Creche,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,16000,"37/A, Rd Number 12, Sai Enclave, MLA Colony, Banjara Hills, Hyderabad, Telangana 500034, India",,"Taekwondo, Yoga","Transport, Medical Facility"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"No: 275 A/D, MLA Colony, Road No 12, Banjara Hills, Hyderabad, Telangana 500034",,Cycling,Transport
BSD DAV Public School,1983,Public Schools,N/A,LKG - 12,CBSE,tel:919513238818,15000 - 18000,"Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",Mr. K. Parthipan Principal,"Cricket, Kho-Kho, Tennis, Throwball, Volleyball","Laboratory, Computers Facility, Library"
Kangaroo Kids,2004,"International Schools, Play Schools",N/A,LKG - UKG,Other Boards,tel:919513238818,,"282 / A, Rd Number 3, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034",Mani Chandrika Chalasani Centre Head / N/A,Yoga,"Transport, Smart Classrooms, Library"
Queens International School,2008,Public Schools,500,LKG - 10,"ICSE, State Board",tel:919513238818,30000 - 35000,"Near Sri Nagar Colony, Opposite To Sathya Sai Nigam, Gate No. 2, Banjara Hills, SBH Colony, Yousufguda, Hyderabad, Telangana 500045, India","Sri.M.Ramalingam Principal / M.Sc, M.A, M.Ed","Carroms, Chess, Cricket, Kabaddi, Karate, Kho-Kho, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya Star Kids Premium School,1992,"Play Schools, Public Schools",N/A,LKG - 12,CBSE,tel:919513238818,,"House No:8-2-310/B-10, Road No:14, Near KCR House,  Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,"Athletics, Chess, Cricket, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Elly Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"8-2-268/, Rd Number 3, Sagar Society, Sri Nagar Colony, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500073, India",,"Cycling, Swimming","Transport, Computers Facility, Library"
OI Play School,2012,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,27000,"Bhavani Nagar, Banjara Hills, Road No-12, Hyderabad, 500034",,Cycling,"Transport, Medical Facility"
ST. ALPHONSUS HIGH SCHOOL,1992,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,21600 / Annual,"CC8V+MC7, Rd Number 9, Gaffar Khan Colony, Banjara Hills, Hyderabad, Telangana 500034, India",,,
MERIDIAN SCHOOL,1995,Day Schools,N/A,Nursery - Class 12,"CBSE, International Baccalaureate",tel:919513238818,244000 / Annual,"8-2-541, Rd Number 7, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,,Transport
Kaushalya global school,Day Schools,N/A,Nursery - Class 7,CBSE,Co-Education,tel:919513238818,25000 / Annual,"8-2-401/C/7, Road Number 5, Banjara Hills, Green Valley, Banjara Hills, Hyderabad, Telangana 500034, India",,,Transport
JOSHUA HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",Co-Education,tel:919513238818,20000 / Annual,"8-2-293/112, SV Nagar No 14 Rd,, SV Nagar No 14 Rd, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,,
BSD DAV Public School,Day Schools,N/A,Nursery - Class 7,CBSE,Co-Education,tel:919513238818,45600 / Annual,"Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,,
SRI SAI RAMA HIGH SCHOOL,1990,Day Schools,900,Nursery - Class 10,State Board,tel:919513238818,13000 / Annual,"8-2-684/99/20/D, Banjara Green Colony, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",,,Transport
Priyadarshini High School,Day Schools,N/A,KG - Class 10,State Board,Co-Education,tel:919513238818,9000 / Annual,"10-5-378, First Lancer, Syed Nagar, Mehdipatnam, Hyderabad, Telangana 500028, India",,,
St. Cristophers Convent School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,13000 / Annual,"6/3/82/4/4, Naveen Nagar, Banjara Hills, Hyderabad, Telangana 500004, India",,,
ST. CHRISTOPHERS CONVENT SCHOOL,Day Schools,1100,Nursery - Class 10,State Board,Co-Education,tel:919513238818,7200 / Annual,"6/3/82/4/4, Naveen Nagar, Banjara Hills, Hyderabad, Telangana 500004, India",,,
Richmonds High School,1994,Day Schools,500,Nursery - Class 10,State Board,tel:919513238818,24000 / Annual,"Plot No.104, Krishna Nagar, Phase 3, Kamalapuri Colony, Jubilee Hills, Hyderabad, Telangana 500073, India",,,Transport
Richmonds High School,1994,Day Schools,500,Nursery - Class 10,State Board,tel:919513238818,24000 / Annual,"Plot No.104, Krishna Nagar, Phase 3, Kamalapuri Colony, Jubilee Hills, Hyderabad, Telangana 500073, India",,,Transport
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Hno. 8-2-248/A/B, Road No. 3, North H Block, VST Colony, Punjagutta, Hyderabad, Telangana 500034, India",,"Cycling, Swimming","Transport, Library"
Narayana IIT Olympiad School,N/A,Public Schools,N/A,6 - 10,State Board,tel:919513238818,,"No. 8-3-952/10/10, Sathya Enclave, Srinagar Colony Road, Panjagutta, Hyderabad, 500073",,"Carroms, Chess","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Prism International School,N/A,Public Schools,N/A,LKG - 10,"ICSE, State Board",tel:919513238818,,"Plot No. 114-115, Road No. 16, Alkapur Township, Puppalguda, Hyderabad, Telangana 500089",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Keystone International School,N/A,"International Schools, Play Schools",400,Pre School - 12,IGCSE,tel:919513238818,,"Sy# 340, Keystone School Rd, Financial District, Puppalaguda, Hyderabad, Telangana 500032",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Skating, Tennikoit, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Global Edge School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,63000 / Annual,"502, Alladin Mansion, Begumpet, Hyderabad, Telangana 500016, India",,,Transport
Bhashyam Blooms The global school,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"8-3-978/1, Street Number 1, Sri Nagar Colony, LIC Colony, Hyderabad, Telangana 500073, India",Mr. RamaKrishna Chairman,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Kabaddi, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan play school,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"H. No. 6-3-143, Ram Nagar, opp. Comfort Residency Apartments, Sri Nagar Colony, Kamalapuri Colony, Banjara Hills, Hyderabad, Telangana 515001, India",,Cycling,"Transport, Medical Facility, Computers Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"H.No.8-3-677/1/A, SKD Nagar Colony, Yellareddyguda, Srinagar Colony,

Hyderabad - 500073",,"Cycling, Yoga","Transport, Computers Facility, Library"
Queens International School,2009,Day Schools,N/A,Nursery - Class 10,"State Board, ICSE",tel:919513238818,35000 / Annual,"Plot No: 98, H.No:8-3, 976/98, Lane No 3, Srinagar Colony, SBH Colony, Yousufguda, Hyderabad, Telangana 500073, India",,,Transport
BUDS & FLOWERS HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,21000 / Annual,"Road Number 5 Kamalapuri Colony, Jubilee Hills, Bus Stop, Opposite, Sri Nagar Colony, Indiranagar Basti, Indra Nagar, Hyderabad, Telangana 500073, India",,,
City Public School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,10000 / Annual,"21-1-311, opposite High Court, Gulzar Houz, Rikab Gunj, Ghansi Bazaar, Hyderabad, Telangana 500002, India",,,
SPRINGFIELDS SCHOOL,1991,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:919513238818,50000 / Annual,"10-5-3, 1/1, Masab Tank Road, Owaisi Pura, Chintal, Hyderabad, Telangana 500028, India",,,Transport
Gowtham Model School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,35000 / Annual,"8-3-944/2/1, Ameerpet 'X' Roads, SVR Tours and Travels, Lane, Nagarjuna Nagar colony, Ameerpet, Hyderabad, Telangana 500073, India",,,
TULASI HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,13200 / Annual,"Plot No. 10-4-771/B, Sriram Nagar Colony, Owaisi Pura, Masab Tank, Ex Service Men Colony, Mehdipatnam, Hyderabad, Telangana 500028, India",,,Transport
KNOWLEDGE HIGH SCHOOL,1974,Day Schools,800,Nursery - Class 10,State Board,tel:919513238818,15000 / Annual,"H.no. 103304,Hyderabad, near Bus Stop, Ex Service Men Colony, Humayun Nagar, Hyderabad, Telangana 500028, India",,,Transport
Insight International School,2012,Public Schools,N/A,LKG - 6,Cambridge IGCSE,tel:919513238818,,"500264, 10-3-67/5, Humayun Nagar Rd, Royal Colony, Humayun Nagar, Hyderabad, Telangana 500264, India",,"Athletics, Carroms, Chess, Cricket, Football, Gymnastics, Karate, Swimming, Table-tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Crystal High school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,8400 / Annual,"Navodaya Colony, Mehdipatnam, Hyderabad, Telangana",,,
Ravis Brilliant School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Shantinagar Colony, Masab Tank, Hyderabad, Telangana 500457, India",,"Athletics, Cricket, Cycling, Kabaddi, Karate, Kho-Kho, Taekwondo","Transport, Laboratory, Computers Facility, Library"
Brilliant Grammar High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"10-3-304/12, Humayun Nagar, Castle Hills, Venkatadri Colony, Masab Tank, Hyderabad, Telangana 500028, India",Mr. K. Narayana Reddy Chairman,"Badminton, Basketball, Chess, Cricket, Football, Kabaddi, Kho-Kho, Taekwondo, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
RAINBOW HIGH SCHOOL,2004,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,tel:919513238818,22000 / Annual,"H.N0:48-62,Papaiah Yadav Nagar, Behind IDPL Colony, Papaiah Nagar, Quthbullapur, Hyderabad, Telangana 500037, India",,,Transport
Eemaan National School,2022,Public Schools,N/A,Pre School - 10,CBSE,tel:919513238818,,"8CWG+C95, Suleman Nagar, Chintalmet, Hyderabad, Telangana 500030",,,
Glendale Edufun,2003,Play Schools,N/A,Pre School - PRE,Other Boards,tel:919513238818,,"Nishat Bagh Colony, Somajiguda, Hyderabad, Telangana 500082, India",Anjum Babukhan Director / M.Ed B.A,Yoga,"Smart Classrooms, Library"
Prashanti Vidyaniketan High School,2005,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,12000 / Annual,"CCMH+H2H, Sri Krishna Nagar, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, India",,,
Sri Sairam High School,1989,Day Schools,290,Nursery - Class 10,State Board,tel:919513238818,15500 / Annual,"Nirvana Bhavan, Sri Krishna Nagar, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, India",,,Transport
NASR Girls School,1965,Day Schools,N/A,Nursery - Class 10,ICSE,tel:919513238818,160000 / Annual,"Lane, CF65+JM8 NASR GIRL'S SCHOOL, 6-2-905, NH 65, Opposite Icici Bank, Khairtabad, Hyderabad, Telangana 500004, India",,,Transport
Fr. Roch Memorial High School,1974,Day Schools,400,Nursery - Class 10,State Board,tel:919513238818,17400 / Annual,"# A.C. Guards, Saifabad, Khairatabad,, Sham Nagar Colony, Chintal, Hyderabad, Telangana 500004, India",,,
Gyan Vatika High School,1997,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,25000 / Annual,"8-3-169/26, C-68, Madhura Nagar, Vamika Arcade, Ameerpet, Hyderabad, Telangana",,,Transport
Prathibha High School,1989,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,19000 / Annual,"H-39, check post, 44, Madhura Nagar Main Rd, yousufguda Ameerpet, Vamika Arcade, Jawahar Nagar, Hyderabad, Telangana 500038, India",,,Transport
Ameri Kids International,Day Schools,N/A,Nursery - Class 7,CBSE,Co-Education,tel:919513238818,30000 / Annual,"E-79, Madhura Nagar, Ameerpet, Hyderabad, Telangana 500038, India",,,Transport
Vignana Jyothi Public School,1992,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,15000 / Annual,"G-16/A, Madhura Nagar, Hyderabad, Telangana 500038, India",,,Transport
Zikra High School,1983,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,22000 / Annual,"6-3-888/889, Raj Bhavan Rd, Durga Nagar Colony, Somajiguda, Hyderabad, Telangana 500082, India",,,
Nightingale high school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"6-3-1105/1/e, Raj Bhavan Rd, Nishat Bagh Colony, Somajiguda, Hyderabad, Telangana 500082, India",,,
NIRMALA HIGH SCHOOL,1998,Day Schools,500,LKG - Class 10,"State Board, State Board",tel:919513238818,30000 / Annual,"6-2-966/3, Hill Colony, P & T Officers Colony, Mehdipatnam, Hyderabad, Telangana 500004, India",,,Transport
Moulana Azad Memorial High School,Day Schools,500,LKG - Class 10,State Board,Co-Education,tel:919513238818,6000 / Annual,"10-1-1191-92, A.C GUARDS Masab Tank, P & T Officers Colony, Khairtabad, Hyderabad, Telangana 500004, India",,,
Vignana Jyothi Public School,1992,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"G-16/A, Madhura Nagar
Hyderabad â€“ 500038",Smt. J. Aruna Kumari Principal,Yoga,"Smart Classrooms, Computers Facility, Library"
Sreenidhi Viswabharati School,1995,"International Schools, Play Schools",800,LKG - 10,CBSE,tel:919513238818,,"H-54 madhuranagar Sr nagar, Yousufguda, Hyderabad, Telangana 500038",,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"D-113, Opp. Sagi Rama Krishna Community Hall, Besides Vellanki Foods, Madhuranagar, Ameerpet,  Hyderabad, Telangana 500038, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
Tree House Play Group,2013,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"H. No:- 12-2-828/A/21, Amba Gardens, Kantinagar Colony, Mehdipatnam, Hyderabad, Telangana 500028, India",,Cycling,"Transport, Medical Facility"
Ravindra Bharathi School,1994,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Opp: Sai Baba Temple Road, Asif Nagar Road, Murad nagar , Mehdipatnam, Hyderabad, Hyderabad, Telangana 500028",,"Cricket, Football, Kho-Kho, Table-tennis, Tennis, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Pristine Public School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"PILLAR NO 191, PV Narasimha Rao Expy, Royal Colony, Rambagh Colony, Upparpally Mehdipatnam Hyderabad, Telangana 500048, India",,"Athletics, Carroms, Chess, Cricket, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
MNR School Of Excellence,N/A,Public Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,,"13-6-460/9&10, Mahesh Nagar Colony, Vegetable Market Road, Gudi Malkapur, Mehdipatnam, Hyderabad, Telangana 500067",,"Kabaddi, Karate, Skating, Volleyball","Transport, Laboratory, Computers Facility, Library"
Global Techno School,N/A,Public Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,,"10-3-14/B/10, Opp. Safdariya School, Humayun Nagar,Mehdipatnam, Royal Colony, Humayun Nagar, Hyderabad, Telangana 500028, India",,"Basketball, Carroms, Chess, Cricket, Karate","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
G Pulla Reddy High School,1983,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Door No. 12-2-822, Opposite Pillar No. 23, Mehdipatnam, Hyderabad, Telangana 500028",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Madina Quraanic Mission High School,2001,Public Schools,N/A,LKG - 12,"CBSE, State Board",tel:919513238818,90000-110000,"Asif Nagar PS Road, Mehdipatnam, Indira Nagar, Asif Nagar North, Hyderabad, Telangana 500028, India",,"Cricket, Football, Karate","Transport, Computers Facility"
Orchids International School Langar House,Day Schools,N/A,Pre-Nursery - Class 7,CBSE,Co-Education,tel:919513238818,131000 / Annual,"72, 13-6/437/A, 5, Langar Houz, Rd, Khader Bagh, Indira Nagar, Mehdipatnam, Hyderabad, Telangana 500008, India",,,
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"St.Anns Road, Piller No:19, Santosh Nagar, Santosh Nagar, Mehdipatnam, Hyderabad, Telangana 500028, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
neo Slate School,2014,Day Schools,474,Pre-Nursery - Class 10,"State Board, International Baccalaureate",tel:919513238818,25000 / Annual,"House No. 12-2-342/A/3, Syed Ali Guda, Murad Nagar, Mehdipatnam, Hyderabad, Telangana 500028, India",,,Transport
neo Slate School,2014,Day Schools,474,Pre-Nursery - Class 10,"State Board, International Baccalaureate",tel:919513238818,25000 / Annual,"House No. 12-2-342/A/3, Syed Ali Guda, Murad Nagar, Mehdipatnam, Hyderabad, Telangana 500028, India",,,Transport
G Pulla Reddy High School,1983,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Door No. 12-2-822, Opposite Pillar No. 23, Mehdipatnam, Hyderabad, Telangana 500028",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Nalanda Public School,1974,Public Schools,N/A,LKG - 8,ICSE,tel:919513238818,80000 - 104000,"Opposite Premier Hosiptal, 12-2-712, Nanal Nagar, Mehedipatnam, Hyderabad,",,"Badminton, Basketball, Carroms, Tennis","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Madina Quraanic Mission High School,2001,Public Schools,N/A,LKG - 12,"CBSE, State Board",tel:919513238818,90000-110000,"Asif Nagar PS Road, Mehdipatnam, Indira Nagar, Asif Nagar North, Hyderabad, Telangana 500028, India",,"Cricket, Football, Karate","Transport, Computers Facility"
Tree House Play Group,2013,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"H. No:- 12-2-828/A/21, Amba Gardens, Kantinagar Colony, Mehdipatnam, Hyderabad, Telangana 500028, India",,Cycling,"Transport, Medical Facility"
Ayesha Girls High School,2014,Public Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,38000-40000,"H.No:8-3-167/R/54, A G Colony Road Number 1, Rajeev Nagar, Hyderabad, Telangana 500045, India",,Athletics,"Transport, Medical Facility, Smart Classrooms, Computers Facility"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"8-3-978/10, Street Number 1, SBH Colony, Yousufguda, Hyderabad, Telangana 500045",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"8-3-319/8/2-6 & 319/2/7, Near Saradhi Studio,Yousufguda Main Road, Padala Ramareddy Colony, Yousufguda, Telangana 500073, India",,"Carroms, Chess, Cricket","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
MGM International School/ High School,1976,Public Schools,N/A,LKG - 10,"CBSE, International Baccalaureate, State Board",tel:919513238818,,"8-3-315/5, Sri Krishna Nagar, Maruthi Nagar, Yousufguda, Sri Krishna Nagar, Pragathi Nagar, Yousufguda, Hyderabad, Telangana 500045, India",,"Badminton, Basketball, Chess, Cricket, Taekwondo","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sreenidhi Global School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Yousufguda, Hyderabad, Telangana 500045",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot no 11, Malik Enclave, Lane opp to Vijaya Bank, 1st right, Rajeev Nagar cross roads, Hyderabad, Telangana 500018",,"Cycling, Yoga","Transport, Library"
SRI SAI RAMA HIGH SCHOOL,1990,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,40000 / Annual,"Nirvana Bhavan, Sri Krishna Nagar, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, India",,,Transport
SRI POOJITHA SCHOOL,2008,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,22000 / Annual,"Park View Enclave, Jubilee Hills, Hyderabad, Telangana",,,Transport
Hotline High School,1995,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,7200 / Annual,"6-1-588, Khairatabad Rd, Indira Nagar, Khairtabad, Hyderabad, Telangana 500004, India",,,
Sister Nivedita School,1989,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,Rs. 50000 to Rs. 125000,"Dharam Karan Road, Ameerpet, Hyderabad, Telangana 500016, India",,"Basketball, Handball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Niraj Public School,1986,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,,"Saadat Manzil, Ameerpet, Hyderabad, Telangana 500016, India",Mr. B. Jivithesh Reddy Founder & Principal,"Basketball, Chess, Cricket, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
