Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
St.Patricks High School,1911,Day Schools,3400,KG - Class 10,State Board,tel:919513238818,23800 / Annual,"9-1, 132/136, Sebastian Road, Regimental Bazaar, Shivaji Nagar, Hyderabad, Secunderabad, Telangana 500003, India",,,
ST.MARYS HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,26000 / Annual,"St Francis Rd, Regimental Bazaar, Shivaji Nagar, Hyderabad, Secunderabad, Telangana 500025, India",,,
ST.MARYS HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,26000 / Annual,"St Francis Rd, Regimental Bazaar, Shivaji Nagar, Hyderabad, Secunderabad, Telangana 500025, India",,,
St. Marys high school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"St Francis Rd, Regimental Bazaar, Shivaji Nagar, Hyderabad, Secunderabad, Telangana 500025, India",,,
British Grammar School,na,Public Schools,N/A,1 - 10,State Board,tel:919513238818,,"9-4-67, St Marrys Rd, Regimental Bazaar, Shivaji Nagar, Secunderabad, Telangana 500003",Mr. Khadar Khan Director,"Carroms, Chess","Computers Facility, Library"
Gitanjali Devashray,2003,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,,"Sebastian Road, Rezimental Bazaar, Shivaji Nagar, Secunderabad, Telangana 500003, India",Mrs. kasturi Chaterjee Principal,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Kho-Kho, Table-tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Anns High School,1871,Day Schools,550,Nursery - Class 10,State Board,tel:919513238818,30000 / Annual,"S.D Road, near Sangeet Theatre, Regimental Bazaar, Shivaji Nagar, Secunderabad, Telangana 500003, India",,,
St.Andrews School,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,Co-Education,tel:919513238818,60000 / Annual,"222-B, W Marredpally Rd, Gandhi Nagar, Nehru Nagar Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,Transport
GOWTHAM MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,40000 / Annual,"Gvrs, Laxmi Nivas, Street No. 6, West Maredpally, 10-2-249/250, 3rd St, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,Transport
ST MICHALES SCHOOL,Day Schools,N/A,Nursery - Class 5,CBSE,Co-Education,tel:919513238818,55200 / Annual,"Street No.5, Entrenchment Road, West Marredpally, Nehru Nagar Colony, West Marredpally, Hyderabad, Secunderabad, Telangana 500026, India",,,Transport
Kotwal School,1952,Day Schools,N/A,Pre-Nursery - Class 10,CBSE,tel:919513238818,15500 / Annual,"Community Hall, opp. Marredpalli, Nehru Nagar Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,Transport
Gandhian High School,1981,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,25000 / Annual,"Plot No 34, Picket-Secunderabad, Hyderabad - 500003, Opposite Lakshminagar, Vasavi B Colony, Hyderabad, Telangana",,,Transport
SPRING DALES HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"3-2-248, Somasundaram St, Chowdar Pally, General Bazaar, Kalasiguda, Secunderabad, Telangana 500003, India",,,
B.R.J.C.Parsi High School,1919,Public Schools,6656,LKG - 10,State Board,tel:919513238818,,"Parklane, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana 500003, India",,"Basketball, Cricket, Football, Handball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kennedy Primary School,1990,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,40000 / Annual,"Beside food world, west marredpally, Hyderabad, Telangana",,,
Johnson Grammar School,2009,Day Schools,N/A,LKG - Class 7,CBSE,tel:919513238818,80000 / Annual,"Rd Number 6, near HDFC Bank, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,Transport
KENEDY VIDYA BHAVAN,Day Schools,N/A,Nursery - Class 10,Other Boards,Co-Education,tel:919513238818,40000 / Annual,"CGW2+PWX, Boosareddy Guda, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,
Geetanjali Olympiad,2004,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:919513238818,45000 / Annual,"H.No:10-2-169,Ranka Pride Building, Near Basant Sahney Multi Speciality Hospital, West Marrepally, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,
Bolton School,2008,Day Schools,683,Nursery - Class 10,CBSE,tel:919513238818,40000 / Annual,"General Chouduri Road, NCC Ground, Secunderabad, NCC Ground, Gunrock Enclave, Hyderabad, Secunderabad, Telangana 500034, India",,,
B.R.J.C. Parsi High School,1919,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,27000 / Annual,"119, Park Ln, beside Chenoy Trade Center (CTC), Sandhu Apartment, Kalasiguda, Secunderabad, Telangana 500003, India",,,
Shri Gujarati Vidya Mandir High School,1785,Govt Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,,"Rashtrapati Rd, Jeera, Rani Gunj, Secunderabad, Telangana 500003, India",,"Athletics, Badminton, Cricket, Kabaddi, Karate","Laboratory, Computers Facility, Library"
ST. MARKS PROGRESIVE SCHOOL,1986,Day Schools,1200,Nursery - Class 10,State Board,tel:919513238818,26400 / Annual,"2-3-540/6,7,9/1, D V Colony, Minister Rd, Krishna Nagar Colony, Secundrabad, Hyderabad, Telangana 500003, India",,,
centenary baptist church high school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,13000 / Annual,"Picket, FF2X+WXG, Vijaya Nagar Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,
SIDDARTHA HIGH SCHOOL,1988,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"H.no.1-3-183/39/11/4, Gandhi Nagar, Bhoiguda, Hyderabad, Secunderabad, Telangana 500080, India",,,Transport
St Andrews High School,1991,Public Schools,2068,LKG - 12,CBSE,tel:919513238818,30000-35000,"222-B, West Marredpally,secunderabad, telagana, pin-5000026",,"Athletics, Basketball, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"#39, Krishnapuri Colony, 25, Krishnapuri, West Marredpally, Secunderabad, Telangana 500025, India",,"Cycling, Swimming","Transport, Library"
Geetanjali Olympiad School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,33000-42000,"H.No:10-2-169, Ranka Pride Building, West Marredpally, Secunderabad, Telangana 500026, India",,"Basketball, Cricket, Skating, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Aurobindo Montessori School,2001,Public Schools,N/A,LKG - 6,Other Boards,tel:919513238818,9000-13000,"62,Krishnapuri Colony, West Marredpally, Secunderabad, Telangana 500026, India",,"Carroms, Chess, Karate","Transport, Medical Facility, Library"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Rd Number 3, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
The Secunderabad Public School,1984,Public Schools,N/A,LKG - 12,CBSE,tel:919513238818,,"D.No. 2-12-70, West Marredpally, Gandhi Nagar, Nehru Nagar Colony, West Marredpally, Secuderabad, Telangana 500026, India",,,"Transport, Medical Facility, Laboratory, Computers Facility, Library"
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"#39, Krishnapuri Colony, 25, Krishnapuri, West Marredpally, Secunderabad, Telangana 500025, India",,"Cycling, Swimming","Transport, Library"
Shemrock Happy Land Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Near Prameela Saxena Clinic Marredpalli, Nehru Nagar Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,"Transport, Medical Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot No.25A, Near Andhra Bank, Krishnapuri Colony, West Marredpally, Secunderabad, Telangana 500026",,"Cycling, Yoga","Transport, Medical Facility, Library"
Sunshine Preschool & Daycare Chain,2012,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,40000,"Plot No. 34, Samrat Colony, Suman Housing Colony, West Marredpally, Hyderabad, Telangana 500026, India",,Cycling,"Transport, Medical Facility, Library"
ST. MARKS HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,22000 / Annual,"E Maredpally Rd, Seshachala Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,Transport
Mamata High School,1986,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,24998 / Annual,"54, BHEL Colony Rd, I A Colony, Arjun Nagar, Rasoolpura, Hyderabad, Telangana 500003, India",,,
auxilium high school,1991,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:919513238818,20000 / Annual,"Auxilium High School, Auxilium High School, Rd Number 1, Sanjeev Housing Society, Trimoorthy Colony, Mahendra Hills, East Marredpally, Secunderabad, Telangana 500003, India",,,
ENGLISH UNION HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,24000 / Annual,"Near Central Government Offices Tower, Bansilalpet, Kavadiguda, Hyderabad, Telangana 500080, India",,,
Cambridge Grammar High School,1989,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,14500 / Annual,"Shop No.1-3-A-/29, Padmashali Colony, Kavadiguda, Gandhinagar Main Road, Bansilalpet, Bhoiguda, Hyderabad, Telangana 500080, India",,,Transport
Esperanza Preschool & 24x7 Childcare,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Srinivasa Classic Towers, Street Number 6, Near Hanuman Temple, East Marredpally, Secunderabad, Telangana 500026, India",,Cycling,"Transport, Medical Facility, Library"
Faust High School,1967,Day Schools,900,Pre-Nursery - Class 10,State Board,tel:919513238818,26000 / Annual,"Plot No 114 House No 10-3-18-2/2 1st Floor, East Marredpally, East Marredpally, Masreddipalli, East Marredpally, Secunderabad, Telangana 500026, India",,,Transport
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"53, Trimoorthy Colony, Mahendra Hills, East Marredpally, Secunderabad, Telangana 500026, India",,"Cycling, Yoga","Transport, Medical Facility, Library"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No. 10-3-8/4, Opposite OBC, East Marredpally, Hyderabad, Telangana 500026, India",,"Carroms, Chess, Cricket","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
THE JAIN INTERNATIONAL SCHOOL,2006,Day cum Boarding Schools,N/A,Nursery - Class 12,CBSE,tel:919513238818,150000 / Annual,"Survey No. 349 & 364, Kallakal, V, Medchal Rd, Near, Medchal, Hyderabad, Kucharam, Telangana 502336, India",,,Transport
Bhashyam High School,Day Schools,N/A,Class 6 - Class 10,State Board,Co-Education,tel:919513238818,32000 / Annual,"Plot No. 12, Padmaja Housing Society, Near Dayakamal Towers, Karkhana, Kakaguda, Karkhana, Secunderabad, Telangana 500015, India",,,Transport
Kennedy High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"CGW2+PWX, Boosareddy Guda, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026, India",,,Transport
M.S. HIGH SCHOOL,Day Schools,350,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"644725, bholakpur, Musheerabad, Bholakpur, Kavadiguda, Hyderabad, Telangana 500080, India",,,
AL-SUFFA MODEL HIGH SCHOOL,Day Schools,550,Nursery - Class 10,State Board,Co-Education,tel:919513238818,22000 / Annual,"19-2-97, Tar Bund, Hyderabad, Telangana 500064, India",,,
PRAGATHI HIGH SCHOOL,1978,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,25000 / Annual,"11-1-338, Mylargadda, Data Colony, Mylargadda, Padmarao Nagar, Secunderabad, Telangana 500061, India",,,
Royal Indian High School,2008,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,10000 / Annual,"19-5-32/57, Kishan Bagh Rd, Mahmood Nagar, Kishan Bagh, Hyderabad, Telangana 500264, India",,,
Sunshine Preschool & Daycare Chain,2012,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,40000,"Plot No. 28 & 30, Road No. 3 Jupiter Colony, Secunderabad, Sikh Village, Hyderabad, Telangana 500009, India",,Cycling,"Transport, Medical Facility, Library"
Sunflower School,2005,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"sunflower school, Sikh Rd, Wahab Nagar, Sikh Village, Gunrock Enclave, Secunderabad, Telangana 500009, India",Ms. Sangeetha Raghuram Principal,"Basketball, Carroms, Chess, Cricket, Table-tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Radiant School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,9500 / Annual,"1-6-174/15, Musheerabad, Bharathnagar, Hyderabad, Telangana 500020, India",,,
SHIREEN HIGH SCHOOL,Day Schools,900,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"H. No.6-4-465/1, Krishna Nagar, Bholakpur, Krishna Nagar Colony, Balaji residency, New Bhoiguda, Bhoiguda, Secunderabad, Telangana 500080, India",,,
Fiitjee World School,N/A,Public Schools,N/A,6 - 10,State Board,tel:919513238818,,"Survey No. 27/1, Wellington Road, West Marredpally, Karkhana, Secunderabad, Telangana 500026, India",,"Carroms, Chess, Table-tennis","Laboratory, Smart Classrooms, Computers Facility, Library"
Bhashyam Public School,N/A,Public Schools,N/A,6 - 10,State Board,tel:919513238818,,"Plot No. 12, Padmaja Housing Society, Near Dayakamal Towers, Karkhana, Secunderabad, Telangana 500015, India",Mr. RamaKrishna Director,"Athletics, Carroms, Chess, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"AP Text Books Press Colony, Diamond Point Road, Transport Road, Karkhana, Secunderabad, Telangana 500007, India",,"Badminton, Carroms, Chess, Cricket, Kabaddi, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"H.No. 2-13-21, Vasavi Nagar, Opposite Police Station, Karkhana, Secunderabad, Telangana 500015, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Gunrock Enclave High School,1992,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,20000-30000,"H.no. 21140, Gun Rock , Kharkhana ,Secunderabad, AWHO Colony, Karkhana, Hyderabad, Telangana 500009, India",,"Carroms, Chess, Cricket, Football",Transport
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"6-1-316/ 1, Padmarao Nagar Street Nunber 5, Near Sai Baba Temple, Venkatapuram, Hyderabad, Telangana 500025",,"Cycling, Yoga","Transport, Medical Facility, Library"
Pragathi High School,1978,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,45000,"11-1-338, Mylargadda, Data Colony, Mylargadda, Padmarao Nagar, Secunderabad, Telangana 500061, India",,"Basketball, Cricket, Tennis, Volleyball","Transport, Medical Facility, Computers Facility"
Walkertown Academy,2020,Public Schools,N/A,LKG - 8,CBSE,tel:919513238818,,"Sri Sai Baba Temple Rd, M.I.G.H colony, MIGH Colony, Walker Town, Bhoiguda, Secunderabad, Telangana 500025",,,Transport
BLUE BIRDS HIGH SCHOOL,Day Schools,N/A,Class 1 - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"CG94+398, Gangaputra colony, Musheerabad, Gangaputra Nagar, Hyderabad, Telangana 500020, India",,,
Gunrock Enclave High School,Day Schools,80,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"H.no. 21140, Gun Rock , Kharkhana ,Secunderabad, Surya nagar, Karkhana, Hyderabad, Secunderabad, Telangana 500009, India",,,Transport
GOWTHAM MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,30000 / Annual,"11-1-4, 48 & 49, Main Road, Seethaphalmandi, beside Andhra Bank, Data Colony, Seethaphalmandi, Padmarao Nagar, Secunderabad, Telangana 500061, India",,,
Gowtham Model Schools,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,45000 / Annual,"11-1-4, 48 & 49, Main Road, Seethaphalmandi, beside Andhra Bank, Data Colony, Seethaphalmandi, Padmarao Nagar, Secunderabad, Telangana 500061, India",,,
Adarsh Convent High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,14800 / Annual,"173/a, Vasavi Nagar, Karkhana, Secunderabad, Telangana 500015, India",,,
Shirdi Sai Baba High School,1972,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,800,"10-5-796/5,Sai Nagar, North Lalaguda, Tikaram Gate, Mamidpalli, Tukaram Gate, Secunderabad, Telangana 500017, India",,"Basketball, Carroms, Chess, Cricket, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Amrita Vidyalayam,2001,Day Schools,894,Nursery - Class 10,CBSE,tel:919513238818,35000 / Annual,"844/1, Mahindra Hills Rd, Mahendra Hills, East Marredpally, Secunderabad, Telangana 500026, India",,,Transport
Sun Flower School,2000,Day Schools,489,Nursery - Class 10,CBSE,tel:919513238818,49000 / Annual,"Sikh Rd, Near Diamond Point 'X' Road, Wahab Nagar, Sikh Village, Gunrock Enclave, Secunderabad, Telangana 500009, India",,,Transport
GOWTHAM MODEL SCHOOL,2003,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,30000 / Annual,"H.No. 2-13-21, Vasavi Nagar, Opposite Police Station, Karkhana, New Vasavi Nagar, Karkhana, Secunderabad, Telangana 500015, India",,,Transport
Shri Bherulal Ranka S S Jain School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,8400 / Annual,"Sikh Village, Bowenpally, Secunderabad, Telangana 500009, India",,,
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"11-1-4, 48 & 49, Main Road, Beside Andhra Bank, Seethaphalmandi, Padmarao Nagar, Secunderabad, Telangana 500061, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"House No:12-12-158, Ravindra Nagar, , Seethaphalmandi, Hyderabad, Telangana 500061, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya School,N/A,"Public Schools, Boarding Schools",N/A,LKG - 10,State Board,tel:919513238818,,"H.No.1-1-64/1 to 1-1-64/6, Sweta Enclave, Jawahar Nagar, Kavadiguda, Hyderabad, Telangana 500020, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Keshav Reddy Concept School,Day Schools,300,Nursery - Class 10,State Board,Co-Education,tel:919513238818,18000 / Annual,"11, 3-350/5/A, Madhura Nagar Colony, Warasiguda, Padmarao Nagar, Hyderabad, Telangana 500061, India",,,
Keshav Concept School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"11, 3-350/5/A, Madhura Nagar Colony, Warasiguda, Padmarao Nagar, Hyderabad, Telangana 500061, India",,,
K.G.K. VIDHYA BHAVAN,1991,Day Schools,550,Nursery - Class 10,State Board,tel:919513238818,25000 / Annual,"Sbi Colony Gandhi Nagar, CF6Q+XFF, New Bakaram, Usyatam Residency, Gandhi Nagar, Kavadiguda, Hyderabad, Telangana 500080, India",,,
Gowtham Model Schools,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,34000 / Annual,"1-3-183/40/88, SBI Colony, Gandhi Nagar, beside Ramalayam Temple, LIC Colony, Lower Tank Bund, Kavadiguda, Secunderabad, Hyderabad, Telangana 500080, India",,,
Delhi Public School,2003,"International Schools, Public Schools",,Nursery - 9,"CBSE, Cambridge IGCSE",tel:919513238818,,"Plot No 2,3,4,6,7,9,10 & 32/A, Survey No 74/9 Behind Tukaram Gate Police Station, Mahendra Hills, East Marredpally, Hyderabad, Secunderabad, Telangana 500026, India",,"Badminton, Basketball, Chess, Cricket, Football, Kabaddi, Skating, Swimming, Taekwondo, Tennis","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Auxilium High School,1991,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,27000-30000,"No. 103, Road No. 3, Trimurthy Colony, Mahendra Hills,
Secunderabad – 500003.",,"Chess, Karate, Skating, Yoga","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Amrita Vidyalayam,2001,Public Schools,N/A,1 - 10,CBSE,tel:919513238818,,"844/1 Mahindra Hills, East Marredpally,  Mahendra Hills,  Malkajgiri,  Secunderabad, Telangana 500026, India",,"Basketball, Carroms, Chess, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
MANSURA CYBER HIGH SCHOOL,1990,Day Schools,1500,Nursery - Class 10,CBSE,tel:919513238818,17000 / Annual,"Prakash Nagar, Door No. 1-8-416, Opposite, Main Rd, Patigadda, Begumpet, Hyderabad, Telangana 500016, India",,,
Delhi Public School,2002,Day Schools,326,LKG - Class 10,CBSE,tel:919513238818,93200 / Annual,"Survey No, 625, Sikh Rd, Tar Bund, Bowenpally, Secunderabad, Telangana 500003, India",,,Transport
Butterfly Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No. 9, Raghava Enclave, 
Venture-II, Transport Road,
Diamond Point, Secunderabad",,"Athletics, Cycling, Swimming, Yoga","Transport, Medical Facility, Library"
GREENWOOD SCHOOL,2006,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"FF5H+998, Amar Jyoti Colony, Anand Nagar, Bowenpally, Secunderabad, Telangana 500011, India",,,
GREENWOOD SCHOOL,2006,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"FF5H+998, Amar Jyoti Colony, Anand Nagar, Bowenpally, Secunderabad, Telangana 500011, India",,,
Saraswati School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,10000 / Annual,"FG2G+XW7, Gowtham Nagar Rd, Indira Nehru Nagar, Gautham Nagar, Malkajgiri, Secunderabad, Telangana 500047, India",,,Transport
ABHYUDAYA HIGH SCHOOL,1980,Day Schools,390,Nursery - Class 10,State Board,tel:919513238818,21000 / Annual,"a, 1-1-524/B/1, Krupa Rao St, Musheerabad, Gandhi Nagar, Kavadiguda, Hyderabad, Telangana 500080, India",,,Transport
The Brilliant High School,1996,Day Schools,550,Nursery - Class 10,State Board,tel:919513238818,24000 / Annual,"Sancharapuri Colony, New Bowenpally, Bowenpally, Secunderabad, Hyderabad, Telangana 500011, India",,,Transport
Johnson Grammar School,Day Schools,N/A,Nursery - Class 10,ICSE,Co-Education,tel:919513238818,70000 / Annual,"Balaji Nagar, L.B.Nagar, LB Nagar - Uppal Rd, Near Big Bazaar, Sai Harsa Residency, Aaditya Nagar, Chanakyapuri, Mansoorabad, Hyderabad, Telangana 500074, India",,,Transport
Kakatiya Techno School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"12-10-587/50/5, Rd Number 3, Near Seethaphal Mandi, Indira Nagar, Warasiguda, Padmarao Nagar, Hyderabad, Secunderabad, Telangana 500061, India",,,
Vijaya Modern School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"1-8-506/4/A, Prakash Nagar Rd, Prakash Nagar, Begumpet, Hyderabad, Telangana 500016, India",,,
