Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Kendriya Vidyalaya No 2,1980,Public Schools,N/A,LKG - 12,CBSE,tel:919513238818,9000-18000,"Uppal, Beside GHMC, Hyderabad, Telangana 500039","Smt. S. Radha Mahalakshmi Principal / M.Sc, M.Ed., M.Phil","Athletics, Chess, Football, Hockey, Kabaddi, Kho-Kho, Table-tennis, Tennis, Volleyball","Medical Facility, Laboratory, Computers Facility, Library"
St.Marks High School,1982,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,17000 / Annual,"Unnamed Road, Sri Nagar Colony, Uppal, Hyderabad, Telangana 500039, India",,,Transport
Satya Sai Vidyaniketan High School,2004,Day Schools,350,Nursery - Class 10,State Board,tel:919513238818,12000 / Annual,"3-5-51/2/g/4, Ramanapur, Sri Nagar Colony, Ramanthapur, Hyderabad, Telangana 500013, India",,,Transport
ST. MARKS HIGH SCHOOL,Day Schools,600,Nursery - Class 10,State Board,Co-Education,tel:919513238818,14000 / Annual,"Unnamed Road, Sri Nagar Colony, Uppal, Hyderabad, Telangana 500039, India",,,Transport
St. Johns Global Edu-Tech School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,30000 / Annual,"H.No:- 3-34, Behind HDFC Bank, Hanumasai Nagar, Vijayapuri Colony, Uppal, Hyderabad, Telangana 500039, India",,,
SAGAR GRAMMAR HIGH SCHOOL,Day Schools,500,Nursery - Class 10,State Board,Co-Education,tel:919513238818,30000 / Annual,"2-9-88, beside kuruma sangam, Bharat Nagar Colony, Beerappagadda, Uppal, Hyderabad, Telangana 500039, India",,,Transport
SRINIVASA HIGH SCHOOL,1972,Day Schools,700,Nursery - Class 10,State Board,tel:919513238818,18000 / Annual,"Dharmapuri Colony, Uppal, Secunderabad, Hyderabad, Telangana 500039, India",,,Transport
B.E.C High School,2007,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,35700 / Annual,"11-138/13/a, Street No. 8, Prashanthinagar, Prashanth Nagar, Uppal, Hyderabad, Telangana 500039, India",,,
Shiva Sai Grammar High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"CH39+88R, Temple Road Lane, Swaroop Nagar, Beerappagadda, Uppal, Hyderabad, Telangana 500039, India",,,Transport
Vidhya Model High School,1961,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,18000 / Annual,"Road13, Hyderabad, Church Colony, Ramanthapur, Hyderabad, Telangana 500039, India",,,
SRUJANA HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"New, 2-129/11/133, NH163, Vijayapuri Colony, Uppal, Hyderabad, Telangana 500039, India",,,Transport
Disneyland High School,1996,Day Schools,1200,Pre-Nursery - Class 10,State Board,tel:919513238818,24000 / Annual,"2-1-63/6, Disneyland School, near, Registration Office Ln, Venkateswara Colony, Laxma Reddy Colony, Uppal, Hyderabad, Telangana 500039, India",,,
Sri Chaitanya school,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"House No: 16-2-752,Near Shiva Ganga Theatre, Beside SBH Bank,Gaddiannaram, Hyderabad, Telangana 500060, India",,"Carroms, Chess, Cricket","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Gabrials High School,1990,Day Schools,1000,Nursery - Class 10,State Board,tel:919513238818,18000 / Annual,"CH76+25J, near St Gabrial high School, Sri Raghavendra Nagar, Raghavendra Nagar Colony, Uppal, Hyderabad, Telangana 500039, India",,,Transport
Fr.Bendel English Medium School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"Church Colony 3-4-63, 53/1, Church Colony Rd, Chitra Nagar, Ramanthapur, Hyderabad, Telangana 500039, India",,,
Academic Heights Public School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,47000 / Annual,"House No. 3, 4-104/F/2/1, behind Madhura Restaurant, Laxmi Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,Transport
Prathibha Vidyaniketan High School,2005,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,25000 / Annual,"9GWQ+HQR, Pragathi Nagar Main Road, Indira Nagar, Habsiguda, Hyderabad, Telangana 500013, India",,,
Sri Sai Public School,1982,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,50000 - 125000,"8/25, Street No.8, Habsiguda, Hyderabad, Telangana",,"Basketball, Carroms, Chess, Cricket, Football, Table-tennis, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"House No. 1-7-47/NR Street No. â€“ 8,  Satyanarayana Swamy Nagar, Habsiguda, Hyderabad, Telangana 500007, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
Butterfly Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"#1-7-10/3,Street No. 8, Habsiguda, Hyderabad, Telangana 500007",,"Athletics, Cycling, Swimming, Yoga","Transport, Medical Facility, Library"
Bhashyam High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"HouseNo: 1-4-54, TNG Plaza, Street 8 Oppostie to More supermarket, Vijayanagar Colony, Vikrampuri, Habsiguda, Secunderabad, Telangana 500007, India",Mr.RamaKrishna Director,"Athletics, Carroms, Chess, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Beside More Super Market, 4-65/3, Street Number 8, Brindavan Colony, Habsiguda, Hyderabad, Telangana 500007, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"H.No: 3-40, Street No.5, Habsiguda, Hyderabad, Telangana 500007",,"Cycling, Yoga","Transport, Medical Facility, Library"
St. Joseph's Public School,1999,Public Schools,N/A,LKG - 10,"CBSE, ICSE",tel:919513238818,,"8-11, Ravindra Nagar, Habsiguda, Hyderabad, Telangana 500013, India",Mrs U. Teresa Head Mistress,"Athletics, Basketball, Cricket, Football, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Bhashyam High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"HouseNo: 1-4-54, TNG Plaza, Street 8 Oppostie to More supermarket, Vijayanagar Colony, Vikrampuri, Habsiguda, Secunderabad, Telangana 500007, India",Mr.RamaKrishna Director,"Athletics, Carroms, Chess, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Butterfly Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"#1-7-10/3,Street No. 8, Habsiguda, Hyderabad, Telangana 500007",,"Athletics, Cycling, Swimming, Yoga","Transport, Medical Facility, Library"
Brilliant Grammar High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Flat No - 4, H.No - 7-102/4, Sai Enclave, Adjacent to ICICi bank,  Nagendra Nagar, Habsiguda, Telangana 500007, India",Mr. K. Narayana Reddy Chairman,"Badminton, Basketball, Chess, Cricket, Football, Kabaddi, Kho-Kho, Taekwondo, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Beside More Super Market, 4-65/3, Street Number 8, Brindavan Colony, Habsiguda, Hyderabad, Telangana 500007, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Sai Public School,1982,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,50000 - 125000,"8/25, Street No.8, Habsiguda, Hyderabad, Telangana",,"Basketball, Carroms, Chess, Cricket, Football, Table-tennis, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vishwa Shanti High School,Day Schools,600,Nursery - Class 10,State Board,Co-Education,tel:919513238818,16800 / Annual,"3-4-63/16, Pragathi Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,Transport
SS MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"CH5C+9Q4, Srinivasa Colony, Boduppal, Hyderabad, Telangana 500092, India",,,Transport
Little Bards-Buds School,2001,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,19200 / Annual,"9GRR+RPQ, Church Colony Rd, Pragathi Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,
Parijatha Grammar High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"9GVR+X83, Uppal - Ramanthapur Rd, Indira Nagar, Pragathi Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"1-3-183/40/88, Beside Ramalayam Temple, SBI Colony, Gandhi Nagar, Hyderabad, Telangana 500080",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
SV GRAMMAR SCHOOL,Day Schools,550,Nursery - Class 10,State Board,Co-Education,tel:919513238818,23000 / Annual,"Srinagar Colony, Sri Niwaspuram, Ramanthapur, Hyderabad, Telangana 500013, India",,,Transport
Saint Alphas High School,1996,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:919513238818,22000 / Annual,"Ganesh Nagar, Ramanthapur, Amberpet, Hyderabad, Telangana 500013, India",,,
The Hyderabad Public School,1923,"Public Schools, Boarding Schools",N/A,LKG - 12,CBSE,tel:919513238818,,"#3-8-152, A-K, Ramanthapur, Hyderabad, Telangana 500013",Mr. S. Narasimha Reddy Principal / N/A,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Skating, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Saint Alphas High School,1996,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:919513238818,22000 / Annual,"Ganesh Nagar, Ramanthapur, Amberpet, Hyderabad, Telangana 500013, India",,,
KAKATIYA CONCEPT SCHOOL,Day Schools,500,Nursery - Class 10,State Board,Co-Education,tel:919513238818,35000 / Annual,"9GVH+QWH, Rd Number 3, Ramanthapur, Hyderabad, Telangana 500013, India",,,
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Opposite Kings Church,, Beside Badras Grand Hotel, Uppal To Ambeerpet Main Road, Ramanthapur, Hyderabad, Telangana 500013",,"Carroms, Chess, Cricket","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Joseph's High School,1979,Public Schools,N/A,1 - 10,State Board,tel:919513238818,30000-40000,"3-10-3,Gokhale Nagar,Ramanthapur, Hyderabad, Telangana 500013",James P.Selvam Principal / M.A; B.ED,"Badminton, Hockey, Kabaddi, Kho-Kho, Tennikoit","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
ST. JOSEPHS SCHOOL,Day Schools,N/A,KG - Class 12,ICSE,Co-Education,tel:919513238818,100000 / Annual,"ST. JOSEPHS SCHOOL, Ravindra Nagar, Habsiguda, Hyderabad, Telangana 500013, India",,,
Sri Sai High School,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:919513238818,16500 / Annual,"Uppal - Ramanthapur Road, 9GXQ+379, Ramanthapur, Gaddi annaram, Indira Nagar, Nehru Nagar, Habsiguda, Hyderabad, Telangana 500013, India",,,Transport
SAINT PAULS HIGH SCHOOL,2015,Day Schools,350,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"Uppal - Ramanthapur Rd, Indira Nagar, Sai Chitra Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,
Bhashyam High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,32000 / Annual,"Plot No. 600, Road No. 3, Budda Nagar, Uppal Depot, Vijayanagar Colony, Vikrampuri, Habsiguda, Hyderabad, Telangana 500039, India",,,Transport
Chaitanya Bharathi High School,1988,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"9GRQ+XHP, Bharath Nagar Rd, Santhi Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,
N.S. Grammar High school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,16000 / Annual,"CH88+J94, Chilka Nagar Main Rd, West Balaji Hill Colony, Hema Nagar, Boduppal, Hyderabad, Telangana 500039, India",,,Transport
ST. JHON HIGH SCHOOL,1991,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,18300 / Annual,"No 33, Sri Nagar Colony, Ramanthapur, Hyderabad, Telangana 500013, India",,,Transport
SR DIGI SCHOOL,Day Schools,600,Nursery - Class 10,State Board,Co-Education,tel:919513238818,26000 / Annual,"Plot No. 272, 273, 276 & 277, Hemanagar Colony, Uppal, Hema Nagar, Boduppal, Secunderabad, Hyderabad, Telangana 500039, India",,,Transport
Camritz Global School,2013,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,40000 / Annual,"Rd Number 6, Uppal, West Balaji Hill Colony, Rajasheker Colony, Boduppal, Hyderabad, Telangana 500039, India",,,Transport
NELEENA CONVENT HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"9GRP+M92, Endowment Colony, Ramanthapur, Hyderabad, Telangana 500013, India",,,
Oakwood International School,2010,Day Schools,650,Nursery - Class 10,CBSE,tel:919513238818,70000 / Annual,"sathya nagar Kaman, 1-4-477, Satya Nagar Colony Rd, New Maruthi Nagar, Satya Nagar Colony, Kothapet, Hyderabad, Telangana 500035, India",,,Transport
St. Josephs High School,1979,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,30000 / Annual,"3-10-3, Gokhale Nagar, Nehru Nagar, Ramanthapur, Hyderabad, Telangana 500013, India",,,
Johnson Grammar School,Day Schools,N/A,Nursery - Class 12,ICSE,Co-Education,tel:919513238818,73000 / Annual,"Street No. 2, Vikrampuri, Habsiguda, Hyderabad, Telangana 500007, India",,,Transport
Sarathi School,Day Schools,650,LKG - Class 10,CBSE,Co-Education,tel:919513238818,60000 / Annual,"CG9R+V3C, Habsiguda Main Rd, near IICT & IICT Colony, Professors Quarters, Habsiguda, Hyderabad, Telangana 500007, India",,,Transport
Tejasvi Vidyaranyaaa,1996,,N/A,Pre School - 10,CBSE,tel:919513238818,36000 / Annual,"Street No. 2, opposite Sloka Residency, Kakateeya Nagar, Habsiguda, Hyderabad, Telangana 500007, India",,Badminton,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
GOWTHAM MODEL SCHOOL,2004,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,28500 / Annual,"4, Captain Veera Raja Reddy Marg, Ravindra Nagar, Habsiguda, Hyderabad, Telangana 500007, India",,,Transport
Bala Bharathi High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,9000 / Annual,"3-10-29/1, Gokhale Nagar, Ramanthapur, Ramanthapur, RTC Colony, Gaddi annaram, Hyderabad, Telangana 500013, India",,,
Hari Hara Grammar School,2000,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,12600 / Annual,"9HF6+FRX, Bandlaguda Road, Arunodaya Nagar Colony, Cooperative Bank Colony, Nagole, Hyderabad, Telangana 500068, India",,,
Sri Siddhartha Model High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,14000 / Annual,"2-6-72, Nagole, AHS Colony, Ajay Nagar, Nagole AHS Colony, Ajay Nagar, Nagole Hyderabad, Telangana 500068 India, Jaipuri Colony, Ajay Nagar, Nagole, Hyderabad, Telangana 500068, India",,,
ST JOHNS HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"2-6-175, Nagole Jaipur Colony Main Rd, Vijaya Gardens, Nagole, Hyderabad, Telangana 500068, India",,,
Edify Kids play school,N/A,"Play Schools, Public Schools",N/A,LKG - 6,CBSE,tel:919513238818,,"IICT Rd No 3, Bheem Reddy Nagar, Mallika Arjun Nagar, Boduppal, Hyderabad, Telangana 500098, India",,"Cricket, Taekwondo, Yoga","Transport, Medical Facility, Computers Facility, Library"
Siddhartha Public School,1988,Public Schools,514,LKG - 10,ICSE,tel:919513238818,Fee range is from Rs. 50000 to Rs. 125000,"H.No. 9-21, Hanuman Nagar, Beside AVI Clinics, Boduppal, Hyderabad, Telangana 500039","Ms . Anuradha Murthy Principal / M.A. , M.Ed. PGCTE(EFLU)","Athletics, Badminton, Basketball, Boxing, Karate, Skating, Throwball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Pallavi Model School,1995,Public Schools,N/A,LKG - 12,CBSE,tel:919513238818,30000-60000,"Near Ambedkar Statue, Adj Sri Krishna Temple, Boduppal, West Hanuman Nagar, Boduppal, Hyderabad, Telangana 500092, India",,"Basketball, Carroms, Chess, Cricket, Football, Horseback Riding, Kho-Kho, Skating, Squash, Swimming, Taekwondo, Tennis, Throwball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Academic Heights Public School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,50000-60000,"Survey No. 51, Near Shivalayam, Venkat Reddy Colony, Boligudem Road, Boduppal, Hyderabad, Telangana 500092, India",,"Badminton, Basketball, Carroms, Chess, Skating, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Gowtham model school,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Buddha Nagar Colony, Mallika Arjun Nagar, Boduppal, Hyderabad, Telangana 500098, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Lotus Lap Public School,1999,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"House No. 1-11, Bommak Brothers Colony, Near Water Tank, Hanuman Nagar Colony, Boduppal, Hyderabad, Telangana 500092, India",,"Chess, Skating, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
SR Digi School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Keshavnagar, Hanuman Nagar Colony, Boduppal, Hyderabad, Telangana 500039, India",,"Athletics, Carroms, Chess, Cricket, Tennis, Yoga",
Kiran International School,2013,International Schools,N/A,Pre School - 10,CBSE,tel:919513238818,,"No. 9-35/2, Beside Keshav Gardens, Lane Opp to CS Brothers, Keshav Nagar Colony, Boduppal, Hyderabad, Telangana 500092, India","Ritesh K Bhuriwale MANAGING DIRECTOR / B.Tech., MS(USA)","Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Handball, Hockey, Kabaddi, Kho-Kho, Skating, Swimming, Table-tennis, Taekwondo, Tennis, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No. 133, Near Mallikarjuna Swamy Temple Lane, Opposite Uppal Bus Depot, Boduppal, Hyderabad, Telangana 500092, India",,"Cycling, Yoga","Transport, Medical Facility, Library"
Narayana Techno School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"DNO:2-27/1, Mallikarjuna nagar, Peerjadiguda(V), Dwaraka Nagar, Balaji Hill Colony, Boduppal, Hyderabad, Telangana 500039, India",,"Carroms, Chess","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sunshine Preschool & Day Care Chain,2012,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,40000,"House No. 5-55/3, Budha Nagar, Uppal Bus Depot, Boduppal, Hyderabad, Telangana 500092, India",,Cycling,"Transport, Medical Facility, Library"
Academic Heights Public School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,50000-60000,"Survey No. 51, Near Shivalayam, Venkat Reddy Colony, Boligudem Road, Boduppal, Hyderabad, Telangana 500092, India",,"Badminton, Basketball, Carroms, Chess, Skating, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kiran International School,2013,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,35000 / Annual,"9-35, 2, Keshavnagar, Bhagya Nagar Colony, Boduppal, Hyderabad, Telangana 500092, India",,,Transport
Kakatiya Techno School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,18000 / Annual,"No. 1, 167, Mohan Nagar, Srinagar Colony, Nagole, Hyderabad, Telangana 500068, India",,,
Presidency High School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,12000 / Annual,"9GFR+JGG, Chaitanyapuri Main Rd, Phanigiri Colony, Kothapet, Hyderabad, Telangana 500060, India",,,
SR DIGI SCHOOL,2011,Day Schools,550,Nursery - Class 10,State Board,tel:919513238818,27000 / Annual,"House No. 4-9-119/1, Street No. 1, HMT Nagar, MBD Complex, HMT Nagar, Nacharam, Hyderabad, Telangana 500076, India",,,Transport
Academic Heights Public School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,45000 / Annual,"opp. to Electricity Sub Division Office, Mohan Nagar, CTO Colony, Kothapet, Hyderabad, Telangana 500035, India",,,Transport
Tree House Kids Play Group,2017,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"1-13-21, Road No.1, R.K Near SBH, Alkapuri Colony, RK Puram, Ramakrishnapuram, Kothapet, Hyderabad, Telangana 500035",,"Cycling, Yoga","Transport, Medical Facility"
St. Martin's High School,na,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,25000-35000,"Road Number 2, RK Puram, Vijaypuri Colony, Gayatri Vihar, SBI Colony, Kothapet, Hyderabad, Telangana 500035, India",,"Badminton, Carroms, Chess, Karate, Kho-Kho, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility"
Academic Heights Public School,N/A,Public Schools,N/A,LKG - 12,CBSE,tel:919513238818,50000-60000,"No. 1-1-660, SBH Building, Mohan Nagar,  Commercial Tax Colony, Kothapet, Hyderabad, Telangana 500035, India",,"Athletics, Basketball, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Edify Kids,N/A,"Play Schools, Public Schools",N/A,LKG - 6,CBSE,tel:919513238818,,"House No:-1-5-153/3, Road No.12F, New Maruthi Nagar, Kothapet, Hyderabad, Telangana 500060, India",,"Cricket, Taekwondo, Yoga","Transport, Computers Facility, Library"
I Play I Learn School,N/A,Play Schools,40,LKG - UKG,Other Boards,tel:919513238818,32000-34000,"Road No 5, SBI colony, Behind More super market, Nagole Road, Kothapet, Hyderabad, Telangana 500035, India",,Cycling,"Transport, Medical Facility, Library"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"House No:23-38/2&3, Near GHMC East Zonal Office, Krishnaveni Nagar, Kothapet, Hyderabad, Telangana 500060",,"Carroms, Chess, Cricket, Throwball, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Martin's High School,na,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,25000-35000,"Road Number 2, RK Puram, Vijaypuri Colony, Gayatri Vihar, SBI Colony, Kothapet, Hyderabad, Telangana 500035, India",,"Badminton, Carroms, Chess, Karate, Kho-Kho, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility"
