Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Sharp School of Excellence,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,35000 / Annual,"New Hafeezpet , Near Rajiv Gandhi Statue, F9J7+327, New Hafeezpet, Aditya Nagar, Hafeezpet, Hyderabad, Telangana 500050, India",,,
Maharishi Vidya Mandir,Day Schools,N/A,Nursery - Class 12,CBSE,Co-Education,tel:919513238818,63000 / Annual,"Girish Park, F99C+F3W, near Hi Tech City, Green Hamlet, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
Arbor International School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,200000 / Annual,"Raja Rajeshwara Nagar, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
Jain Heritage A Cambridge School,Day Schools,N/A,Class 1 - Class 10,CBSE,Co-Education,tel:919513238818,128000 / Annual,"Botanical Gardens Road, Kondapur, Survey No. 187, Masjid Banda Rd, Beside DCHL, Masjid Banda, Sai Pruthvi Enclave, Hyderabad, Telangana 500084, India",,,Transport
ST ISAAC ADVENT HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,13800 / Annual,"3-531, Hafeezpet Rd, Nandini Nagar, New Hafeezpet, Aditya Nagar, Hafeezpet, Hyderabad, Telangana 500049, India",,,Transport
World One School,2013,Day Schools,N/A,Nursery - Class 10,"IGCSE, CBSE",tel:919513238818,100000 / Annual,"Survey No. 45,, Hafeezpet, Near Kondapur RTO Office, Kondapur, behind HICC & Novotel, Bikshapathi Nagar, Hafeezpet, Hyderabad, Telangana 500084, India",,,Transport
Matrusri DAV Public School,2011,Public Schools,1725,LKG - 12,CBSE,tel:919513238818,24000-26000,"Survey No. 44/1, Matrusri Nagar Colony, Miyapur, Mathrusree Nagar, Hafeezpet, Hyderabad, Telangana 500049, India",,"Badminton, Cricket, Kho-Kho, Tennis, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility, Library"
Voxpop International School,N/A,"International Schools, Boarding Schools",N/A,LKG - 10,"CBSE, State Board",tel:919513238818,,"Aparna County Access Road, Miyapur, Mathrusree Nagar, Hafeezpet, Hyderabad, Telangana 500049, India",Mrs Helavathy .V Principal,"Basketball, Cricket, Football, Gymnastics, Karate, Taekwondo, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Flat No: 103B, Sri Sairam Towers, Hafeezpet, Hyderabad, Telangana 500049",,"Cycling, Yoga","Transport, Medical Facility, Library"
"Seeds school, Mars Campus",2011,Public Schools,N/A,LKG - 2,CBSE,tel:919513238818,55000-100000,"Shop No.114/115, Miyapur 'X' Road, Indra Reddy Allwyn Colony, Hafeezpet, Hyderabad, Telangana 500049, India",Ms.Shilpa Raghuraj Center Head,"Athletics, Basketball, Carroms, Chess, Cricket, Skating","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Zenas International School,N/A,International Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"Hafeezpet, Hyderabad, Telangana 500049, India",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Gymnastics, Karate, Soccer, Table-tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Maples The Complete School,2009,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"95&96, Madinaguda, Hafeezpet, Hyderabad, Telangana 500049, India",,"Badminton, Basketball, Cycling, Karate, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Janapriya High School,2001,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"240,Janapriya Nagar,Road No 3, Miyapur, Janapriya Nagar, Hafeezpet, Hyderabad, Telangana 500049, India",,"Athletics, Cricket, Kho-Kho","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Matrusri DAV Public School,2011,Public Schools,1725,LKG - 12,CBSE,tel:919513238818,24000-26000,"Survey No. 44/1, Matrusri Nagar Colony, Miyapur, Mathrusree Nagar, Hafeezpet, Hyderabad, Telangana 500049, India",,"Badminton, Cricket, Kho-Kho, Tennis, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility, Library"
CLAPS Wikids Pre-School,2005,Day Schools,N/A,Pre-Nursery - Class 2,CBSE,tel:919513238818,35000 / Annual,"1-15/3/A, Ramakrishna Nagar, Hafeezpet, Madeenaguda, Telangana 500050, India",,,
Vidya Talent school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"108/135, Golden Habitat, Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500084, India",,,
Gowtham Model School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,38000 / Annual,"Plot No 5-132, Survey Number 2, Mythri Nagar Phase Ii, Madinaguda, beside Srikara Hospital, Mythri Nagar, Hafeezpet, Hyderabad, Madeenaguda, Telangana 500050, India",,,
SEEDS (Primary School),Day Schools,N/A,Nursery - Class 3,CBSE,Co-Education,tel:919513238818,103000 / Annual,"114 & 115 Phase-I, NH 65, behind the Bharath Pertrol Pump, Mythri Nagar, Madinaguda, Hafeezpet, Miyapur, Hyderabad, Telangana 500050, India",,,Transport
Bhavya Talent school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,22000 / Annual,"8-415/26, F9Q2+QQ3, beside Bhavya Talent School, Indra Reddy Allwyn Colony, Hafeezpet, Miyapur, Hyderabad, Telangana 500049, India",,,Transport
GOWTHAM MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"F94F+68M, Jubilee Enclave Rd, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081, India",,,Transport
St. Martins High School,2001,Day Schools,N/A,Nursery - Class 12,CBSE,tel:919513238818,30700 / Annual,"St.martins High School, Nandini Nagar, Ambedkar Nagar, Hafeezpet, Hyderabad, Telangana 500049",,,Transport
Gautami Vidya Kshetra School,2000,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,41000 / Annual,"Gautami Valley, New Miyapur Police Station Road, Prasanth Nagar, Hyderabad, Telangana",,,Transport
Fountainhead the Global School,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:919513238818,57000 / Annual,"Dreamview, HMWS&SB Road, Hyder Nagar, Miyapur, IDPl Employees Colony, Hafeezpet, Hyderabad, Telangana 500049, India",,,Transport
Triveni High school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,30000 / Annual,"F8VW+FXW, Venkateswara Temple Rd, Mythri Nagar, Hafeezpet, Madeenaguda, Telangana 500050, India",,,Transport
VOXPOP International School,2009,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,61000 / Annual,"Aparna County Access Road, Matrusri Nagar, Miyapur, Mathrusree Nagar, Hafeezpet, Hyderabad, Telangana 500049, India",,,Transport
Zenas International School,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",Co-Education,tel:919513238818,60000 / Annual,"Zenas International School Marg, Mathrusri Nagar Miyapur Hyderabad, Metro - Pillar 1, Mathrusree Nagar, Hafeezpet, Hydrerabad, Hyderabad, Telangana 500049, India",,,Transport
Castle Town Public School,2002,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,12000 / Annual,"1-122, Janapriya Apartments, Abhaya Anjeneya Temple Street, Mythri Nagar, Balaji Nagar, Miyapur, Telangana 500018, India",,,Transport
geetanjali model school,2004,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:919513238818,17000 / Annual,"LIG-498 & 502, K P H B Phase 7, Kukatpally, Hyderabad, Telangana 500072, India",,,
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No:20 & 21, HUDA Layout, Beside Nallagandla Fly Over, Serilingampally, Hyderabad, Telangana 500019, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
leo kidz Play School,2011,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000,"Rail Vihar, Serilingampally, Hyderabad, Telangana 500019",,"Cycling, Karate, Yoga","Transport, Medical Facility"
Iken Active Kidz,na,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,25000-28000,"Plot No.309, Gulmohar Park Colony, Serilingampally, Hyderabad, Telangana 500019, India",,Cycling,"Transport, Medical Facility"
CornerStone School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,"85,000 - 1,15,000","Survey No.49,Near Annapurna Enclave Behind Hotel Swagath, Chandanagar Serilingampally,Rangareddy District, Hyderabad, Telangana 500050",Mrs. SHILPA SETHI Principal / .,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Iken Active Kidz,na,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,25000-28000,"Plot No.309, Gulmohar Park Colony, Serilingampally, Hyderabad, Telangana 500019, India",,Cycling,"Transport, Medical Facility"
GAUTAMI VIDYA KSHETRA,2001,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,41000 / Annual,"Gautami Valley, New, F8XW+M8G, Miyapur Police Station Rd, Krushi Nagar, Shanti Nagar Colony, Prasanth Nagar, Hyderabad, Miyapur, Telangana 500049, India",,,Transport
Pavithra International School,2012,International Schools,,LKG - 12,CBSE,tel:919513238818,40000-150000,"Near Anjali Garden, Puppalaguda Main Road, Gulmohar Park Colony, Serilingampally, Hyderabad, Telangana 500019, India",Y.Venkatesh Chairman / .,"Badminton, Basketball, Carroms, Chess, Gymnastics, Table-tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Shemrock Lalita,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot no; 8 & 9, Gulmohar Park Colony, Serilingampally, Hyderabad, Telangana 500019, India",,,"Transport, Medical Facility, Library"
Nasr School for boys,1998,Public Schools,N/A,1 - 10,ICSE,tel:919513238818,,"1-72-4 / 4, Survey No. 47, Near Serilingampally Cross Road, Serilingampally, Gachi Bowli, Hyderabad",Mr. Mir Hafeezuddin Ahmed Principal,"Archery, Basketball, Cricket, Football, Hockey, Karate, Table-tennis, Tennis",Transport
Indus International Junior School,2008,International Schools,N/A,LKG - 4,International Baccalaureate,tel:919513238818,22000-230000,"Plot No.23D, Nallagandla, Huda Colony, Serillingampally, Ranga Reddy District 500019",Ms. Nuwaira Pasha Principal / Diploma in Early Childhood and Pre-school,"Badminton, Basketball, Carroms, Cricket, Football, Hockey, Horseback Riding, Kabaddi, Kho-Kho, Swimming, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sancta Maria International School,1982,International Schools,N/A,LKG - 12,Cambridge IGCSE,tel:919513238818,130000-400000,"Survey No. 106, 107, Dubey Colony Rd, Serilingampally, Hyderabad, Telangana 500019",MR. B. AROGYA REDDY President & Chairman / N/A,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Hockey, Kabaddi, Kho-Kho, Lawn Tennis, Soccer, Table-tennis, Tennis, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
"Seeds School, Uranus campus",2016,Public Schools,N/A,LKG - 2,"CBSE, Other Boards",tel:919513238818,55000-70000,"H.no:7-14/1, Old Mumbai Hwy, Bapu Nagar, Serilingampally, Hyderabad, Telangana, Bapu Nagar, Serilingampally, Hyderabad, Telangana 500019, India",B.Preethi Reddy Center Head,"Athletics, Basketball, Cricket, Cycling, Football, Karate","Transport, Medical Facility, Smart Classrooms"
leo kidz Play School,2011,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000,"Rail Vihar, Serilingampally, Hyderabad, Telangana 500019",,"Cycling, Karate, Yoga","Transport, Medical Facility"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No:20 & 21, HUDA Layout, Beside Nallagandla Fly Over, Serilingampally, Hyderabad, Telangana 500019, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sujana Vidyanikethan,Day Schools,N/A,Nursery - Class 4,State Board,Co-Education,tel:919513238818,23000 / Annual,"Plot no.14, Huda Trade Centre, Near Rangaprasad residency, Besides More super market, Serilingampally, Hyderabad-500019, Rail Vihar, Serilingampalle (M), Telangana 500133, India",,,Transport
Sujana Vidyanikethan,Day Schools,N/A,Nursery - Class 4,State Board,Co-Education,tel:919513238818,23000 / Annual,"Plot no.14, Huda Trade Centre, Near Rangaprasad residency, Besides More super market, Serilingampally, Hyderabad-500019, Rail Vihar, Serilingampalle (M), Telangana 500133, India",,,Transport
Sesame Street Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"House No:1-115-86-A, Imperial Heights, Manjeera Pipeline Rd, Madinaguda, Hafeezpet, Hyderabad, Telangana 500049, India",,"Cycling, Yoga","Transport, Medical Facility, Library"
Sreenidhi Global School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"5-295, Deepthi Srinagar, Madinaguda, Hyderabad, Telangana 500049",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Meru International School,2018,International Schools,2100+,LKG - 12,"CBSE, Cambridge IGCSE",tel:919513238818,2.1 lakhs - 2.8 lakhs,"Sy. No. 97(P) & 98, adjacent to My Home Jewel, Madinaguda, Chanda Nagar, Hyderabad, Telangana 500049, India","Ms. MEGHANA RAO JUPALLY DIRECTOR, MERU INTERNATIONAL SCHOOL / N/A","Athletics, Badminton, Basketball, Carroms, Cricket, Football, Gymnastics, Kabaddi, Karate, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No 5-132, Survey Number 2, Mythri Nagar Phase ii, Madinaguda, Hafeezpet, Hyderabad, Telangana 500050, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
MERU SCHOOL,2018,Day Schools,N/A,Nursery - Class 12,"CBSE, IGCSE",tel:919513238818,178200 / Annual,"Sy. No. 97(P) & 98, adjacent to MY HOME JEWEL, Chanda Nagar, Madeenaguda, Telangana 500049, India",,,Transport
Blossoms International Play School,2012,Play Schools,N/A,LKG - UKG,CBSE,tel:919513238818,27000-30000,"Manjeera Pipeline Rd, Ramakrishna Nagar, Madinaguda, Hafeezpet, Hyderabad, Telangana 500050, India",,Cycling,"Transport, Computers Facility"
Cambridge Montessori Pre School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"5-38, Deepthi Srinagar Colony, Dharmapuri Temple Road, Near, Ushodaya Signature, PJR Colony, Madinaguda, Miyapur, Hyderabad, Telangana 500049, India",,"Athletics, Cycling","Transport, Medical Facility, Library"
Claps Wikids Preschool,2005,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"1-15/3/A, Ramakrishna Nagar, Madinaguda, Hafeezpet, Hyderabad, Telangana 500050, India",,,Transport
Vignan Global Gen School,2003,Public Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,50000-70000,"HIG phase-II, Ushodaya Enclave, Madinaguda, Mvtri Nagar Phase 3, Madinaguda, Hafeezpet, Hyderabad, Telangana 500050, India","Mr. Dr. L. Rathaiah Founder, Chairman / PG","Carroms, Chess, Cricket, Karate, Tennikoit, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Tree House,2015,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"5-107, Mythri Nagar, Madinaguda, Hafeezpet, Hyderabad, Telangana 500049, India",,Cycling,"Transport, Medical Facility"
Joy Kids Pre School and Day Care,2008,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,9000-15000,"House No. 8, V.R.Residency, Madeenaguda, Manjeera Pipeline Rd, Mvtri Nagar Phase 3, Madinaguda, Hafeezpet, Hyderabad, Telangana 500049, India",,"Cycling, Swimming",Transport
St. Anns High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,50000 / Annual,"F8WW+J23, Viswaswara Nagar Colony, Shanti Nagar Colony, Tiwari Nagar, Madeenaguda, Miyapur, Telangana 500049, India",,,Transport
Meridian School,2006,Day Schools,1100,Nursery - Class 12,"CBSE, International Baccalaureate",tel:919513238818,135000 / Annual,"100 Feet Rd, Siddhi Vinayak Nagar, Madhapur, Hyderabad, Telangana 500081, India",,,Transport
CANARY THE SCHOOL,Day Schools,N/A,Nursery - Class 10,"International Baccalaureate, CBSE",Co-Education,tel:919513238818,117498 / Annual,"1-110/3/G, Madinaguda, Landmark:, beside MLA Camp office, Tiwari Nagar, Miyapur, Hyderabad, Telangana 500049, India",,,Transport
Little Florets School,2021,"Play Schools, Public Schools",120,Pre School - 5,CBSE,tel:919513238818,45000 to 62000,"Road No. 5C, Gopal Nagar, Mahindra Ashvita Life Spaces to Haffizpet Road, Hyderabad - 500085",,,"Transport, Medical Facility, Smart Classrooms, Library"
Olive School,2013,Day Schools,60,Pre-Nursery - Class 7,State Board,tel:919513238818,20000 / Annual,"F9PM+3VP, KPHB Colony Rd, K P H B Phase 9, Kukatpally, Hyderabad, Telangana 500085, India",,,Transport
Sesame Street Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No.12, Jayabheri Enclave, Near Aditya Sarovar Premier Hotel, Gachibowli, Hyderabad, Telangana 500032, India",,"Cycling, Yoga","Transport, Medical Facility, Library"
Sunshine Preschool & Daycare Chain,2012,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,40000,"Plot No: 19, Vinayaka Nagar Colony, Venkateshwara Temple Road, Gachibowli, Hyderabad, Telangana 500032, India",,Cycling,"Transport, Medical Facility, Library"
Kidzee Preschool,2013,Play Schools,50,LKG - UKG,CBSE,tel:919513238818,55000,"House No. HIGA 54, Door No. 4-46-P4/54, APHB Colony, Gachibowli, Hyderabad, Telangana 500072",,Cycling,"Transport, Medical Facility, Smart Classrooms, Computers Facility, Library"
Prerana Waldorf School,1996,Public Schools,N/A,LKG - 12,"CBSE, Cambridge IGCSE",tel:919513238818,,"Survey No.47/9, Janardhan Hills, Opposite NCC Urban Apartments, Sherilingampally Mandal, Gachibowli, Hyderabad, Telangana 500032, India",,"Basketball, Carroms, Chess, Cricket, Football, Karate, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
