Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Footprints: Play School & Day Care Creche,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,16000,"House- 91/HIG/A, Survey-108, Gachibowli, Hyderabad, Telangana 500032",,"Taekwondo, Yoga","Transport, Medical Facility"
Delhi Public School,2002,Public Schools,450,LKG - 10,CBSE,tel:919513238818,,"Survey No 74, Khajaguda Village, Chitrapuri Colony, Post, Hyderabad, Telangana 500104",Mrs Rekha Aggarwala Director Mrs Geetha Vishwanathan Principal,"Basketball, Cricket, Football, Golf, Gymnastics, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Globe Totters A Birla Preschool,2010,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot no 27, Street No 19, Telecomnagar, Gachibowli, Hyderabad, Telangana 500032",,Cycling,"Transport, Medical Facility"
Inky Plams Pre School & Daycare,2019,"Play Schools, Other",N/A,Pre School - UKG,CBSE,tel:919513238818,,"Villa# 9, Najier S4 Properties, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032",,,
Kinderkare Day Care & Pre school,2006,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,7000 - 10000,"#3, Beside Hotel Radisson, Jayabheri Enclave, Gachibowli, Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032, India",,"Chess, Table-tennis","Transport, Medical Facility, Library"
Sesame Street Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No.12, Jayabheri Enclave, Near Aditya Sarovar Premier Hotel, Gachibowli, Hyderabad, Telangana 500032, India",,"Cycling, Yoga","Transport, Medical Facility, Library"
Oi Play school,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"3, Kalajyothi Road, Sai Pruthvi Enclave, Gachibowli, Hyderabad, Telangana 500084, India",,"Cycling, Swimming","Transport, Library"
Esperanza Preschool & 24x7 Childcare,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Door No. 2-50/22/PH, Bhavya Sree Building, Plot No 22, Jayabheri Pine Valley, Gachibowli, Hyderabad, Telangana 500032, India",,Cycling,"Transport, Medical Facility, Library"
Sesame Street Preschool,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No.12, Jayabheri Enclave, Near Aditya Sarovar Premier Hotel, Gachibowli, Hyderabad, Telangana 500032, India",,"Cycling, Yoga","Transport, Medical Facility, Library"
Inky Plams Pre School & Daycare,2019,"Play Schools, Other",N/A,Pre School - UKG,CBSE,tel:919513238818,,"Villa# 9, Najier S4 Properties, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032",,,
GOLDCREST SCHOOL,2018,"International Schools, Other Collections",,Pre School - 9,CBSE,tel:919513238818,60000 to 95000,"#664, C8QM+V73, TNGOS Colony, Phase 1, Financial District, Gachibowli, Hyderabad, Telangana 500046, India",,"Badminton, Cricket, Football, Kho-Kho, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vidya Talent school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"108/135, Golden Habitat, Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500084, India",,,
NASR School for Boys,1998,Day Schools,N/A,Nursery - Class 10,ICSE,tel:919513238818,140000 / Annual,"Survey No. 47, Serilingampally, 1-72-4/4, NASR Boys School Rd, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500081, India",,,Transport
PRERANA WALDORF SCHOOL,2001,Day Schools,N/A,Nursery - Class 12,CBSE,tel:919513238818,120000 / Annual,"Sherilingampally Mandal, Gachibowli ‘X’ Road Diamond Hills, Lumbini Avenue, Bus Stop, Survey No.47/9, NASR Boys School Rd, Opposite NCC Urban Apartments, Janardana Hills, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500032, India",,,Transport
Sri Vijaya Bharathi High school,Day Schools,600,Nursery - Class 10,State Board,Co-Education,tel:919513238818,19999 / Annual,"C9MC+XCG, Diamond Hills, Lumbini Avenue, Gachibowli, Hyderabad, Telangana 500032, India",,,Transport
Sri Krishnaveni Talent School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"Sri Keshaveni Talent School, Rd No 4, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
Arbor International School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,200000 / Annual,"Raja Rajeshwara Nagar, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
Jain Heritage A Cambridge School,Day Schools,N/A,Class 1 - Class 10,CBSE,Co-Education,tel:919513238818,128000 / Annual,"Botanical Gardens Road, Kondapur, Survey No. 187, Masjid Banda Rd, Beside DCHL, Masjid Banda, Sai Pruthvi Enclave, Hyderabad, Telangana 500084, India",,,Transport
New Bloom High School,1999,Day Schools,550,Nursery - Class 10,State Board,tel:919513238818,25000 / Annual,"Safari Nagar, Kothaguda, Hyderabad, Telangana 500084, India",,,Transport
Oakridge International School,2001,Day Schools,1523,Nursery - Class 12,"International Baccalaureate, CBSE, CBSE",tel:919513238818,350000 / Annual,"Nanakramguda Rd, Cyberabad, Khajaguda, Hyderabad, Telangana 500008, India",,,Transport
Sreenidhi Global School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"228, Chitrapuri Colony High Tower Rd, Sai Vaibhav Layout, Sai Aishwarya Layout, Khajaguda, Manikonda, Hyderabad, Telangana 500089, India",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Kairos International School,2017,International Schools,,Pre School - 12,"CBSE, IGCSE",tel:919513238818,,"Survey No 37,Near Journalist colony Wipro junction to, Gopannapally, Sudarshan Nagar Colony Main Rd, Financial District, Serilingampalle (M), Telangana 500032",,"Badminton, Basketball, Carroms, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
CLAPS International School,N/A,"Public Schools, Boarding Schools",N/A,LKG - 7,"CBSE, International Baccalaureate, ICSE",tel:919513238818,,"Survey No. 234 & 239, Kalabgur, Near Shilparamam , SangaReddy, Hyderabad",,"Athletics, Billiards, Carroms, Chess, Cricket, Football, Gymnastics, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Esperanza Preschool & 24x7 Childcare,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"MSR Arcade, Patrika Nagar, Madhapur, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081, India",,Cycling,"Transport, Medical Facility, Library"
Euro School,2013,Public Schools,N/A,LKG - 10,"CBSE, ICSE, Cambridge IGCSE",tel:919513238818,,"Survey No. 54, Near Hotel Quality Pearl inn, Gachibowli Link Road, Hitech City, Hyderabad, Telangana 500032",Ms. Vishnu Vandana Principal,"Athletics, Carroms, Chess, Football, Gymnastics, Skating, Swimming, Table-tennis, Taekwondo, Throwball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Vivero International Preschool,2011,"International Schools, Play Schools",N/A,LKG - UKG,Other Boards,tel:919513238818,,"No-68, Near Hitex Convention Center Gate, Izzat Nagar, Hyderabad Telangana, Hyderabad, Telangana 500084","Arun Arora Co- Founder / Chemical Engineer Mr. Anshul Arora Co- founder / B.A, MBA",Yoga,"Transport, Medical Facility"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"47, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
"Sproutz School, Primary School & Daycare",2015,"International Schools, Play Schools",N/A,Pre School - 5,Cambridge IGCSE,tel:919513238818,,"Plot#105, Hitex Road, Shilpa Hills, Khanammet, Telangana 500084, India",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
KLAY Prep Schools and Day Care,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"No. 2A, 2B Ground Floor, Maximus 2B Towers, Opposite Kids paradise, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081, India",,"Athletics, Cycling","Transport, Medical Facility, Computers Facility, Library"
EuroKids Pre School,2001,Play Schools,N/A,LKG - 2,CBSE,tel:919513238818,,"Plot No: 53, Arunodaya Colony, Hitech City, Madhapur, Hyderabad, Telangana 500081",,"Cycling, Yoga","Transport, Medical Facility, Library"
GOWTHAM MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"F94F+68M, Jubilee Enclave Rd, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081, India",,,Transport
Keystone School,Day Schools,N/A,Nursery - Class 12,IGCSE,Co-Education,tel:919513238818,170000 / Annual,"Sy#, 340, Keystone School Rd, Financial District, Puppalguda, Nanakaramguda, Telangana 500032, India",,,Transport
Open Minds,2013,International Schools,N/A,1 - 10,"CBSE, International Baccalaureate, Cambridge IGCSE",tel:919513238818,150000-200000,"Survey No 192 & 193, 9th km off Outer Ring Road from Gachibowli to Patancheru, Gachibowli, Cyberabad, Osman Nagar, Kollur, Telangana 502300, India",Ms. Swapnali Deore Principal Ms. Sharmila Reddy Director,"Athletics, Badminton, Basketball, Football, Kabaddi, Skating, Table-tennis, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
KLAY Prep Schools and DayCare,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"3rd Floor, Anvi's Eco-Grand, Sy No:135 & 136, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India",,"Athletics, Cycling","Transport, Medical Facility, Computers Facility, Library"
The Shri Ram Academy,2022,International Schools,,Pre School - 7,International Baccalaureate,tel:919513238818,4 lakh to 6 lakh,"beside Srija Hospital, Padmasree Gardens, Gowlidoddy, Hyderabad, Telangana 500032, India",,"Badminton, Basketball, Carroms, Chess, Cricket, Football, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Green Gables International School,2000,"International Schools, Play Schools",,Pre School - 10,"CBSE, Cambridge IGCSE",tel:919513238818,,"Green Gables International School,ORR Service Road,Near Financial District,Hyderabad - 501 203",,"Athletics, Basketball, Cricket, Football","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Future Kids School,1997,Public Schools,N/A,LKG - 10,ICSE,tel:919513238818,90000-200000,"Puppal Guda, Rajendranagar Mandal, RR Dist, Financial District, Nanakram Guda, Hyderabad, Telangana 500075, India",,"Athletics, Cricket, Table-tennis, Tennis, Volleyball","Transport, Laboratory, Computers Facility, Library"
Samashti International School,2012,International Schools,N/A,LKG - 12,CBSE,tel:919513238818,,"# 95,96, Kollur, Off ORR,, 10 min from Financial District, Nagulapalli, Hyderabad, Telangana 502300","Swetha Manthena, MD MD Ms.Meera Bhandari Arora Principal / Ms History, English","Badminton, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Skating, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot No: 38, C Block,, Sri Ram Nagar, Botanical Garden Road, Kondapur, Hyderabad, Telangana 500081",,"Cycling, Yoga","Transport, Library"
Arbor International School,2012,International Schools,N/A,LKG - 10,CBSE,tel:919513238818,70000-92000,"Survey No.92, Botanical Garden Road, Maseed Banda, Kondapur, Hyderabad, Telangana 500084","Ms. Meera Ramanan Principal / M.A, M.S, B.Ed","Basketball, Cricket, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Jain Heritage A Cambridge School,2012,Public Schools,N/A,LKG - 10,"CBSE, Cambridge IGCSE",tel:919513238818,,"Survey No. 187, Besides DCHL, Botanical Gardens Road, Kondapur, Serilingampally Mandal, R R District, Hyderabad, Telangana 500084",Mrs.Mona Mehdi Principal,"Basketball, Carroms, Chess, Cricket, Football, Taekwondo, Tennis, Throwball, Volleyball","Transport, Laboratory, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No. 7 & 8, Hanuman Nagar, Near Aparna Towers, Opposite GEM Motors, Hanuman Nagar, Kondapur, Hyderabad, Telangana 500014, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
GVR Global Erudite School,2002,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"#Plot No.430B,Raghavendra Colony,Near Gem Motors Work shop,Opp.R.T.O Office Road, Kondapur, Hyderabad, Telangana 500084",,"Badminton, Basketball, Chess, Cricket, Table-tennis","Transport, Medical Facility, Computers Facility"
Sreenidhi School of Excellence,N/A,Other Collections,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,,"Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Esperanza Preschool & 24x7 Childcare,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"1st Floor Plot No.36-C & 43-C, Survey No. 60, Block-A, Hanuman Nagar, Kondapur, Hyderabad, Telangana 500084, India",,Cycling,"Transport, Medical Facility, Library"
Jain Heritage A Cambridge School,2012,Public Schools,N/A,LKG - 10,"CBSE, Cambridge IGCSE",tel:919513238818,,"Survey No. 187, Besides DCHL, Botanical Gardens Road, Kondapur, Serilingampally Mandal, R R District, Hyderabad, Telangana 500084",Mrs.Mona Mehdi Principal,"Basketball, Carroms, Chess, Cricket, Football, Taekwondo, Tennis, Throwball, Volleyball","Transport, Laboratory, Library"
I Play I Learn School,2015,Play Schools,40,LKG - UKG,Other Boards,tel:919513238818,32000-34000,"Plot No. 117, C Block Sri Ram Nagar Kondapur Hyderabad - 500081",,"Checkers, Cycling","Transport, Medical Facility, Smart Classrooms"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot No: 38, C Block,, Sri Ram Nagar, Botanical Garden Road, Kondapur, Hyderabad, Telangana 500081",,"Cycling, Yoga","Transport, Library"
Samskruthi High School,1999,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,24000-27000,"Near Berean Gospel Church, Raja Rajeshwara Nagar, Kondapur, Hyderabad, Telangana 500084",,"Badminton, Basketball, Chess, Cricket, Football, Table-tennis","Transport, Medical Facility, Computers Facility"
Chirec International School,1989,International Schools,N/A,1 - 12,"CBSE, International Baccalaureate",tel:919513238818,"3,00,000","1-55/12, Botanical Garden Rd, Sri Ram Nagar, Kondapur, Hyderabad, Telangana 500084","Mrs. Ratna Reddy Founder / PG in Early Childhood Education, PG in Child De K. Venkat Raman Vice Principal","Archery, Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Handball, Hockey, Kabaddi, Kho-Kho, Skating, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot No. 7 & 8, Hanuman Nagar, Near Aparna Towers, Opposite GEM Motors, Hanuman Nagar, Kondapur, Hyderabad, Telangana 500014, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
GVR Global Erudite School,2002,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"#Plot No.430B,Raghavendra Colony,Near Gem Motors Work shop,Opp.R.T.O Office Road, Kondapur, Hyderabad, Telangana 500084",,"Badminton, Basketball, Chess, Cricket, Table-tennis","Transport, Medical Facility, Computers Facility"
Arbor International School,2012,International Schools,N/A,LKG - 10,CBSE,tel:919513238818,70000-92000,"Survey No.92, Botanical Garden Road, Maseed Banda, Kondapur, Hyderabad, Telangana 500084","Ms. Meera Ramanan Principal / M.A, M.S, B.Ed","Basketball, Cricket, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"3, Raghavendra Colony, Kondapur, Hyderabad, Telangana 500084, India",,"Cycling, Swimming","Transport, Library"
World One School,2015,International Schools,N/A,LKG - 10,CBSE,tel:919513238818,90000-120000,"Survey No. 45,, Hafeezpet, Near Kondapur RTO Office, Behind HICC & Novotel, Kondapur, Hyderabad, Telangana 500084",Dr. Rathaiah Chairman,"Basketball, Cricket, Golf, Karate, Kho-Kho, Taekwondo, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Maharishi Vidya Mandir,2001,Public Schools,2513,LKG - 12,CBSE,tel:919513238818,54000-86400,"Beside Novotel Hotel, Girish Park, Kondapur, Hyderabad, Telangana 500084, India",Mrs. Vasanthy Parasuraman principal,"Chess, Cricket, Football, Hockey, Table-tennis, Tennis, Volleyball","Transport, Laboratory, Computers Facility, Library"
World One School,2015,International Schools,N/A,LKG - 10,CBSE,tel:919513238818,90000-120000,"Survey No. 45,, Hafeezpet, Near Kondapur RTO Office, Behind HICC & Novotel, Kondapur, Hyderabad, Telangana 500084",Dr. Rathaiah Chairman,"Basketball, Cricket, Golf, Karate, Kho-Kho, Taekwondo, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"3, Raghavendra Colony, Kondapur, Hyderabad, Telangana 500084, India",,"Cycling, Swimming","Transport, Library"
Little Einsteins,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot no 26, Hanuman nagar colony, Opp. Gem Motors, Aparna towers, Kondapur, HYderabad- 500084",,"Carroms, Chess","Transport, Medical Facility"
I Play I Learn School,2015,Play Schools,40,LKG - UKG,Other Boards,tel:919513238818,32000-34000,"Plot No. 117, C Block Sri Ram Nagar Kondapur Hyderabad - 500081",,"Checkers, Cycling","Transport, Medical Facility, Smart Classrooms"
Chirec International School,1989,International Schools,N/A,1 - 12,"CBSE, International Baccalaureate",tel:919513238818,"3,00,000","1-55/12, Botanical Garden Rd, Sri Ram Nagar, Kondapur, Hyderabad, Telangana 500084","Mrs. Ratna Reddy Founder / PG in Early Childhood Education, PG in Child De K. Venkat Raman Vice Principal","Archery, Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Handball, Hockey, Kabaddi, Kho-Kho, Skating, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Delhi Public School,2002,Day Schools,1100,Nursery - Class 12,CBSE,tel:919513238818,137000 / Annual,"Khajaguda Village Survey No 74, Khajaguda, Village, Sai Vaibhav Layout, Chitrapuri Colony, Hyderabad, Telangana 500104, India",,,Transport
Sanskriti School,Day Schools,1200,Nursery - Class 12,CBSE,Co-Education,tel:919513238818,112000 / Annual,"1-110/GTE, Golden Tulip Estate, JV Hills, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
SARADA HIGH SCHOOL,Day Schools,500,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:919513238818,20000 / Annual,"Hanuman Nagar, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
Sumanjali High school,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:919513238818,14000 / Annual,"F996+44F, near Berean Gospel Church, Raja Rajeshwara Nagar, Kondapur, Hyderabad, Telangana 500084, India",,,
GVR Global Erudite School,2002,Day Schools,450,Nursery - Class 10,"State Board, CBSE",tel:919513238818,50000 / Annual,"#Plot No.430B,Raghavendra Colony,Near Gem Motors Work shop,Opp.R.T.O Office Road, Kondapur, Raghavendra Colony, Hyderabad, Telangana 500084, India",,,Transport
The Shri Ram Universal School,2016,"International Schools, Public Schools",N/A,1 - 11,CBSE,tel:919513238818,"1,50,000 to 4,00,000","2-59/1/JM/104, Financial District, Nanakramguda, Gachibowli, Serilingampally, Hyderabad, Telangana 500032, India",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Gymnastics, Skating, Soccer, Taekwondo, Throwball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Future Kids,1997,Day Schools,N/A,Class 1 - Class 12,ICSE,tel:919513238818,170000 / Annual,"Puppal Guda, Rajendranagar Mandal, RR Dist, Financial District, Hyderabad, Nanakaramguda, Telangana 500075, India",,,Transport
Meridian School,2006,Day Schools,1100,Nursery - Class 12,"CBSE, International Baccalaureate",tel:919513238818,135000 / Annual,"100 Feet Rd, Siddhi Vinayak Nagar, Madhapur, Hyderabad, Telangana 500081, India",,,Transport
Maharishi Vidya Mandir,Day Schools,N/A,Nursery - Class 12,CBSE,Co-Education,tel:919513238818,63000 / Annual,"Girish Park, F99C+F3W, near Hi Tech City, Green Hamlet, Kondapur, Hyderabad, Telangana 500084, India",,,Transport
The Global Edge School,2005,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,90000 / Annual,"1-98/B/85/1, Plot no.8/A, part of Survey Nos. 74 and 75, Jai Hind Gandhi Road, Jaihind Enclave, Off, 100 Feet Rd, near Seasons Swimming Pool, VIP Hills, Silicon Valley, Madhapur, Hyderabad, Telangana 500081, India",,,Transport
GLOBAL EDGE HIGH SCHOOL,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,120000 / Annual,"1-98/B/85/1, Plot no.8/A, part of Survey Nos. 74 and 75, Jai Hind Gandhi Road, Jaihind Enclave, Off, 100 Feet Rd, near Seasons Swimming Pool, VIP Hills, Silicon Valley, Madhapur, Hyderabad, Telangana 500081, India",,,
