Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
"Narayana e Techno School, Vivekananda nagar",N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"No. 124-125, SS Towers, Sai Nagar, Saptagiri Colony, Vivekananda Nagar, Kukatpally, Hyderabad, Telangana 500072, India",,"Carroms, Chess","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
MNR I Exceed School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"Street Number 8, Western Hills, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana 500085, India",,"Cricket, Kabaddi, Karate, Skating, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Rao's My Techno school,N/A,Public Schools,N/A,LKG - 10,"ICSE, State Board",tel:919513238818,,"93/A , Addagutta Society , Pragathi Nagar, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana 500072",,"Athletics, Boxing, Carroms, Chess, Cricket, Gymnastics, Skating, Swimming, Taekwondo","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"plot no. 6, beside post office, Balaji nagar, Kukatpally, Hyderabad, Telangana 500072, India",,"Carroms, Chess, Cricket, Throwball, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Geetanjali Olympiad School,2004,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,33000-42000,"Plot No. 265, Vivekananda Nagar, Kukatpally, Hyderabad, Telangana 500072, India",Mr. P.Srinivasa Rao Chairman / .,"Athletics, Basketball, Carroms, Chess, Cricket, Skating, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Veda Kidz,Day Schools,N/A,Nursery - Class 7,CBSE,Co-Education,tel:919513238818,25000 / Annual,"Plot No.56, opp. KPHB, Hmt Sathavahana Nagar, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
Global Edge School,2012,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,60000-70000,"Behind Plot No.303 To 306, Road No:4, Kphb Phase 1 & 2, Kukatpally, Hyderabad",,"Athletics, Badminton, Billiards, Carroms, Chess, Cricket, Football, Hockey, Ice-Hockey, Kabaddi, Karate, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Laurus The School of Excellence,N/A,Public Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,31000-40000,"Above MORE Super-market, Nizampet Rd, Kukatpally, Hyderabad, Telangana 500090, India",,"Athletics, Carroms, Chess, Cricket, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Esperanza Preschool and Child Care Center,2008,Play Schools,100,LKG - UKG,Other Boards,tel:919513238818,9000 - 19000,"HIG 11, 9th phase Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500085, India",,"Chess, Cycling","Transport, Medical Facility"
MNR I Exceed School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"Street Number 8, Western Hills, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana 500085, India",,"Cricket, Kabaddi, Karate, Skating, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
The Tree House Play School,2013,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"Shop No: P-41/1, Jayanagar Colony, Jaya Nagar, Kukatpally, Hyderabad, Telangana 500072, India",,Cycling,"Transport, Medical Facility"
Bhashyam High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"3, Vivekananda Nagar Colony, Kukatpally, Saptagiri Colony, Hyderabad, Telangana 500072, India",Mr. RamaKrishna Director,"Athletics, Carroms, Chess, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Geetanjali Olympiad School,2004,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,33000-42000,"Plot No. 265, Vivekananda Nagar, Kukatpally, Hyderabad, Telangana 500072, India",Mr. P.Srinivasa Rao Chairman / .,"Athletics, Basketball, Carroms, Chess, Cricket, Skating, Table-tennis, Tennis, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Mary's High School,1995,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"Vasanthnagar, Kukatpally,
Hyderabad – 500 085.
Telangana, India.",Mrs. N krishna veni Principal,"Basketball, Kabaddi, Kho-Kho, Throwball, Volleyball","Transport, Laboratory, Library"
"The Creek Planet School, Neptune Campus",N/A,Public Schools,N/A,LKG - 7,CBSE,tel:919513238818,90000-120000,"Plot No.: 21, Near IDL Cheruvu, Raghavendra Nagar, Habeeb Nagar, Kukatpally, Habeeb Nagar, Moosapet, Hyderabad, Telangana 500072, India",Mrs. Prameela Duggineni Principal,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Skating, Tennis","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot no. 63, Ramaiya Nagar Bjp Office Rd Near Yshoda Gardens Function Hall, Shanthi Nagar, Kukatpally, Hyderabad, Telangana 500072, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
Akshara International School,2010,International Schools,5000,Pre School - 10,CBSE,tel:919513238818,"80000/- to 1,50,000/- Annual","H.No. 5-3-389 near Chittaramma Temple beside Vivekananda Nagar Colony, Srikrishna Nagar, Kukatpally, Hyderabad, Telangana 500072, India",,"Basketball, Chess, Football, Handball, Volleyball","Transport, Medical Facility, Smart Classrooms, Computers Facility"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"2-22-180, Jaya Nagar, Kukatpally, Hyderabad, Telangana 500072",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bhashyam High School,Day Schools,N/A,LKG - Class 10,State Board,Co-Education,tel:919513238818,35000 / Annual,"Plot No. 7, Third Phase, KPHB Colony, Kukatpally, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
SIVA SIVANI TALENT SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,12000 / Annual,"Phase-III, Kukatpally Housing Board Colony, Kukatpally, F9PV+CWM, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",,,
Bhashyam Public school,Day Schools,N/A,LKG - Class 10,State Board,Co-Education,tel:919513238818,35000 / Annual,"Plot No. 7, Third Phase, KPHB Colony, Kukatpally, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
RAVINDRA BHARATHI SCHOOL,2005,Day Schools,500,Nursery - Class 10,State Board,tel:919513238818,32000 / Annual,"Beside SBH,Near Temple Bus Stop, KPHB, K P H B Phase 3, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
Little Heart School,1998,Day Schools,N/A,Nursery - Class 7,State Board,tel:919513238818,35000 / Annual,"HIG-22, Rd Number 1, behind Karur Vysya Bank, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
The Global Edge School,2005,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,99000 / Annual,"M.Baga Reddy Educational Society VBehind Plot No.303 to 306, Road No:4 KPHB, phase 1 & 2, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072, India",,,
GOWTHAM MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,35000 / Annual,"kphb colony K P H B, F9JV+JJC, KPHB 5th Phase Rd, Opposite to brand factory, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
Meridian School,2008,Day Schools,500,Nursery - Class 10,CBSE,tel:919513238818,110000 / Annual,"No.1009, 16-31-86/A, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500081, India",,,Transport
Academic Heights Public School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,47000 / Annual,"HIG-258, Phase-6, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
Blooming Dales High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"Gokul plots, VNR Residency, Venkata Ramana Colony, Kukatpally, Hyderabad, Telangana 500085, India",,,Transport
SR DIGI SCHOOL,Day Schools,550,Nursery - Class 10,"CBSE, State Board",Co-Education,tel:919513238818,25000 / Annual,"Phase 9, KPHB, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500072, India",,,Transport
SAI ENGLISH HIGH SCHOOL,1990,Day Schools,550,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"F9PR+926, JNTU Rd, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085, India",,,
Vignan Prabha High School,1990,Day Schools,N/A,Nursery - Class 10,"State Board, CBSE",tel:919513238818,25000 / Annual,"Plot No. 361, HIG, Phase 6, KPHB Colony, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085, India",,,
Vijetha Vidyalaya,1993,Day Schools,N/A,Nursery - Class 10,CBSE,tel:919513238818,24000 / Annual,"31-1-55, Panduranga Nagar, Avanthi Nagar, Borabanda, Hyderabad, Telangana 500018, India",,,Transport
Sri Chaitanya School,N/A,"Public Schools, Boarding Schools",N/A,LKG - 10,State Board,tel:919513238818,,"Plot No:175, Sardar Patel Nagar, Opposite: Nizampet Cross Road, Kukatpally, Sardar Patel Nagar, IDPL Staff Cooperative Housing Society, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500085, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bhashyam High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No. 7, Third Phase, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",Mr. RamaKrishna Director,"Athletics, Carroms, Chess, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"HIG 221, Near Corporation bank, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500072, India",,"Cycling, Swimming","Transport, Library"
Ravindra Bharathi School,1994,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,"18,000 - 40,000","Beside SBH, Near Temple Bus Stop, KPHB, K P H B Phase 3, Hyderabad, Telangana 500072, India",Mr. M. Subramanyam Chairman / .,"Cricket, Football, Kho-Kho, Table-tennis, Tennis, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Little Einsteins,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"1st floor, Viswa sai dham,KPHB 6th phase,Behind Anupama Hospital",,Cycling,"Transport, Medical Facility"
Joy Kids,2008,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,9000-15000,"MIG-I-33/1, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",,"Athletics, Cycling, Swimming",Transport
Sri Swami Chinna Jeeyar International School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"139-147, Kukatpally Housing Board Colony, Samatha Nagar, Hyderabad, Telangana 500072",,,"Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Gowtham model school,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"opp to brand factory, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500072, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Tree House Play Grou,2013,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"Phase I & II (LOP) MCK House No. 15-29-1000/9- HIG, colony,, M J Colony, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072, India",,Cycling,"Transport, Medical Facility"
Sunshine Preschool & Daycare Chain,2012,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,40000,"Plot No:46, Bhagya Nagar Colony-2, Opp.Arjun Theatre, Kukatpally Housing Board Colony, Hyderabad, Telangana 500072, India",,Cycling,"Transport, Medical Facility, Library"
Sri Chaitanya School,N/A,"Public Schools, Boarding Schools",N/A,LKG - 10,State Board,tel:919513238818,,"Plot No:175, Sardar Patel Nagar, Opposite: Nizampet Cross Road, Kukatpally, Sardar Patel Nagar, IDPL Staff Cooperative Housing Society, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500085, India",,"Carroms, Chess, Throwball, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bhagya Nagar High School,2000,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,30000 / Annual,"Rk Height-1, Vivekananda Heights, Viganapuri Colony Rd, Prakash Nagar, Sangeet Nagar, Kukatpally, Hyderabad, Telangana 500072, India",,,
Olive School,2013,Day Schools,60,Pre-Nursery - Class 7,State Board,tel:919513238818,20000 / Annual,"F9PM+3VP, KPHB Colony Rd, K P H B Phase 9, Kukatpally, Hyderabad, Telangana 500085, India",,,Transport
Little Florets School,2021,"Play Schools, Public Schools",120,Pre School - 5,CBSE,tel:919513238818,45000 to 62000,"Road No. 5C, Gopal Nagar, Mahindra Ashvita Life Spaces to Haffizpet Road, Hyderabad - 500085",,,"Transport, Medical Facility, Smart Classrooms, Library"
Dr. K K Rs Gowtham Concept School,Day Schools,N/A,KG - Class 10,State Board,Co-Education,tel:919513238818,26000 / Annual,"Plot No.71& 72, Beside JNTU, Sri Sai Nagar Colony, Nizampet Cross Road, Kukatpally, NH 65, Sardar Patel Nagar, IDPL Staff Cooperative Housing Society, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500085, India",,,Transport
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No. 1250,1265, Near Elephant Circle, Quthbullapur Mandal, Pragathi Nagar, Hyderabad, Telangana 500090, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sreenidhi Global School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No 282/P & 283/P, Lahari Layout, Aleap Industrial Area, Near Jagan Studio, Kukatpally, Pragathi Nagar, Hyderabad, Telangana 500072",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
THE MASTERMINDS SCHOOL,2018,Other Collections,N/A,LKG - 10,Other Boards,tel:919513238818,,"Pragathi Nagar, Hyderabad, Telangana 500072",,,
Pragnya Montessori School,2004,"Play Schools, Public Schools",N/A,LKG - 10,Other Boards,tel:919513238818,,"Survey No. 307, Plot No: 45 to 50, Vishnu Priya Enclave, Pragathi Nagar, Hyderabad, Telangana 500090, India",,"Athletics, Badminton, Carroms, Chess, Cricket, Cycling, Skating, Taekwondo",
Geetanjali Olympiad Schools,2011,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,33000-42000,"Plot No. 303, Mithila Nagar, Pragathi Nagar, Hyderabad, Telangana 500090, India",,"Basketball, Cricket, Skating, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot No: 1938, Dollar Homes, Incois Road, Pragathinagar, Hyderabad, Telangana 500072",,"Cycling, Yoga","Transport, Medical Facility, Library"
Gyanville Academy,n/a,Public Schools,,Pre School - 12,ICSE,tel:919513238818,"1,20,000 - 3,00,000","No - 191/D & 101, Survey, Rd Number 1A, Prashanthi Hills, Pragathi Nagar, Hyderabad, Telangana 500090",Naresh Dubbudu Managing Director / .,"Athletics, Carroms, Chess, Yoga","Smart Classrooms, Computers Facility, Library"
Pragnya Montessori School,2004,"Play Schools, Public Schools",N/A,LKG - 10,Other Boards,tel:919513238818,,"Survey No. 307, Plot No: 45 to 50, Vishnu Priya Enclave, Pragathi Nagar, Hyderabad, Telangana 500090, India",,"Athletics, Badminton, Carroms, Chess, Cricket, Cycling, Skating, Taekwondo",
Sreenidhi Global School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No 282/P & 283/P, Lahari Layout, Aleap Industrial Area, Near Jagan Studio, Kukatpally, Pragathi Nagar, Hyderabad, Telangana 500072",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Pragathi Central School,2011,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,"46,000 - 1,50,000","Opp. Jntu, Pragathi Nagar, Hyderabad, Telangana 500072, India",,"Badminton, Basketball, Carroms, Chess, Skating, Tennis, Volleyball, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Power Kids Pre School,2016,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,15000 - 24000,"917, Pragathi Nagar Rd, Pragathi Nagar, Hyderabad, Telangana 500090",,Chess,"Transport, Medical Facility, Smart Classrooms, Computers Facility, Library"
THE MASTERMINDS SCHOOL,2018,Other Collections,N/A,LKG - 10,Other Boards,tel:919513238818,,"Pragathi Nagar, Hyderabad, Telangana 500072",,,
Oi Play School,2007,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Plot no 7, Prashanthi Golden Hills,, Pragathi Nagar, hyderabad, Telangana 500090, India",,"Cycling, Swimming","Transport, Library"
Aadhya Vidyalaya,2011,Other Collections,N/A,LKG - 10,Other Boards,tel:919513238818,,"519,Near NTR Park, Pragathi Nagar, Hyderabad, Telangana 500090",,,
