Name,Since,Category,Strength,Years,Board,Phone No,Fee,Location,Faculty,Sports,Amenities
Genius Grammar High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"9GCJ+8QH, Vijay Bank Ln, Millenium Residency, Chaitanyapuri, Kothapet, Hyderabad, Telangana 500060, India",,,Transport
DILSUKHNAGAR PUBLIC SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,36900 / Annual,"Door No. 4-88, Vikas Nagar,Dilsukh Nagar, Near Rajadhani Theatre, Ravi Residency, Krishna Nagar, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,Transport
RAVINDRA BHARATHI SCHOOL,2012,Day Schools,500,Nursery - Class 10,State Board,tel:919513238818,24000 / Annual,"Swapna hospital, opposite Road, Millenium Residency, Chaitanyapuri, Dilsukhnagar, Secunderabad, Hyderabad, Telangana 500060, India",,,
Shakuntala High School,1980,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,10800 / Annual,"#8-21/3, VikasNagar,DilsukhNagar, Hyderabad-500060,, Chaitanyapuri Main Rd, Vikas Nagar, Moosa Ram Bagh, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,
MARIA PIAS GOOD SHEPHERD HIGH SCHOOL,1990,Day Schools,N/A,Pre-Nursery - Class 10,State Board,tel:919513238818,24000 / Annual,"1, Sai Baba Temple Rd, Swati Tower, Kamala Nagar, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,
G. Pulla Reddy Memorial School,2010,Day Schools,1132,Nursery - Class 10,CBSE,tel:919513238818,30000 / Annual,"Sai Baba Temple Lane, Behind G Pulla Reddy Sweets, Lalitha Nagar, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,Transport
SRKS Vidyalaya High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,16000 / Annual,"VV Nagar Rd, Gunna Sithram Reddy Residency, Vivekananda Nagar, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,Transport
Sanskriti The School,2009,Day Schools,600,Nursery - Class 10,State Board,tel:919513238818,45000 / Annual,"Netaji Nagar, Saroor nagar, 23-70/2, Fruit Market Rd, Santosh Arcade, Pochhama Basti, Hyderabad, Saroornagar, Telangana 500035, India",,,Transport
CHAITANYA HIGH SCHOOL,1991,Day Schools,400,Nursery - Class 10,CBSE,tel:919513238818,32000 / Annual,"H-No, 1-7-9/1A, Satyanarayanapuram Colony, Chaitanyapuri, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,Transport
Krishnaveni Talent School P&T Colony,Day Schools,N/A,Nursery - Class 7,CBSE,Co-Education,tel:919513238818,30000 / Annual,"13-82, Kodandaram Nagar, Dilsukhnagar, Saroornagar, Hyderabad, Telangana 500060, India",,,Transport
Raghunatha Model High School,Day Schools,360,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"9GFQ+85J, Chaitanyapuri Main Rd, RAmkrishna Raju Residency, Chaitanyapuri, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,Transport
Raghunatha Model School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"9GFQ+85J, Chaitanyapuri Main Rd, RAmkrishna Raju Residency, Chaitanyapuri, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,Transport
Shiva Sai Grammar High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"Near Markandeya Temple, Indira Nagar, Ramanthapur, Hyderabad, Telangana",,,Transport
Gautami Talent School,1989,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,20000 / Annual,"Plot No. 395/C, New Gaddiannaram, P & T Colony, Dilsukhnagar, behind Shiva Ganga Theatre, Kanchi Residency, Sahithi Nagar, Dilsukhnagar, Hyderabad, Telangana 500036, India",,,Transport
Sri Sai Grammar School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"Goutham Nagar Colony, Kanchi Residency, Madhura Puri Colony, Gaddiannaram, Hyderabad, Telangana 500060, India",,,
Sanskriti Kids,2004,Play Schools,N/A,Pre School - 5,Other Boards,tel:919513238818,,"Plot No.1-7-265/5, Hanumannagar, Chaitanyapuri, Hyderabad, Telangana 500060",,Yoga,Transport
Springdale Academy De International,N/A,"International Schools, Public Schools",N/A,LKG - 10,"CBSE, State Board",tel:919513238818,,"1-5-60, Chaitanyapuri Colony, Phanigiri Colony, Chaitanyapuri, Hyderabad, Telangana 500060",,"Carroms, Chess, Cricket, Karate","Transport, Laboratory, Computers Facility"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"Behind Chaitanyapuri Bus Stop, Opposite Lane Swagath Restaurant, Near Ramalayam, Chaitanyapuri, Dilsukhnagar, Hyderabad, Telangana 500060",,"Athletics, Carroms, Chess, Karate, Skating, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Ravindra Bharathi School,1994,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Swapna Hospital, Opposite Road,, Chaitanyapuri, Telangana 500060",,"Cricket, Football, Kho-Kho, Table-tennis, Tennis, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Brilliant Grammer High School,1986,Day Schools,2000,Nursery - Class 10,State Board,tel:919513238818,22000 / Annual,"16-11-477/A/14/4, Shalivahana Nagar, Shalivahana Nagar Colony, Dilsukhnagar, Hyderabad, Telangana 500036, India",,,Transport
St. Thomas High School,1996,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,23000 / Annual,"16-11-511, D/4, St.Thomas School Rd, Shalivahana Nagar, Shalivahana Nagar Colony, Dilsukhnagar, Hyderabad, Telangana 500036, India",,,
SR DIGI SCHOOL,1960,Day Schools,550,Nursery - Class 10,"CBSE, State Board",tel:919513238818,162000 / Annual,"Door No. 16-11-511/B/13, Shalivahana Nagar, Hanumannagar, Shalivahana Nagar Colony, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,
Sunridge School,2003,Day Schools,100,Nursery - Class 2,State Board,tel:919513238818,25000 / Annual,"Laxmi Nagar Colony, Kothapet, Hyderabad, Telangana 500035, India",,,
Presidency High School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,12000 / Annual,"9GFR+JGG, Chaitanyapuri Main Rd, Phanigiri Colony, Kothapet, Hyderabad, Telangana 500060, India",,,
V.D.PRASADA RAO MEMORIAL HIGH SCHOOL,Day Schools,500,Nursery - Class 10,State Board,Co-Education,tel:919513238818,24000 / Annual,"In House SBH Bank, 9H82+JPW, Rd Number 1, Alkapuri Colony, Ramakrishnapuram, L. B. Nagar, Hyderabad, Telangana 500035, India",,,
St Martins School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,17000 / Annual,"Road Number 2, RK Puram, Vijaypuri Colony, Kothapet, Gayatri Vihar, SBI Colony, Kothapet, Hyderabad, Telangana 500035, India",,,Transport
St. Martins High School,2001,Day Schools,N/A,Nursery - Class 10,"CBSE, State Board",tel:919513238818,18000 / Annual,"Road Number 2, RK Puram, Vijaypuri Colony, Kothapet, Gayatri Vihar, SBI Colony, Kothapet, Hyderabad, Telangana 500035, India",,,Transport
Genius Grammar School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,20000 / Annual,"9GCJ+8QH, Vijay Bank Ln, Millenium Residency, Chaitanyapuri, Kothapet, Hyderabad, Telangana 500060, India",,,Transport
St Marys High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,7200 / Annual,"H.no.16138394,Vinaya Nagar, Santhoshnagar, Vinay Nagar Colony, Vinay Nagar, Saidabad, Hyderabad, Saroornagar, Telangana 500059, India",,,
SAGARIKA HIGH SCHOOL,Day Schools,550,Nursery - Class 10,State Board,Co-Education,tel:919513238818,16000 / Annual,"11-4-42/2 & 3, Above Dena Bank, V.T Colony Main Road, V.T Colony Main Road, Siddharth Residency, Sri Venkateshwara Colony, Lingojiguda, Saroornagar, Telangana 500035, India",,,Transport
Bhashyam High School,Day Schools,N/A,LKG - Class 10,State Board,Co-Education,tel:919513238818,31000 / Annual,"Margadarshi Colony Road No 3, Margadarsi Colony, polkampally, Bhagat Singh nagar, Sri Venkateshwara Colony, Hyderabad, Saroornagar, Telangana 500035, India",,,
GOWTHAM MODEL SCHOOL,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,26000 / Annual,"11-13-198/1/B, Main Road, R. K. Puram, Beside Sri Ram Degree College, Road Number 5, Margadarshi Colony, Kothapet, Vasavi Colony, Margadarshi Colony, Kothapet, Hyderabad, Telangana 500035, India",,,
Vasavi Motherlap School,Day Schools,N/A,Nursery - Class 7,State Board,Co-Education,tel:919513238818,12000 / Annual,"11-13-1310, Rd Number 6, Green Hills Colony, Margadarshi Colony, Rd No. 7, Green Hills Colony, Margadarshi Colony, Kothapet, Hyderabad, Telangana 500035, India",,,
Vamsee Mohan High School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,15000 / Annual,"Margadarsi Colony, Dwarka Nagar, L. B. Nagar, Hyderabad, Telangana 500035, India",,,
Geethanjali Vidyalaya,Day Schools,380,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"9G5C+723, near CANARA BANK - HYDERABAD SAIDABAD, Saraswathi Nagar, Saroor Nagar West, Saidabad, Hyderabad, Telangana 500059, India",,,
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot No 91, SBI Officers Colony, Near Officers Park, Mussarambagh, Dilsukhnagar, Hyderabad, Telangana 500036",,"Cycling, Yoga","Transport, Medical Facility, Library"
EuroKids,N/A,Play Schools,N/A,LKG - 1,Other Boards,tel:919513238818,,"Plot No 91, SBI Officers Colony, Near Officers Park, Mussarambagh, Dilsukhnagar, Hyderabad, Telangana 500036",,"Cycling, Yoga","Transport, Medical Facility, Library"
OXFORD HI-TECH SCHOOL,Day Schools,1200,Nursery - Class 8,CBSE,Co-Education,tel:919513238818,27600 / Annual,"405/68,, 16-11-405/68, SBI Officers Colony Rd, Teegala Guda, SBI Colony, Moosarambagh, Hyderabad, Telangana 500036, India",,,
Vidyanjali Grammar School,2001,Day Schools,400,Nursery - Class 10,CBSE,tel:919513238818,35000 / Annual,"9G5V+CHF, Kiran Nagar, Doctors Colony, L. B. Nagar, Saroornagar, Telangana 500074, India",,,Transport
Medhas International School,Day Schools,550,Pre-Nursery - Class 10,State Board,Co-Education,tel:919513238818,41000 / Annual,"Plot No. 219, Street Number 1, Doctors Colony, Saroornagar, Telangana 500035, India",,,Transport
Academic Heights Public School,Day Schools,N/A,Nursery - Class 10,CBSE,Co-Education,tel:919513238818,45000 / Annual,"opp. to Electricity Sub Division Office, Mohan Nagar, CTO Colony, Kothapet, Hyderabad, Telangana 500035, India",,,Transport
SHANTI NIKETAN DIGI SCHOOL,Day Schools,N/A,Nursery -,Other Boards,Co-Education,tel:919513238818,45000 / Annual,"Door No. 16-11-511/B/13, Shalivahana Nagar, Hanumannagar, Shalivahana Nagar Colony, Dilsukhnagar, Hyderabad, Telangana 500060, India",,,
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"House No:23-38/2&3, Near GHMC East Zonal Office, Krishnaveni Nagar, Kothapet, Hyderabad, Telangana 500060",,"Carroms, Chess, Cricket, Throwball, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
I Play I Learn School,N/A,Play Schools,40,LKG - UKG,Other Boards,tel:919513238818,32000-34000,"Road No 5, SBI colony, Behind More super market, Nagole Road, Kothapet, Hyderabad, Telangana 500035, India",,Cycling,"Transport, Medical Facility, Library"
Tree House Kids Play Group,2017,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,35000-40000,"1-13-21, Road No.1, R.K Near SBH, Alkapuri Colony, RK Puram, Ramakrishnapuram, Kothapet, Hyderabad, Telangana 500035",,"Cycling, Yoga","Transport, Medical Facility"
Edify Kids,N/A,"Play Schools, Public Schools",N/A,LKG - 6,CBSE,tel:919513238818,,"House No:-1-5-153/3, Road No.12F, New Maruthi Nagar, Kothapet, Hyderabad, Telangana 500060, India",,"Cricket, Taekwondo, Yoga","Transport, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Kothapet Rd, New Nagole, Kothapet, Hyderabad, Telangana 500032, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
St. Martin's High School,na,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,25000-35000,"Road Number 2, RK Puram, Vijaypuri Colony, Gayatri Vihar, SBI Colony, Kothapet, Hyderabad, Telangana 500035, India",,"Badminton, Carroms, Chess, Karate, Kho-Kho, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility"
Oakwood international School,2012,International Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"house no 1-4-477,  New Maruthi Nagar, Kothapet,  Hyderabad, Telangana 500035, India",,"Athletics, Badminton, Boxing, Carroms, Chess, Cricket, Kabaddi, Skating","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Bhashyam Public School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Astalakshmi Temple, Arch Road, Margadarsi Colony, Kothapet, Hyderabad, Telangana 500035, India",Mr. RamaKrishna Director,"Athletics, Carroms, Chess, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
St. Martin's High School,na,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,25000-35000,"Road Number 2, RK Puram, Vijaypuri Colony, Gayatri Vihar, SBI Colony, Kothapet, Hyderabad, Telangana 500035, India",,"Badminton, Carroms, Chess, Karate, Kho-Kho, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Computers Facility"
Sri Chaitanya School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"House No:23-38/2&3, Near GHMC East Zonal Office, Krishnaveni Nagar, Kothapet, Hyderabad, Telangana 500060",,"Carroms, Chess, Cricket, Throwball, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Edify Kids,N/A,"Play Schools, Public Schools",N/A,LKG - 6,CBSE,tel:919513238818,,"House No:-1-5-153/3, Road No.12F, New Maruthi Nagar, Kothapet, Hyderabad, Telangana 500060, India",,"Cricket, Taekwondo, Yoga","Transport, Computers Facility, Library"
Gowtham Model School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"11-13-198/1/B, Margadarshi Colony, Kothapet, Hyderabad, Telangana 500035, India",,"Athletics, Carroms, Chess, Cricket, Karate, Volleyball","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Bachpan Play School,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"Kothapet Rd, New Nagole, Kothapet, Hyderabad, Telangana 500032, India",,"Chess, Cycling","Transport, Medical Facility, Computers Facility, Library"
Vignan Global Gen School,2006,Public Schools,N/A,LKG - 10,"CBSE, State Board",tel:919513238818,50000,"5, Road Number 3, Srinivasa Colony, Bhagat Singh nagar, Sri Venkateshwara Colony, Saroornagar, Hyderabad, Telangana 500035, India","Mr. Dr. L. Rathaiah Founder, Chairman / PG","Carroms, Chess, Cricket, Tennis","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Lotus Lap Public School,1999,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Near water supply office,, Sravana Arcade, Pochhama Basti, Saroornagar, Hyderabad, Telangana 500035, India",,"Chess, Skating, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sanskriti The School,2009,Public Schools,N/A,LKG - 10,CBSE,tel:919513238818,,"Kothapet Fruit Market
Saroornagar Road, Dilsukhnagar
Hyderabad - 500035","Mrs. S. Swati Principal / M.A., M.Ed Mr. Vikranth Terala Director / M.B.A.","Carroms, Chess, Cricket, Football, Handball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Medhas International School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No. 219, Street No.1, Doctors Colony, Saroornagar, Hyderabad, Telangana 500035",,"Athletics, Badminton, Carroms, Chess, Cricket, Gymnastics, Table-tennis, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Edify Kids,N/A,Play Schools,N/A,LKG - UKG,Other Boards,tel:919513238818,,"H.no : 11-86 , pochammabagh colony, near l.b. nagar municipal office, Gayatri Nagar, Saroornagar, Hyderabad, Telangana 500060, India",,"Cricket, Taekwondo, Yoga","Transport, Computers Facility, Library"
Brilliant Grammar High School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Balaji Nagar, Saroor Nagar West, Saroornagar, Hyderabad, Telangana 500059, India",Mr. K. Narayana Reddy Chairman,"Badminton, Basketball, Chess, Cricket, Football, Kabaddi, Kho-Kho, Taekwondo, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Pallavi Aware School,N/A,Public Schools,N/A,LKG - 12,CBSE,tel:919513238818,,"Laxmi Enclave, Bhagya Nagar, Saroornagar, Hyderabad, Telangana 500035",,"Athletics, Basketball, Carroms, Chess, Cricket, Football, Horseback Riding, Karate, Kho-Kho, Polo, Skating, Soccer, Swimming, Table-tennis, Tennis, Throwball, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Triveni Talent Schools,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No. 393, Beside Sai Teja Hospital, Kranthi Nagar Colony, Saroor Nagar, Huda Colony, Saroornagar, Hyderabad, Telangana 500035, India",,"Athletics, Carroms, Chess, Cricket, Tennis, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Medhas International School,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Plot No. 219, Street No.1, Doctors Colony, Saroornagar, Hyderabad, Telangana 500035",,"Athletics, Badminton, Carroms, Chess, Cricket, Gymnastics, Table-tennis, Throwball, Volleyball","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Lotus Lap Public School,1999,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"Near water supply office,, Sravana Arcade, Pochhama Basti, Saroornagar, Hyderabad, Telangana 500035, India",,"Chess, Skating, Yoga","Transport, Laboratory, Smart Classrooms, Computers Facility, Library"
Sreenidhi Global Schoo,N/A,Public Schools,N/A,LKG - 10,State Board,tel:919513238818,,"11-5-442, Rd Number 14, Bhagat Singh nagar, Sri Venkateshwara Colony, Saroornagar, Hyderabad, Telangana 500035",,"Athletics, Badminton, Basketball, Carroms, Chess, Cricket, Football, Karate, Skating, Swimming, Table-tennis, Tennis, Volleyball, Yoga","Transport, Medical Facility, Laboratory, Smart Classrooms, Computers Facility, Library"
Apollo High school,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,9600 / Annual,"9G2R+822, Saroor Nagar Rd, Srinivasa Colony, Sri Venkateshwara Colony, Lingojiguda, Saroornagar, Telangana 500035, India",,,
Bethel Senitt High School,2004,Day Schools,N/A,Nursery - Class 10,State Board,tel:919513238818,15000 / Annual,"Rd Number 1, Mythri Nagar Colony, Krishna Nagar Colony, Bahadurguda, Saroornagar, Telangana 500035, India",,,Transport
Kakatiya Techno School,Day Schools,N/A,Nursery - Class 10,State Board,Co-Education,tel:919513238818,25000 / Annual,"No. 10-3-85, Satyanarayana Complex, Beside Post Office Saroornagar, Samatha Colony, Brindavan Colony, Hyderabad, Saroornagar, Telangana 500035, India",,,
